productid_1,productid_2,transaction_score
P0001,P0197,0.7428255801628727
P0001,P0198,0.7457353080524507
P0001,P0199,0.32141546921948216
P0001,P0200,0.7248789724070366
P0002,P0003,0.40540485353953254
P0002,P0004,0.3295647771757848
P0002,P0005,0.7519320630009454
P0002,P0006,0.7797899583231005
P0002,P0007,0.7650448176754043
P0002,P0008,0.7298853546728
P0002,P0009,0.7302258018402299
P0002,P0010,0.741458454839069
P0002,P0011,0.7518903679346245
P0002,P0012,0.734714496020778
P0002,P0013,0.740810034117364
P0002,P0014,0.37043707685617094
P0002,P0015,0.397079482692049
P0002,P0016,0.7650189706475643
P0002,P0017,0.3771769511599638
P0002,P0018,0.7487731537612166
P0002,P0019,0.7825559005988774
P0002,P0020,0.7626266035423238
P0002,P0021,0.2425227161954394
P0002,P0022,0.7213487457839864
P0002,P0023,0.41613979771123294
P0002,P0024,0.7387027205080546
P0002,P0025,0.7287404589568266
P0002,P0026,0.7248238914106955
P0002,P0027,0.3982218527419675
P0002,P0028,0.33466348318889044
P0002,P0029,0.7596557219367539
P0002,P0030,0.39546824859081126
P0002,P0031,0.7692884230207502
P0002,P0032,0.7292760938272654
P0002,P0033,0.38906745621252986
P0002,P0034,0.7387459780700492
P0002,P0035,0.7356147800502295
P0002,P0036,0.7627453176610066
P0002,P0037,0.738104741415513
P0002,P0038,0.7481436190372261
P0002,P0039,0.7888067027287803
P0002,P0040,0.7585024361791911
P0002,P0041,0.42478378579612613
P0002,P0042,0.7299644159162954
P0002,P0043,0.2971085839537384
P0002,P0044,0.7691808875302282
P0002,P0045,0.7792085669540277
P0002,P0046,0.39576370379484943
P0002,P0047,0.4053835575306401
P0002,P0048,0.3680814791215214
P0002,P0049,0.7337334280004162
P0002,P0050,0.4144348402707725
P0002,P0051,0.4021362781140603
P0002,P0052,0.7401946091261362
P0002,P0053,0.7719584419659811
P0002,P0054,0.7548521130815875
P0002,P0055,0.7634444712573041
P0002,P0056,0.7272095433976573
P0002,P0057,0.7375633707192988
P0002,P0058,0.34365755564072886
P0002,P0059,0.38050308129965704
P0002,P0060,0.7793200374548408
P0002,P0061,0.7457466924598978
P0002,P0062,0.3170375434295224
P0002,P0063,0.38086391295020333
P0002,P0064,0.7361954233179088
P0002,P0065,0.7561845021202194
P0002,P0066,0.755577828109131
P0002,P0067,0.31399440003658824
P0002,P0068,0.42522174083712305
P0002,P0069,0.7261707939486525
P0002,P0070,0.7272305428556615
P0002,P0071,0.7614607350752112
P0002,P0072,0.40970959525577405
P0002,P0073,0.7353020895127856
P0002,P0074,0.7405288771834472
P0002,P0075,0.741582274530036
P0002,P0076,0.7375354887579059
P0002,P0077,0.7350205766079404
P0002,P0078,0.7098383395945163
P0002,P0079,0.3980553014179389
P0002,P0080,0.746226956231373
P0002,P0081,0.4290734376540874
P0002,P0082,0.7675840053774183
P0002,P0083,0.3859102142829675
P0002,P0084,0.7464441855679328
P0002,P0085,0.7463674417158188
P0002,P0086,0.7741326692462946
P0002,P0087,0.7136420684721398
P0002,P0088,0.7710019061064372
P0002,P0089,0.7515290135115043
P0002,P0090,0.3767984576673898
P0002,P0091,0.35241688712392055
P0002,P0092,0.7354606116610675
P0002,P0093,0.30591945149597405
P0002,P0094,0.3357604817275283
P0002,P0095,0.7638704672928307
P0002,P0096,0.7533456393675816
P0002,P0097,0.7734588194236595
P0002,P0098,0.7340598909101629
P0002,P0099,0.7289953387508887
P0002,P0100,0.3750890019801018
P0002,P0101,0.7560411614747178
P0002,P0102,0.7463791658679176
P0002,P0103,0.7345419098871604
P0002,P0104,0.28022219519265085
P0002,P0105,0.7549480558587114
P0002,P0106,0.7526490924552415
P0002,P0107,0.4323090585355805
P0002,P0108,0.7552371036843128
P0002,P0109,0.7290421763820693
P0002,P0110,0.7494121809379031
P0002,P0111,0.324586892169076
P0002,P0112,0.751547783320998
P0002,P0113,0.7700942514583937
P0002,P0114,0.39657648159522635
P0002,P0115,0.3815233545637413
P0002,P0116,0.7401521613865714
P0002,P0117,0.7706562771507681
P0002,P0118,0.7674574251568738
P0002,P0119,0.7568826694226156
P0002,P0120,0.7320298895980211
P0002,P0121,0.7488855904346186
P0002,P0122,0.44462198100247935
P0002,P0123,0.36770292579743336
P0002,P0124,0.37878203989482934
P0002,P0125,0.7481180626962611
P0002,P0126,0.3915315718607597
P0002,P0127,0.7503474564972024
P0002,P0128,0.3302176964342672
P0002,P0129,0.7433041088925083
P0002,P0130,0.7513273432313715
P0002,P0131,0.3850487784169485
P0002,P0132,0.732620494197332
P0002,P0133,0.7445656671615581
P0002,P0134,0.728231778738199
P0002,P0135,0.390275972520947
P0002,P0136,0.40779157273133143
P0002,P0137,0.3930660701623994
P0002,P0138,0.7449793267299625
P0002,P0139,0.7970688976056444
P0002,P0140,0.4006449491922967
P0002,P0141,0.40184122806060757
P0002,P0142,0.4015901382253388
P0002,P0143,0.3230710946783439
P0002,P0144,0.363771660737415
P0002,P0145,0.7228173621669375
P0002,P0146,0.7200193010228344
P0002,P0147,0.4266709149175664
P0002,P0148,0.7491704276557624
P0002,P0149,0.3744281640560823
P0002,P0150,0.3969620710668205
P0002,P0151,0.7453873199238037
P0002,P0152,0.718610509174818
P0002,P0153,0.7532073589836672
P0002,P0154,0.38595426531715243
P0002,P0155,0.7463791658679176
P0002,P0156,0.4152435174734486
P0002,P0157,0.4311102256291484
P0002,P0158,0.7172750832658408
P0002,P0159,0.7286527305132123
P0002,P0160,0.3648090241118756
P0002,P0161,0.7732438801121737
P0002,P0162,0.7414412640350238
P0002,P0163,0.7264222533970446
P0002,P0164,0.7681869325422279
P0002,P0165,0.7503983290721472
P0002,P0166,0.7535192035404551
P0002,P0167,0.7655081186709668
P0002,P0168,0.7520591592583379
P0002,P0169,0.7562357086138909
P0002,P0170,0.7585659226943139
P0002,P0171,0.39530440506952297
P0002,P0172,0.4336837884311393
P0002,P0173,0.3767856470544368
P0002,P0174,0.7509340957691933
P0002,P0175,0.3766987622968105
P0002,P0176,0.7473703568782614
P0002,P0177,0.7445299059971848
P0002,P0178,0.7464899435412929
P0002,P0179,0.7395963850117069
P0002,P0180,0.7635958802591709
P0002,P0181,0.7624623236974308
P0002,P0182,0.3562082184506292
P0002,P0183,0.7793566585595261
P0002,P0184,0.7408012401361043
P0002,P0185,0.383116415743964
P0002,P0186,0.7449414315564429
P0002,P0187,0.7816583320137251
P0002,P0188,0.7560041114599287
P0002,P0189,0.3727784685344068
P0002,P0190,0.7647788076959013
P0002,P0191,0.7360929908574314
P0002,P0192,0.7633972671999409
P0002,P0193,0.4193014681196745
P0002,P0194,0.7721134950702551
P0002,P0195,0.7477566412884615
P0002,P0196,0.415831103727562
P0002,P0197,0.3192415065796041
P0002,P0198,0.7577023815166222
P0002,P0199,0.7319098156585053
P0002,P0200,0.7889727556161401
P0003,P0004,0.3307040408034872
P0003,P0005,0.753598808037282
P0003,P0006,0.7567524744583993
P0003,P0007,0.7631218506789074
P0003,P0008,0.7384608001182897
P0003,P0009,0.7264758652189194
P0003,P0010,0.7295100635438091
P0003,P0011,0.7647889037897158
P0003,P0012,0.7571530132610789
P0003,P0013,0.37964108511183775
P0003,P0014,0.36778527747323325
P0003,P0015,0.7353876749919674
P0003,P0016,0.7557803335556111
P0003,P0017,0.763465663509398
P0003,P0018,0.7353385417558227
P0003,P0019,0.36054730522376605
P0003,P0020,0.7745899581631206
P0003,P0021,0.7605520968964492
P0003,P0022,0.7600245665579257
P0003,P0023,0.7437205399937226
P0003,P0024,0.3157398379595513
P0003,P0025,0.7728915822166056
P0003,P0026,0.7728205254851044
P0003,P0027,0.7555503247609434
P0003,P0028,0.7509771791344118
P0003,P0029,0.7769288793645671
P0003,P0030,0.7490829914147583
P0003,P0031,0.30398502457062127
P0003,P0032,0.36240145451069483
P0003,P0033,0.7554780959329521
P0003,P0034,0.7690804654302228
P0003,P0035,0.4010384824929076
P0003,P0036,0.7858000201844537
P0003,P0037,0.7640607169577334
P0003,P0038,0.45260231231487563
P0003,P0039,0.7415872572333823
P0003,P0040,0.38738769933013306
P0003,P0041,0.4371546546889235
P0003,P0042,0.7319936592184605
P0003,P0043,0.7797428322822857
P0003,P0044,0.4023220369900802
P0003,P0045,0.7690495335135998
P0003,P0046,0.38141438522746673
P0003,P0047,0.7553155158376278
P0003,P0048,0.3664599306940988
P0003,P0049,0.7480482462021317
P0003,P0050,0.40587430801697466
P0003,P0051,0.37776570511629154
P0003,P0052,0.7275857431943737
P0003,P0053,0.4179448859905115
P0003,P0054,0.7723110211919366
P0003,P0055,0.7301407730448798
P0003,P0056,0.40686790055557037
P0003,P0057,0.7569330182020569
P0003,P0058,0.7801021895086433
P0003,P0059,0.38556051522464546
P0003,P0060,0.7364503741825535
P0003,P0061,0.7642384014152624
P0003,P0062,0.7525484823609686
P0003,P0063,0.7371401236078863
P0003,P0064,0.7729488515530185
P0003,P0065,0.7667790904560676
P0003,P0066,0.7401959382007677
P0003,P0067,0.4179768095255172
P0003,P0068,0.7664661786978035
P0003,P0069,0.772299986469828
P0003,P0070,0.7537152118652698
P0003,P0071,0.4241421160912418
P0003,P0072,0.753049320946829
P0003,P0073,0.7253473508986976
P0003,P0074,0.4120478685244368
P0003,P0075,0.39435737909344687
P0003,P0076,0.74054596188862
P0003,P0077,0.7452674385630371
P0003,P0078,0.2962499528733593
P0003,P0079,0.7464328830413809
P0003,P0080,0.34126337635234316
P0003,P0081,0.3256140819895059
P0003,P0082,0.37324152610157685
P0003,P0083,0.7473239524507074
P0003,P0084,0.3174239656900301
P0003,P0085,0.7842933766753316
P0003,P0086,0.7709781262916994
P0003,P0087,0.3916463415512265
P0003,P0088,0.7705795463576364
P0003,P0089,0.7358160433643219
P0003,P0090,0.7069713261017914
P0003,P0091,0.7540689853825944
P0003,P0092,0.7415017906806365
P0003,P0093,0.38721454211761247
P0003,P0094,0.3477827133584325
P0003,P0095,0.39016831873316277
P0003,P0096,0.7516822927887892
P0003,P0097,0.7355433888513052
P0003,P0098,0.714618429920208
P0003,P0099,0.3687946175096897
P0003,P0100,0.7639872289757046
P0003,P0101,0.7307330405811971
P0003,P0102,0.7952877877264202
P0003,P0103,0.7549200777793783
P0003,P0104,0.7322684688400716
P0003,P0105,0.7102266955352268
P0003,P0106,0.7582357173671403
P0003,P0107,0.4149392223482196
P0003,P0108,0.36644755033366855
P0003,P0109,0.7854754840206947
P0003,P0110,0.7363592840046521
P0003,P0111,0.7604064782949684
P0003,P0112,0.7191728542585895
P0003,P0113,0.401409026732568
P0003,P0114,0.383523111857359
P0003,P0115,0.39187509301253615
P0003,P0116,0.7729669767163203
P0003,P0117,0.3788385802487242
P0003,P0118,0.3910900814924882
P0003,P0119,0.7531829845536165
P0003,P0120,0.7377849691317946
P0003,P0121,0.7253287059570868
P0003,P0122,0.7756463005851694
P0003,P0123,0.7480744542674587
P0003,P0124,0.7312805870070727
P0003,P0125,0.7286590703806978
P0003,P0126,0.43520499761655423
P0003,P0127,0.30439121175998973
P0003,P0128,0.40981228619676785
P0003,P0129,0.7615104902257387
P0003,P0130,0.7242284031604312
P0003,P0131,0.7692499867132858
P0003,P0132,0.7298459610694736
P0003,P0133,0.3653168970586293
P0003,P0134,0.3969195225674178
P0003,P0135,0.7227773374716424
P0003,P0136,0.7479306898301796
P0003,P0137,0.3959913260180836
P0003,P0138,0.46967183057523726
P0003,P0139,0.7350657089598615
P0003,P0140,0.7417960570959246
P0003,P0141,0.7384249061704157
P0003,P0142,0.3077115405700321
P0003,P0143,0.32130847426793013
P0003,P0144,0.7617427049193127
P0003,P0145,0.7388816640428701
P0003,P0146,0.7568141794665522
P0003,P0147,0.3952790814937352
P0003,P0148,0.39823172514340105
P0003,P0149,0.757850731896778
P0003,P0150,0.7456672933211168
P0003,P0151,0.41520720325991095
P0003,P0152,0.7373625407036211
P0003,P0153,0.37800706924335925
P0003,P0154,0.7490303166773009
P0003,P0155,0.7577712267324873
P0003,P0156,0.7412684008105721
P0003,P0157,0.7680525684563381
P0003,P0158,0.7702572426925414
P0003,P0159,0.7384874503509418
P0003,P0160,0.72786972648145
P0003,P0161,0.373065865968682
P0003,P0162,0.7475231846207382
P0003,P0163,0.4096538546017155
P0003,P0164,0.3991275524901794
P0003,P0165,0.7532715827273646
P0003,P0166,0.39016770488818175
P0003,P0167,0.737519757468925
P0003,P0168,0.7755999502349693
P0003,P0169,0.7494614181614448
P0003,P0170,0.7635442889310524
P0003,P0171,0.7633381895529094
P0003,P0172,0.7534476473115925
P0003,P0173,0.7660361033702966
P0003,P0174,0.7502053171446859
P0003,P0175,0.7426529093002907
P0003,P0176,0.7533462276231492
P0003,P0177,0.3030203061232655
P0003,P0178,0.4458946096803378
P0003,P0179,0.7253208307889252
P0003,P0180,0.39105921449608677
P0003,P0181,0.7588470258287405
P0003,P0182,0.7525060215743447
P0003,P0183,0.7828741901402827
P0003,P0184,0.30849289658584317
P0003,P0185,0.7610284600674827
P0003,P0186,0.7530811530508181
P0003,P0187,0.7485172702743128
P0003,P0188,0.784980928418463
P0003,P0189,0.37253337826511307
P0003,P0190,0.3841830616579805
P0003,P0191,0.7233822229424699
P0003,P0192,0.7663563497993975
P0003,P0193,0.7260368497470635
P0003,P0194,0.7886271899192854
P0003,P0195,0.35995448036022415
P0003,P0196,0.7657285172251433
P0003,P0197,0.7653820096489738
P0003,P0198,0.39310089012468824
P0003,P0199,0.7767702028918001
P0003,P0200,0.7212288819774675
P0004,P0005,0.7340022769424199
P0004,P0006,0.4501679887073446
P0004,P0007,0.7517634733136466
P0004,P0008,0.7685940233974697
P0004,P0009,0.731955000129813
P0004,P0010,0.37704499229483385
P0004,P0011,0.7549085375984406
P0004,P0012,0.7195124234602758
P0004,P0013,0.4441127635534518
P0004,P0014,0.7641754765458703
P0004,P0015,0.7486451970693724
P0004,P0016,0.7656984455779213
P0004,P0017,0.3023996375287042
P0004,P0018,0.7775967291162789
P0004,P0019,0.4225374703339928
P0004,P0020,0.41778831907256775
P0004,P0021,0.7657498337160198
P0004,P0022,0.7394544853571641
P0004,P0023,0.33251488660628964
P0004,P0024,0.7433907514123413
P0004,P0025,0.7497515008367267
P0004,P0026,0.4310042186872554
P0004,P0027,0.742484945624585
P0004,P0028,0.7997018811321892
P0004,P0029,0.32438767259405354
P0004,P0030,0.7631110552657046
P0004,P0031,0.33974257938674235
P0004,P0032,0.7800155526342689
P0004,P0033,0.4690937576022545
P0004,P0034,0.4089412784123431
P0004,P0035,0.7411392425075957
P0004,P0036,0.43287026756585884
P0004,P0037,0.3804689562028563
P0004,P0038,0.4873888077900656
P0004,P0039,0.42743916516425645
P0004,P0040,0.7508085823487558
P0004,P0041,0.4764681764111449
P0004,P0042,0.4704759066434929
P0004,P0043,0.448514715250156
P0004,P0044,0.7262014258252945
P0004,P0045,0.31931677965678684
P0004,P0046,0.7728210014042491
P0004,P0047,0.3405949512298883
P0004,P0048,0.7434961761604624
P0004,P0049,0.7376490271150493
P0004,P0050,0.7300449501373456
P0004,P0051,0.7521136019668533
P0004,P0052,0.7706209926804057
P0004,P0053,0.7755193277935278
P0004,P0054,0.7452858177421332
P0004,P0055,0.7620146993282162
P0004,P0056,0.4362937366708979
P0004,P0057,0.7696388356950986
P0004,P0058,0.7886040750040275
P0004,P0059,0.762299164750686
P0004,P0060,0.7541606687558184
P0004,P0061,0.7468253287774583
P0004,P0062,0.4026231554359792
P0004,P0063,0.42018765986208884
P0004,P0064,0.7356504078837746
P0004,P0065,0.30667247146194176
P0004,P0066,0.7397931534158003
P0004,P0067,0.7727820229921954
P0004,P0068,0.47134850494654407
P0004,P0069,0.7408029077369332
P0004,P0070,0.41455391078900955
P0004,P0071,0.752463617372118
P0004,P0072,0.469729119996563
P0004,P0073,0.7550032527151869
P0004,P0074,0.4526406971853339
P0004,P0075,0.7453371916865137
P0004,P0076,0.40512691175500465
P0004,P0077,0.7618306082801304
P0004,P0078,0.8099432353684302
P0004,P0079,0.430633373338567
P0004,P0080,0.7258713016738431
P0004,P0081,0.4620094461715351
P0004,P0082,0.4268715727894641
P0004,P0083,0.4016903503012399
P0004,P0084,0.7372767852463761
P0004,P0085,0.7862372055260081
P0004,P0086,0.7438497761625278
P0004,P0087,0.7613965965617657
P0004,P0088,0.28438387821073374
P0004,P0089,0.7588558445672519
P0004,P0090,0.7528838536363742
P0004,P0091,0.7445429841889604
P0004,P0092,0.7313930436978516
P0004,P0093,0.7598502859170599
P0004,P0094,0.3762372102860901
P0004,P0095,0.7346805809342097
P0004,P0096,0.7488430043427018
P0004,P0097,0.7388327185238082
P0004,P0098,0.7304140464108255
P0004,P0099,0.7656721183392152
P0004,P0100,0.42674865932133615
P0004,P0101,0.740028423652113
P0004,P0102,0.7427787200946155
P0004,P0103,0.7599360524840868
P0004,P0104,0.7224999197815674
P0004,P0105,0.7278143359165674
P0004,P0106,0.7328609519950197
P0004,P0107,0.7707202264553524
P0004,P0108,0.42480490550591293
P0004,P0109,0.7778360092307232
P0004,P0110,0.7431996346818625
P0004,P0111,0.7486361663886131
P0004,P0112,0.7760181819955654
P0004,P0113,0.7551772925094622
P0004,P0114,0.7833131812546744
P0004,P0115,0.7604612512507878
P0004,P0116,0.7675812808656144
P0004,P0117,0.4011338456866564
P0004,P0118,0.42425236164994756
P0004,P0119,0.34229235853431644
P0004,P0120,0.7642572209837002
P0004,P0121,0.7688422221826723
P0004,P0122,0.35832423026059446
P0004,P0123,0.7553863915289405
P0004,P0124,0.7477456879640451
P0004,P0125,0.7547473104991493
P0004,P0126,0.7553159550181401
P0004,P0127,0.471717753277933
P0004,P0128,0.7710012272428698
P0004,P0129,0.47179385979070093
P0004,P0130,0.7564393106160012
P0004,P0131,0.4040353322456562
P0004,P0132,0.7643442613693605
P0004,P0133,0.776330793258407
P0004,P0134,0.7613552386551952
P0004,P0135,0.7407886862244609
P0004,P0136,0.7340223208326384
P0004,P0137,0.745540231254011
P0004,P0138,0.7595812694829661
P0004,P0139,0.46938746974707507
P0004,P0140,0.7715578397870365
P0004,P0141,0.7818709326387285
P0004,P0142,0.7343609714210344
P0004,P0143,0.4477695584644919
P0004,P0144,0.7666635517704719
P0004,P0145,0.7684952595346398
P0004,P0146,0.3951433786063176
P0004,P0147,0.44132669176990574
P0004,P0148,0.35307966166313137
P0004,P0149,0.7225175730648786
P0004,P0150,0.7333746597055757
P0004,P0151,0.7664114624217553
P0004,P0152,0.755408628101502
P0004,P0153,0.7608392489742484
P0004,P0154,0.7227891391255801
P0004,P0155,0.7226333062375816
P0004,P0156,0.44612550591581246
P0004,P0157,0.7633279883589845
P0004,P0158,0.7503981004128213
P0004,P0159,0.7333351231779377
P0004,P0160,0.7456062614425195
P0004,P0161,0.7515794069058034
P0004,P0162,0.7403384817918253
P0004,P0163,0.7507054150145029
P0004,P0164,0.41473439966904796
P0004,P0165,0.39974779479002115
P0004,P0166,0.7746316072590305
P0004,P0167,0.7482725889470736
P0004,P0168,0.4092129151352632
P0004,P0169,0.7724774146315316
P0004,P0170,0.7632511096786104
P0004,P0171,0.42974353682280103
P0004,P0172,0.45948041166677184
P0004,P0173,0.418846937149074
P0004,P0174,0.7545691840277288
P0004,P0175,0.42237101660592463
P0004,P0176,0.4579512138237883
P0004,P0177,0.45319305970730067
P0004,P0178,0.36597124470963144
P0004,P0179,0.7337680766196557
P0004,P0180,0.7548487446366017
P0004,P0181,0.7350768010569817
P0004,P0182,0.7544197350763805
P0004,P0183,0.748572800142435
P0004,P0184,0.7609551260949263
P0004,P0185,0.7757992562060398
P0004,P0186,0.751419543137374
P0004,P0187,0.41029556364521585
P0004,P0188,0.7250558643062207
P0004,P0189,0.7537582245977903
P0004,P0190,0.4178865086295363
P0004,P0191,0.34919937314085314
P0004,P0192,0.44624436638135095
P0004,P0193,0.751471090503343
P0004,P0194,0.3440939540036679
P0004,P0195,0.736066715555918
P0004,P0196,0.7461424548983184
P0004,P0197,0.7552091075128482
P0004,P0198,0.7418060848506667
P0004,P0199,0.7832448458222874
P0004,P0200,0.7366564775240343
P0005,P0006,0.7249890112680276
P0005,P0007,0.7799230791275822
P0005,P0008,0.7585966759088563
P0005,P0009,0.7595835871750707
P0005,P0010,0.7730663875225555
P0005,P0011,0.7502136869682743
P0005,P0012,0.2946820527556678
P0005,P0013,0.7736229772511378
P0005,P0014,0.745371960817534
P0005,P0015,0.756236134214728
P0005,P0016,0.7331904575777753
P0005,P0017,0.7559892526769794
P0005,P0018,0.37061425331124004
P0005,P0019,0.7477006476712305
P0005,P0020,0.40907527037158625
P0005,P0021,0.7476079369755427
P0005,P0022,0.7661979877377815
P0005,P0023,0.7330202658184097
P0005,P0024,0.7646170117594908
P0005,P0025,0.3446413699128945
P0005,P0026,0.7397422967736069
P0005,P0027,0.41186054397553934
P0005,P0028,0.41525732892120715
P0005,P0029,0.7454658975667496
P0005,P0030,0.7548268635385476
P0005,P0031,0.3815031578135821
P0005,P0032,0.746206473146696
P0005,P0033,0.3994282516597744
P0005,P0034,0.7528274169717643
P0005,P0035,0.2971611733625215
P0005,P0036,0.7467553141214235
P0005,P0037,0.45347101288582015
P0005,P0038,0.7471155725062352
P0005,P0039,0.3804361760591172
P0005,P0040,0.7518258546575809
