transaction_id,customer_id,store_id,transaction_date,product_id,quantity,unit_price,total_price
TRANS00754,CUST00366,STORE00010,2022-10-07,PROD00012,2,132.51,265.02
TRANS01757,CUST00362,STORE00011,2022-06-16,PROD00012,2,132.51,265.02
TRANS02005,CUST00027,STORE00005,2023-01-18,PROD00012,2,132.51,265.02
TRANS02751,CUST00036,STORE00005,2022-11-02,PROD00012,2,132.51,265.02
TRANS02789,CUST00037,STORE00007,2022-09-17,PROD00012,2,132.51,265.02
TRANS02843,CUST00095,STORE00015,2023-03-05,PROD00012,2,132.51,265.02
TRANS02952,CUST00355,STORE00015,2022-02-13,PROD00012,2,132.51,265.02
TRANS02959,CUST00451,STORE00012,2023-02-27,PROD00012,2,132.51,265.02
TRANS00136,CUST00017,STORE00001,2023-12-29,PROD00012,3,132.51,397.53
TRANS00896,CUST00066,STORE00020,2022-08-29,PROD00012,3,132.51,397.53
TRANS01021,CUST00056,STORE00003,2023-10-03,PROD00012,3,132.51,397.53
TRANS01053,CUST00269,STORE00014,2022-01-11,PROD00012,3,132.51,397.53
TRANS01069,CUST00108,STORE00014,2022-07-13,PROD00012,3,132.51,397.53
TRANS01209,CUST00390,STORE00008,2022-04-04,PROD00012,3,132.51,397.53
TRANS01591,CUST00035,STORE00001,2022-04-27,PROD00012,3,132.51,397.53
TRANS01770,CUST00315,STORE00007,2023-09-04,PROD00012,3,132.51,397.53
TRANS01844,CUST00134,STORE00003,2023-04-28,PROD00012,3,132.51,397.53
TRANS02839,CUST00164,STORE00012,2022-05-23,PROD00012,3,132.51,397.53
TRANS02964,CUST00070,STORE00011,2023-05-14,PROD00012,3,132.51,397.53
TRANS00057,CUST00421,STORE00004,2023-12-16,PROD00013,1,44.39,44.39
TRANS00632,CUST00085,STORE00007,2022-06-17,PROD00013,1,44.39,44.39
TRANS01318,CUST00173,STORE00002,2023-10-23,PROD00013,1,44.39,44.39
TRANS02162,CUST00374,STORE00009,2023-06-29,PROD00013,1,44.39,44.39
TRANS00339,CUST00197,STORE00007,2022-04-22,PROD00013,2,44.39,88.78
TRANS00494,CUST00317,STORE00019,2023-12-26,PROD00013,2,44.39,88.78
TRANS01711,CUST00249,STORE00001,2022-03-12,PROD00013,2,44.39,88.78
TRANS01774,CUST00120,STORE00010,2023-08-04,PROD00013,2,44.39,88.78
TRANS01942,CUST00476,STORE00009,2023-06-12,PROD00013,2,44.39,88.78
TRANS02226,CUST00433,STORE00017,2022-12-06,PROD00013,2,44.39,88.78
TRANS02291,CUST00015,STORE00006,2022-06-10,PROD00013,2,44.39,88.78
TRANS02364,CUST00173,STORE00005,2022-07-28,PROD00013,2,44.39,88.78
TRANS02580,CUST00212,STORE00007,2023-05-06,PROD00013,2,44.39,88.78
TRANS00133,CUST00424,STORE00020,2022-06-21,PROD00013,3,44.39,133.17
TRANS00830,CUST00272,STORE00020,2023-06-05,PROD00013,3,44.39,133.17
TRANS01160,CUST00144,STORE00011,2023-12-13,PROD00013,3,44.39,133.17
TRANS01343,CUST00494,STORE00020,2022-07-17,PROD00013,3,44.39,133.17
TRANS01775,CUST00174,STORE00011,2022-04-09,PROD00013,3,44.39,133.17
TRANS02094,CUST00050,STORE00017,2022-10-10,PROD00013,3,44.39,133.17
TRANS02730,CUST00011,STORE00005,2023-03-03,PROD00013,3,44.39,133.17
TRANS01392,CUST00302,STORE00018,2023-12-28,PROD00014,1,164.73,164.73
TRANS01749,CUST00321,STORE00010,2022-07-18,PROD00014,1,164.73,164.73
TRANS02207,CUST00222,STORE00014,2023-02-15,PROD00014,1,164.73,164.73
TRANS02489,CUST00093,STORE00009,2022-09-12,PROD00014,1,164.73,164.73
TRANS02806,CUST00329,STORE00015,2022-08-03,PROD00014,1,164.73,164.73
TRANS02947,CUST00378,STORE00016,2022-05-19,PROD00014,1,164.73,164.73
TRANS02965,CUST00370,STORE00006,2022-07-29,PROD00014,1,164.73,164.73
TRANS00225,CUST00212,STORE00010,2022-08-08,PROD00014,2,164.73,329.46
TRANS00265,CUST00073,STORE00019,2023-06-20,PROD00014,2,164.73,329.46
TRANS00347,CUST00118,STORE00018,2022-04-22,PROD00014,2,164.73,329.46
TRANS00842,CUST00028,STORE00004,2023-07-15,PROD00014,2,164.73,329.46
TRANS00951,CUST00295,STORE00010,2022-05-01,PROD00014,2,164.73,329.46
TRANS01100,CUST00273,STORE00019,2022-08-01,PROD00014,2,164.73,329.46
TRANS01490,CUST00030,STORE00014,2022-06-03,PROD00014,2,164.73,329.46
TRANS01679,CUST00445,STORE00008,2022-01-19,PROD00014,2,164.73,329.46
TRANS01910,CUST00384,STORE00012,2022-09-23,PROD00014,2,164.73,329.46
TRANS02223,CUST00038,STORE00014,2022-07-31,PROD00014,2,164.73,329.46
TRANS02270,CUST00160,STORE00001,2023-08-23,PROD00014,2,164.73,329.46
TRANS02719,CUST00432,STORE00009,2022-02-23,PROD00014,2,164.73,329.46
TRANS00157,CUST00155,STORE00008,2022-10-27,PROD00014,3,164.73,494.19
TRANS00858,CUST00421,STORE00010,2022-03-20,PROD00014,3,164.73,494.19
TRANS01125,CUST00040,STORE00017,2022-05-23,PROD00014,3,164.73,494.19
TRANS01361,CUST00012,STORE00019,2022-12-29,PROD00014,3,164.73,494.19
TRANS01400,CUST00266,STORE00006,2022-01-14,PROD00014,3,164.73,494.19
TRANS02176,CUST00023,STORE00018,2022-02-09,PROD00014,3,164.73,494.19
TRANS02209,CUST00018,STORE00001,2023-11-12,PROD00014,3,164.73,494.19
TRANS02374,CUST00494,STORE00006,2023-07-07,PROD00014,3,164.73,494.19
TRANS02545,CUST00500,STORE00004,2023-09-07,PROD00014,3,164.73,494.19
TRANS02750,CUST00010,STORE00007,2022-07-30,PROD00014,3,164.73,494.19
TRANS02881,CUST00455,STORE00014,2022-07-16,PROD00014,3,164.73,494.19
TRANS00449,CUST00416,STORE00004,2022-10-21,PROD00015,1,195.36,195.36
TRANS00842,CUST00028,STORE00004,2023-07-15,PROD00015,1,195.36,195.36
TRANS01579,CUST00099,STORE00003,2022-01-24,PROD00015,1,195.36,195.36
TRANS02693,CUST00497,STORE00019,2023-04-03,PROD00015,1,195.36,195.36
TRANS02909,CUST00147,STORE00015,2022-04-04,PROD00015,1,195.36,195.36
TRANS00152,CUST00215,STORE00003,2022-11-14,PROD00015,2,195.36,390.72
TRANS00165,CUST00188,STORE00018,2023-10-15,PROD00015,2,195.36,390.72
TRANS00464,CUST00015,STORE00012,2023-04-05,PROD00015,2,195.36,390.72
TRANS00768,CUST00004,STORE00004,2023-07-13,PROD00015,2,195.36,390.72
TRANS00888,CUST00157,STORE00007,2022-07-16,PROD00015,2,195.36,390.72
TRANS00952,CUST00403,STORE00013,2022-02-03,PROD00015,2,195.36,390.72
TRANS01169,CUST00005,STORE00012,2022-01-12,PROD00015,2,195.36,390.72
TRANS01396,CUST00106,STORE00006,2022-09-30,PROD00015,2,195.36,390.72
TRANS01517,CUST00160,STORE00015,2022-05-24,PROD00015,2,195.36,390.72
TRANS01743,CUST00362,STORE00004,2023-01-09,PROD00015,2,195.36,390.72
TRANS01796,CUST00490,STORE00003,2022-01-26,PROD00015,2,195.36,390.72
TRANS01938,CUST00045,STORE00016,2022-01-16,PROD00015,2,195.36,390.72
TRANS01968,CUST00089,STORE00008,2023-11-16,PROD00015,2,195.36,390.72
TRANS02177,CUST00224,STORE00011,2023-10-16,PROD00015,2,195.36,390.72
TRANS02757,CUST00424,STORE00014,2022-06-19,PROD00015,2,195.36,390.72
TRANS00468,CUST00198,STORE00007,2022-09-19,PROD00015,3,195.36,586.08
TRANS01987,CUST00096,STORE00008,2022-10-22,PROD00015,3,195.36,586.08
TRANS02131,CUST00129,STORE00003,2022-01-30,PROD00015,3,195.36,586.08
TRANS02647,CUST00331,STORE00005,2022-03-25,PROD00015,3,195.36,586.08
TRANS02737,CUST00316,STORE00005,2023-11-18,PROD00015,3,195.36,586.08
TRANS00024,CUST00253,STORE00002,2023-01-14,PROD00016,1,56.15,56.15
TRANS00105,CUST00468,STORE00007,2022-03-22,PROD00016,1,56.15,56.15
TRANS00252,CUST00442,STORE00012,2023-06-21,PROD00016,1,56.15,56.15
TRANS00605,CUST00101,STORE00015,2022-06-14,PROD00016,1,56.15,56.15
TRANS01134,CUST00033,STORE00004,2023-09-10,PROD00016,1,56.15,56.15
TRANS01274,CUST00346,STORE00001,2023-03-22,PROD00016,1,56.15,56.15
