p1,p2,attribute_score,transaction_score,substitution_score
P0001,P0075,0.5658230209564081,0.7854004443981545,0.6536539903331067
P0001,P0076,0.0892274526874365,0.7486695766949345,0.3530043022904357
P0001,P0081,0.3924631552764132,0.7493923837647503,0.535234846671748
P0001,P0083,0.0850776278423812,0.7502684599450958,0.3511539606834671
P0001,P0086,0.936847832846216,0.347632644323488,0.7011617574371248
P0001,P0087,0.4476265986775283,0.7362093328999081,0.5630596923664801
P0001,P0088,0.1910380780631387,0.3967822304371216,0.27333573901273184
P0001,P0097,0.0952283232800613,0.7268858482409906,0.347891333264433
P0001,P0098,0.0952884356279667,0.4156785826561273,0.22344449443923095
P0001,P0099,0.1106160479240511,0.7522905166009326,0.3672858353948037
P0001,P0103,0.07943121281844,0.3858051088120167,0.20198077121587069
P0001,P0107,0.6146187011587174,0.763793280456337,0.6742885328777652
P0001,P0109,0.0953433658769147,0.7655969266121855,0.36344479017102305
P0001,P0110,0.0597848392512903,0.7200854507829777,0.32390508386396527
P0001,P0113,0.2117250171009265,0.3907247937469684,0.28332492775934326
P0001,P0114,0.0842277636133739,0.7415904017001304,0.3471728188480765
P0001,P0115,0.0923014737889434,0.7242503612565019,0.3450810287759668
P0001,P0119,0.3970524221130527,0.7570347040194261,0.541045334875602
P0001,P0121,0.26620442343967,0.4053442230655835,0.3218603432900354
P0001,P0123,0.0689032605766639,0.7821212307298411,0.3541904486379348
P0001,P0124,0.0958501751549447,0.7567789827648088,0.3602216981988904
P0001,P0125,0.5580519453599486,0.3558848946051641,0.4771851250580348
P0001,P0126,0.1104294923615861,0.7539296444919035,0.3678295532137131
P0001,P0128,0.9252917521712996,0.3929630706529194,0.7123602795639474
P0001,P0131,0.4136983603838898,0.7606048213654413,0.5524609447765104
P0001,P0135,0.0903270940861886,0.764167373352964,0.3598632057928988
P0001,P0139,0.1369887859378563,0.7125452705071427,0.36721137976557083
P0001,P0140,0.1126121924424268,0.395295883363385,0.2256856688108101
P0001,P0141,0.3679559728872582,0.7451933071504295,0.5188509065925266
P0001,P0142,0.6481510270920134,0.74362139223333,0.68633917314854
P0001,P0143,0.0928010281284331,0.3199969181252363,0.18367938412715437
P0001,P0144,0.8830773376448398,0.3702245119620517,0.6779362073717246
P0001,P0145,0.0620711813112783,0.7647853241388791,0.34315683844231865
P0001,P0146,0.0806334597765479,0.735334812308111,0.34251400078917316
P0001,P0147,0.0709719544804427,0.7324011800761195,0.33554364471871345
P0001,P0148,0.0479116141201832,0.733347825726313,0.32208609876263516
P0001,P0154,0.082426466015795,0.7536197717728071,0.35090378831859986
P0001,P0155,0.1207211408909064,0.2926981915791232,0.18951196116619312
P0001,P0157,0.7150560703107187,0.416387658213786,0.5955887054719455
P0001,P0159,0.6112669195530959,0.7403321173683344,0.6628929986791913
P0001,P0161,0.0497854611031652,0.7624049941052893,0.3348332743040149
P0001,P0162,0.5983085629003172,0.779859462596219,0.6709289227786779
P0001,P0166,0.6224105051510064,0.7640459835616253,0.679064696515254
P0001,P0169,0.1351335945111207,0.4127445742419968,0.24617798640347116
P0001,P0172,0.5529962896171465,0.4000478176592495,0.4918169008339877
P0001,P0174,0.5789088572435379,0.7616467946589958,0.6520040322097211
P0001,P0176,0.0560454366436581,0.7611226724790412,0.33807633097781137
P0001,P0178,0.8994310055344817,0.7406512711967247,0.8359191117993789
P0001,P0183,0.0786145140227597,0.7218394315479,0.33590448103281584
P0001,P0185,0.0393839520759488,0.3000796471383403,0.1436622301009054
P0001,P0187,0.9316139128992807,0.3559709429517293,0.7013567249202601
P0001,P0188,0.0834981240801774,0.7245515973860646,0.3399195134025323
P0001,P0189,0.0753705200754513,0.7279286156126308,0.3363937582903231
P0001,P0190,0.6449671454926104,0.763639612028181,0.6924361321068386
P0001,P0191,0.0913562589391207,0.4254589540419579,0.22499733698025556
P0001,P0192,0.0462554152934104,0.3844102068354078,0.18151733191020936
P0001,P0193,0.1276112596646145,0.7537964373233419,0.37808533072810546
P0001,P0196,0.1169796654436913,0.7569572239414002,0.37297068884277484
P0001,P0198,0.0893601144207449,0.7457353080524507,0.35191019187342726
P0001,P0199,0.1243258089256472,0.3214154692194821,0.20316167304318117
P0001,P0200,0.0405219410069854,0.7248789724070366,0.3142647535670059
P0002,P0003,0.1882065791928362,0.4054048535395325,0.2750858889315147
P0002,P0004,0.1097993491283709,0.3295647771757848,0.19770552034733646
P0002,P0006,0.0759737163940882,0.7797899583231005,0.35750021316569314
P0002,P0012,0.4396337292456936,0.734714496020778,0.5576660359557273
P0002,P0018,0.0901685218580934,0.7487731537612166,0.3536103746193427
P0002,P0023,0.0830690462865079,0.4161397977112329,0.2162973468563979
P0002,P0024,0.0471881931057355,0.7387027205080546,0.3237940040666632
P0002,P0025,0.0426839126919967,0.7287404589568266,0.3171065311979287
P0002,P0027,0.0629334825777833,0.3982218527419675,0.197048830643457
P0002,P0028,0.0562133366498766,0.3346634831888904,0.16759339526548211
P0002,P0030,0.647114607300541,0.3954682485908112,0.5464560638166491
P0002,P0032,0.1469777998880666,0.7292760938272654,0.37989711746374616
P0002,P0033,0.0956636195924797,0.3890674562125298,0.21302515424049975
P0002,P0034,0.0814335758555645,0.7387459780700492,0.3443585367413584
P0002,P0040,0.1336059117384905,0.7585024361791911,0.3835645215147708
P0002,P0043,0.1398182119685757,0.2971085839537384,0.2027343607626408
P0002,P0044,0.2499595796281326,0.7691808875302282,0.45764810278897083
P0002,P0045,0.0952096677238148,0.7792085669540277,0.36880922741589994
P0002,P0046,0.2314460128930622,0.3957637037948494,0.29717308925377706
P0002,P0047,0.3354476297079369,0.4053835575306401,0.36342200083701814
P0002,P0049,0.1373639699023692,0.7337334280004162,0.37591175314158803
P0002,P0050,0.0861928155380055,0.4144348402707725,0.2174896254311123
P0002,P0056,0.3665982629604295,0.7272095433976573,0.5108427751353206
P0002,P0057,0.072686192815538,0.7375633707192988,0.33863706397704235
P0002,P0059,0.0687705988433555,0.380503081299657,0.1934635918258761
P0002,P0060,0.106163588499886,0.7793200374548408,0.37542616808186796
P0002,P0065,0.0733412101237485,0.7561845021202194,0.3464785269223369
P0002,P0071,0.3447007856062019,0.7614607350752112,0.5114047653938056
P0002,P0075,0.0390315693468482,0.741582274530036,0.3200518514201233
P0002,P0076,0.0839810957030035,0.7375354887579059,0.3454028529249645
P0002,P0081,0.0656717036668532,0.4290734376540874,0.21103239726174688
P0002,P0083,0.1381309205480588,0.3859102142829675,0.2372426380420223
P0002,P0086,0.086360715544224,0.7741326692462946,0.36146949702505227
P0002,P0087,0.0708351470679684,0.7136420684721398,0.327957915629637
P0002,P0088,0.1178295296726986,0.7710019061064372,0.379098480246194
P0002,P0098,0.0684969840184068,0.7340598909101629,0.33472214677510925
P0002,P0099,0.1838245963144912,0.7289953387508887,0.4018928932890502
P0002,P0107,0.0378272495491573,0.4323090585355805,0.1956199731437266
P0002,P0109,0.0721348174864747,0.7290421763820693,0.3348977610447125
P0002,P0110,0.1365762908608502,0.7494121809379031,0.3817106468916714
P0002,P0113,0.0349335654913666,0.7700942514583937,0.32899783987817743
P0002,P0114,0.0889807847770661,0.3965764815952263,0.2120190635043302
P0002,P0115,0.1309070746014966,0.3815233545637413,0.2311535865863945
P0002,P0119,0.1261561262773874,0.7568826694226156,0.3784467435354787
P0002,P0121,0.03941297183011,0.7488855904346186,0.3232020192719134
P0002,P0123,0.042111808967104,0.3677029257974333,0.17234825569923573
P0002,P0124,0.0690587235453848,0.3787820398948293,0.1929480500851626
P0002,P0125,0.1348433969695085,0.7481180626962611,0.3801532632602096
P0002,P0126,0.087220943971146,0.3915315718607597,0.2089451951269915
P0002,P0131,0.0369069087743299,0.3850487784169485,0.17616365663137734
P0002,P0135,0.0671185456957486,0.390275972520947,0.19638151642582796
P0002,P0139,0.3862197624525837,0.7970688976056444,0.550559416513808
P0002,P0140,0.3358207408328669,0.4006449491922967,0.36175042417663883
P0002,P0141,0.0911645212776983,0.4018412280606075,0.215435203990862
P0002,P0142,0.0750575212984267,0.4015901382253388,0.20567056806919154
P0002,P0143,0.6160095765188732,0.3230710946783439,0.49883418378266153
P0002,P0144,0.0901312107456004,0.363771660737415,0.19958739074232623
P0002,P0145,0.0888626329208382,0.7228173621669375,0.3424445246192779
P0002,P0146,0.2038420081669879,0.7200193010228344,0.4103129253093265
P0002,P0147,0.4477634060900026,0.4266709149175664,0.4393264096210281
P0002,P0148,0.1247030657297431,0.7491704276557624,0.37449001050015085
P0002,P0154,0.390782082374645,0.3859542653171524,0.38885095555164795
P0002,P0155,0.6475125925004664,0.7463791658679176,0.6870592218474469
P0002,P0157,0.0882646187011587,0.4311102256291484,0.2254028614723546
P0002,P0159,0.3344754679435358,0.7286527305132123,0.4921463729714064
P0002,P0162,0.1248999854901229,0.7414412640350238,0.37151649690808325
P0002,P0166,0.0992019567605663,0.7535192035404551,0.36092885547252185
P0002,P0169,0.0880749538793192,0.7562357086138909,0.3553392557731479
P0002,P0172,0.1297877412267064,0.4336837884311393,0.25134616010847954
P0002,P0174,0.0521174056339779,0.7509340957691933,0.33164408168806414
P0002,P0176,0.1328368882532181,0.7473703568782614,0.3786502757032354
P0002,P0178,0.0762224571440416,0.7464899435412929,0.34432945170294216
P0002,P0185,0.3661754036855087,0.383116415743964,0.3729518085088908
P0002,P0188,0.1397104243102626,0.7560041114599287,0.38622789917012906
P0002,P0189,0.1478380283149887,0.3727784685344068,0.23781420440275597
P0002,P0190,0.3681756938830504,0.7647788076959013,0.5268169394081907
P0002,P0191,0.1318522894513193,0.7360929908574314,0.3735485700137641
P0002,P0192,0.4230468669029703,0.7633972671999409,0.5591870270217585
P0002,P0193,0.0955972887258255,0.4193014681196745,0.22507896048336512
P0002,P0196,0.2437711170532512,0.415831103727562,0.3125951117229755
P0002,P0198,0.8338484339696952,0.7577023815166222,0.803390012988466
P0002,P0199,0.0475343573160873,0.7319098156585053,0.3212845406530545
P0002,P0200,0.0673133926165454,0.7889727556161401,0.35597713781638335
P0003,P0012,0.3985728499471426,0.7571530132610789,0.5420049152727171
P0003,P0023,0.1051375329063283,0.7437205399937226,0.360570735741286
P0003,P0025,0.0955226665008395,0.7728915822166056,0.36647023278714597
P0003,P0027,0.0752730966150529,0.7555503247609434,0.34738398787340913
P0003,P0028,0.1319932425429596,0.7509771791344118,0.37958681717954046
P0003,P0032,0.0351843790809029,0.3624014545106948,0.16607120925281965
P0003,P0033,0.083870198785316,0.7554780959329521,0.3525133576443704
P0003,P0040,0.0546006674543457,0.387387699330133,0.18771548020466064
P0003,P0043,0.028024791161412,0.7797428322822857,0.3287120076097615
P0003,P0044,0.2382469995647037,0.4023220369900802,0.3038770145348543
P0003,P0049,0.050842609290467,0.7480482462021317,0.3297248640551329
P0003,P0056,0.2216083162324068,0.4068679005555703,0.29571214996167217
P0003,P0057,0.0108927720083742,0.7569330182020569,0.3093088704858473
P0003,P0059,0.1194359803494807,0.3855605152246454,0.22588579429954658
P0003,P0065,0.0615477893165847,0.7667790904560676,0.3436403097723779
P0003,P0075,0.149175009845988,0.3943573790934468,0.24724795754497153
P0003,P0086,0.0518458636486122,0.7709781262916994,0.33949876870584705
P0003,P0107,0.0996206703563211,0.4149392223482196,0.2257480911530805
P0003,P0109,0.0103413966793109,0.7854754840206947,0.3203950316158644
P0003,P0113,0.1467269862985303,0.401409026732568,0.2485998024721454
P0003,P0114,0.0992257944157701,0.383523111857359,0.21294472139240567
P0003,P0115,0.6072995045913397,0.3918750930125361,0.5211297399598183
P0003,P0125,0.0230499761623448,0.7286590703806978,0.305293613849686
P0003,P0135,0.0053251248885848,0.7227773374716424,0.29230600992180783
P0003,P0142,0.0631490578944095,0.3077115405700321,0.16097405096465853
P0003,P0144,0.0980753684472358,0.7617427049193127,0.3635423030360666
P0003,P0145,0.0770692121136745,0.7388816640428701,0.34179419288535273
P0003,P0147,0.1859699852828389,0.3952790814937352,0.2696936237671974
P0003,P0148,0.0129096449225794,0.398231725143401,0.16703847701090804
P0003,P0154,0.3974244968181912,0.7490303166773009,0.5380668247618351
P0003,P0157,0.0999419604916775,0.7680525684563381,0.36718620367754173
P0003,P0159,0.2462688887506995,0.7384874503509418,0.4431563133907964
P0003,P0162,0.0633065937027133,0.7475231846207382,0.33699323006992327
P0003,P0166,0.0374085359534025,0.3901677048881817,0.1785122035273142
P0003,P0172,0.0179943204195427,0.7534476473115925,0.31217565117636265
P0003,P0174,0.1360891735588583,0.7502053171446859,0.38173563099318936
P0003,P0176,0.0210434674460543,0.7533462276231492,0.3139645715168923
P0003,P0178,0.0144290363368778,0.4458946096803378,0.1870152656742618
P0003,P0185,0.354381982878345,0.7610284600674827,0.517040573754
P0003,P0190,0.3700308853097859,0.3841830616579805,0.3756917558490638
P0003,P0192,0.1612534460958066,0.7663563497993975,0.40329460757724295
P0003,P0196,0.3319776962460875,0.7657285172251433,0.5054780246377099
P0003,P0004,0.6284072300644654,0.3307040408034872,0.5093259543600741
P0004,P0006,0.6338256327342827,0.4501679887073446,0.5603625751235075
P0004,P0012,0.1701656198826772,0.7195124234602758,0.38990434131371665
P0004,P0023,0.076730302841863,0.3325148866062896,0.1790441363476336
P0004,P0024,0.6373888439773646,0.7433907514123413,0.6797896069513554
P0004,P0025,0.0828845635636258,0.7497515008367267,0.34963133847286615
P0004,P0027,0.0968658665505876,0.742484945624585,0.35511349818018656
P0004,P0028,0.1464139875215057,0.7997018811321892,0.40772914496577917
P0004,P0032,0.1067771490164376,0.7800155526342689,0.37607251046357015
P0004,P0033,0.0554629687208507,0.4690937576022545,0.22091528427341223
P0004,P0040,0.4261934373898803,0.7508085823487558,0.5560394953734306
P0004,P0043,0.0996175610969467,0.448514715250156,0.23917642275823042
P0004,P0044,0.1401602304997616,0.7262014258252945,0.3745767086299748
P0004,P0045,0.1050090168521858,0.3193167796567868,0.19073212197402623
P0004,P0046,0.1283533362353087,0.7728210014042491,0.3861404023028849
P0004,P0049,0.1224353792260017,0.7376490271150493,0.36852083838162075
P0004,P0050,0.8959921646663765,0.7300449501373456,0.8296132788547641
P0004,P0056,0.0932010861679414,0.4362937366708979,0.23043814636912402
P0004,P0057,0.0324855419439089,0.7696388356950986,0.3273468594443848
P0004,P0059,0.0910287502850154,0.762299164750686,0.3595369160712837
P0004,P0065,0.0331405592521194,0.3066724714619417,0.14255332413604832
P0004,P0071,0.1349014364778309,0.752463617372118,0.38192630883554574
P0004,P0075,0.3792322202184773,0.7453371916865137,0.5256742088056918
P0004,P0076,0.1258182534253674,0.4051269117550046,0.2375417167572223
P0004,P0081,0.1441276454615177,0.4620094461715351,0.2712803657455247
P0004,P0083,0.1716684285803121,0.4016903503012399,0.2636771972686832
P0004,P0086,0.0734386335841469,0.7438497761625278,0.34160309061549926
P0004,P0087,0.1389642020604025,0.7613965965617657,0.38793715986094784
P0004,P0098,0.6413023651099642,0.7304140464108255,0.6769470376303087
P0004,P0099,0.1240252471861202,0.7656721183392152,0.3806839956473582
P0004,P0107,0.0780279004207864,0.7707202264553524,0.35510483083461286
P0004,P0109,0.0319341666148456,0.7778360092307232,0.3302949036611966
P0004,P0110,0.1463756399892212,0.7431996346818625,0.3851052378662777
P0004,P0113,0.0751342163629956,0.7551772925094622,0.3471514468215823
P0004,P0114,0.0708185643513048,0.7833131812546744,0.3558164111126527
P0004,P0115,0.8288922745268745,0.7604612512507878,0.8015198652164399
P0004,P0119,0.1836432228509835,0.3422923585343164,0.24710287712431667
P0004,P0123,0.132312459838733,0.7553863915289405,0.381542032514816
P0004,P0124,0.6407406255829862,0.7477456879640451,0.6835426505354097
P0004,P0125,0.0946427460978794,0.7547473104991493,0.35868457185838737
P0004,P0126,0.097020293099517,0.7553159550181401,0.3603385578669662
P0004,P0131,0.627107559645959,0.4040353322456562,0.5378786686858379
P0004,P0135,0.1769178948241195,0.7407886862244609,0.4024662113842561
P0004,P0141,0.1813651721493273,0.7818709326387285,0.4215674763450878
P0004,P0142,0.0847418278299442,0.7343609714210344,0.3445894852663803
P0004,P0144,0.0696681383827705,0.7666635517704719,0.34846630373785104
P0004,P0145,0.1986619820492092,0.7684952595346398,0.4265952930433815
P0004,P0146,0.644042659038617,0.3951433786063176,0.5444829468656972
P0004,P0147,0.1075627552183736,0.4413266917699057,0.24106832983898646
P0004,P0148,0.0845024148581141,0.3530796616631313,0.191933313580121
P0004,P0154,0.0690172667537259,0.7227891391255801,0.3305260157024676
P0004,P0157,0.1284652695727877,0.7633279883589845,0.38241035708726645
P0004,P0159,0.0746761188151649,0.7333351231779377,0.338139720560274
P0004,P0162,0.134899363638248,0.7403384817918253,0.37707501089967893
P0004,P0166,0.0590013058889372,0.7746316072590305,0.34525342643697454
P0004,P0172,0.0895870903550774,0.4594804116667718,0.23754441887975516
P0004,P0174,0.392318056505607,0.7545691840277288,0.5372185075144558
P0004,P0176,0.092636237381589,0.4579512138237883,0.23876222795846874
P0004,P0178,0.0360218062724125,0.3659712447096314,0.16800158164730006
P0004,P0185,0.0259747528138797,0.7757992562060398,0.32590455417074377
P0004,P0189,0.6619613208133823,0.7537582245977903,0.6986800823271455
P0004,P0190,0.0916236552453205,0.4178865086295363,0.22212879659900683
P0004,P0192,0.0828462160313413,0.4462443663813509,0.22820547617134515
P0004,P0196,0.0535704661816222,0.7461424548983184,0.3305992616683007
P0004,P0200,0.8771127417449165,0.7366564775240343,0.8209302360565636
P0001,P0005,0.2746844101734967,0.7631564176491356,0.4700732131637523
P0002,P0005,0.0985241382169433,0.7519320630009454,0.35988730813054415
P0003,P0005,0.0396824409758928,0.753598808037282,0.3252489878004485
P0004,P0005,0.0612752109114275,0.7340022769424199,0.33036603732382447
P0005,P0006,0.4274495781771448,0.7249890112680276,0.546465351413498
P0005,P0008,0.6419242169848476,0.7585966759088563,0.6885932005544511
P0005,P0009,0.0714466347449371,0.7595835871750707,0.34670141571699054
P0005,P0010,0.0987210579773231,0.7730663875225555,0.3684591897954161
P0005,P0011,0.4300924486453993,0.7502136869682743,0.5581409439745493
P0005,P0012,0.0911095910287503,0.2946820527556678,0.1725385757195173
P0005,P0013,0.6673652136061191,0.7736229772511378,0.7098683190641266
P0005,P0018,0.09164438364115,0.37061425331124,0.203232331509186
P0005,P0020,0.7997471135708808,0.4090752703715862,0.6434783762911629
P0005,P0021,0.0749891175921895,0.7476079369755427,0.3440366453455308
P0005,P0022,0.0962336504777895,0.7661979877377815,0.36421938538178633
P0005,P0023,0.0845449080695645,0.7330202658184097,0.34393505116910256
P0005,P0024,0.0486640548887921,0.7646170117594908,0.3350452376370716
P0005,P0025,0.2441597744750533,0.3446413699128945,0.2843524126501898
P0005,P0027,0.1144093443608399,0.4118605439755393,0.23338982420671966
P0005,P0028,0.1076891984329332,0.4152573289212071,0.23071645062824275
P0005,P0030,0.1456387455174844,0.7548268635385476,0.38931399272590966
P0005,P0032,0.39550193810501,0.746206473146696,0.5357837521216844
P0005,P0033,0.0941877578094231,0.3994282516597744,0.21628395534956363
P0005,P0034,0.2799577140725079,0.7528274169717643,0.46910559523221046
P0005,P0035,0.113207097402732,0.2971611733625215,0.1867887277866478
P0005,P0038,0.5916226188255291,0.7471155725062352,0.6538198002978115
P0005,P0040,0.0850817735215471,0.7518258546575809,0.35177940597596064
P0005,P0042,0.6404504280413739,0.7401629968556893,0.6803354555671
P0005,P0043,0.0883423501855191,0.7642656565617385,0.35871167273600685
P0005,P0044,0.0514354414111891,0.745735970951292,0.3291556532272303
P0005,P0045,0.4437338059407582,0.7327514986570904,0.559340883027291
P0005,P0046,0.0829218746761188,0.7285133354426417,0.341158458982728
P0005,P0047,0.0869234914909935,0.8005937522567985,0.3723915957973155
P0005,P0049,0.3888398316854258,0.7611137337085299,0.5377493924946675
P0005,P0050,0.1347169537549489,0.7340255469490832,0.3744403910326026
P0005,P0054,0.0967435690151939,0.7615251449535642,0.36265619939054206
P0005,P0055,0.1409209626267023,0.7334160490504328,0.3779189971961945
P0005,P0056,0.1180741247434861,0.7737117010665263,0.38032915527270217
P0005,P0057,0.1212103310324814,0.7575047561328837,0.3757281010726423
P0005,P0059,0.0702464606264121,0.287491446616566,0.15714445502247365
P0005,P0060,0.3576394502829426,0.3922276852912772,0.37147474428627647
P0005,P0063,0.9365109964139876,0.7427701717148383,0.8590146665343279
P0005,P0065,0.2218653483406919,0.7294893330814436,0.4249149422369926
P0005,P0069,0.3760524842982402,0.4001904479673112,0.38570766976586857
P0005,P0071,0.0461766473892585,0.4346552567760217,0.2015680911439638
P0005,P0072,0.12178658043654,0.7383394387856993,0.36840772377620373
P0005,P0075,0.0405074311299048,0.4052479369260277,0.18640363344835395
P0005,P0076,0.0854569574860601,0.7303387025310282,0.34340965550404734
P0005,P0081,0.2171475654499098,0.3314203143918917,0.2628566650267026
P0005,P0083,0.0896067823311154,0.7542660737430056,0.3554704988958715
P0005,P0085,0.403539373587878,0.778770629332786,0.5536318758858412
P0005,P0086,0.4378365773272806,0.2770496724420677,0.3735218153731954
P0005,P0087,0.422311008851025,0.7201390884427341,0.5414422406877086
P0005,P0088,0.366353667889642,0.7380070155933213,0.5150150069711137
P0005,P0094,0.6402327798851647,0.7450667717242023,0.6821663766207797
P0005,P0097,0.069912733453558,0.3901080362021883,0.19799085455301013
P0005,P0098,0.0699728458014634,0.3141045279646322,0.16762551866673092
P0005,P0099,0.0853004580975478,0.3752399374929434,0.20127624985570602
P0005,P0103,0.0952531973550567,0.4008043571030205,0.21747366125424222
P0005,P0105,0.2198318927098231,0.7339291570788692,0.4254707984574415
P0005,P0106,0.6165754617250171,0.769640971265332,0.6778016655411431
P0005,P0107,0.089303111332214,0.4013583149947705,0.2141251927972366
P0005,P0109,0.1206589557034181,0.7588357053322177,0.37592965555493796
P0005,P0110,0.0851004290777936,0.7578921754703225,0.3542171276348052
P0005,P0113,0.3364094272744232,0.7447953630386746,0.49976380158012373
P0005,P0114,0.0904566465601227,0.7346352093410149,0.3481280716724796
P0005,P0115,0.0823829363845532,0.3679223369191252,0.196598696598382
P0005,P0116,0.6393331675061668,0.7579623208715732,0.6867848288523293
P0005,P0119,0.377631988060444,0.7492255943019213,0.5262694305570349
P0005,P0121,0.3908888336131667,0.7469722326484538,0.5333221932272816
P0005,P0123,0.0435876707501606,0.3680605749661612,0.17337683243656082
P0005,P0124,0.0705345853284414,0.7775601725913259,0.35334482023359526
P0005,P0125,0.0833675351864519,0.7634844233040095,0.35541429043347494
P0005,P0126,0.1357450821880894,0.7761656647396382,0.3919133152087089
P0005,P0128,0.3993926580021972,0.4138368195428156,0.40517032261844454
P0005,P0131,0.3883827705573865,0.3761585041218396,0.38349306398316774
P0005,P0135,0.115642683912692,0.7283489255219727,0.3607251805564043
P0005,P0138,0.0667806728437286,0.3363309662345852,0.17460079020007124
P0005,P0139,0.1376956242356404,0.7379949175424838,0.37781534155837776
P0005,P0140,0.0872966026159235,0.7338530632581978,0.34591918687283324
P0005,P0141,0.3426403830607549,0.7519847303984147,0.5063781219958189
P0005,P0142,0.1265333830814833,0.7274382450844996,0.3668953278826898
P0005,P0143,0.0674854383019298,0.3848236282546125,0.1944207142830029
P0005,P0144,0.391607072528657,0.3530674881393511,0.37619123877293464
P0005,P0145,0.0873867711377816,0.3199157338456939,0.18039835622094652
P0005,P0146,0.0553178699500445,0.45976174818146,0.21709542124261072
P0005,P0147,0.096287544306946,0.7516812450780395,0.3584450246153834
P0005,P0148,0.0732272039466865,0.7813282196889011,0.3564676102435723
P0005,P0151,0.6947246232614059,0.7351328706600563,0.710887922220866
P0005,P0152,0.6068662811185043,0.4013210790790103,0.5246482003027066
P0005,P0153,0.2252046929088157,0.7418545173768886,0.43186462269604486
P0005,P0154,0.0922579441577016,0.3959601086630595,0.21373880995984476
P0005,P0155,0.1460367307174098,0.7875360367285225,0.40263645312185486
P0005,P0156,0.053464751362892,0.4217733712121284,0.20078819930258657
P0005,P0157,0.3397404804842153,0.7357324857136999,0.4981372825760091
P0005,P0159,0.0859513297265924,0.4144932852476917,0.21736811193503214
P0005,P0161,0.0751010509296685,0.755466887790003,0.3472473856738023
P0005,P0162,0.0763758472731795,0.7719920336023011,0.35462232180482817
P0005,P0163,0.6261188151648944,0.3175248124377212,0.5026812140740251
P0005,P0166,0.1477260949775097,0.4138260730522476,0.2541660862074049
P0005,P0169,0.1395508156623759,0.321792074185054,0.21244731907144715
P0005,P0172,0.0783118794436498,0.4122321279622397,0.21187997885108575
P0005,P0174,0.0535932674170346,0.7485786590358356,0.331587424064555
P0005,P0176,0.0813610264701614,0.4217430050828645,0.21751381791524266
P0005,P0178,0.274746595360985,0.4449499267459871,0.34282792791498584
P0005,P0182,0.0931834670314864,0.7581596461891726,0.3591739386945609
P0005,P0183,0.0960698961507369,0.7460553764766039,0.3560640882810837
P0005,P0185,0.0646995419024521,0.7535948422756278,0.34025766205172236
P0005,P0187,0.2062983230727774,0.2918987749689972,0.2405385038312653
P0005,P0188,0.0911862860933192,0.7405921741227677,0.35094864130509856
P0005,P0189,0.0993138900980453,0.3761013220329181,0.2100288628719944
P0005,P0190,0.119651555666107,0.7230667805959019,0.36101764563802496
P0005,P0191,0.0833281512343759,0.752087841472429,0.3508320273295972
P0005,P0192,0.0715710051199137,0.7486398410545949,0.3423985394937862
P0005,P0193,0.1470731505088821,0.7374780962733666,0.3832351288146759
P0005,P0195,0.945411769583152,0.7299209052446336,0.8592154238477445
