transaction_id,product_id,quantity,unit_price,total_price
T02308,P1002,3,107.59,322.77
T02982,P1002,3,107.59,322.77
T03000,P1002,3,107.59,322.77
T00494,P1002,4,107.59,430.36
T00753,P1002,4,107.59,430.36
T01324,P1002,4,107.59,430.36
T02101,P1002,4,107.59,430.36
T02178,P1002,4,107.59,430.36
T02370,P1002,4,107.59,430.36
T02384,P1002,4,107.59,430.36
T02658,P1002,4,107.59,430.36
T00828,P1003,1,279.66,279.66
T01221,P1003,1,279.66,279.66
T02267,P1003,1,279.66,279.66
T02777,P1003,1,279.66,279.66
T02902,P1003,1,279.66,279.66
T00940,P1003,2,279.66,559.32
T01329,P1003,2,279.66,559.32
T01474,P1003,2,279.66,559.32
T01762,P1003,2,279.66,559.32
T02721,P1003,2,279.66,559.32
T02121,P1003,3,279.66,838.98
T02157,P1003,3,279.66,838.98
T02206,P1003,3,279.66,838.98
T02264,P1003,3,279.66,838.98
T02567,P1003,3,279.66,838.98
T00511,P1003,4,279.66,1118.64
T00811,P1003,4,279.66,1118.64
T00834,P1003,4,279.66,1118.64
T01608,P1003,4,279.66,1118.64
T01886,P1003,4,279.66,1118.64
T01969,P1003,4,279.66,1118.64
T02025,P1003,4,279.66,1118.64
T02055,P1003,4,279.66,1118.64
T00008,P1004,1,430.12,430.12
T00488,P1004,1,430.12,430.12
T00720,P1004,1,430.12,430.12
T01558,P1004,1,430.12,430.12
T02423,P1004,1,430.12,430.12
T01357,P1004,2,430.12,860.24
T00232,P1004,3,430.12,1290.36
T00584,P1004,3,430.12,1290.36
T01552,P1004,3,430.12,1290.36
T02194,P1004,3,430.12,1290.36
T02252,P1004,3,430.12,1290.36
T02357,P1004,3,430.12,1290.36
T02459,P1004,3,430.12,1290.36
T02930,P1004,3,430.12,1290.36
T00144,P1004,4,430.12,1720.48
T00245,P1004,4,430.12,1720.48
T01622,P1004,4,430.12,1720.48
T02379,P1004,4,430.12,1720.48
T02986,P1004,4,430.12,1720.48
T00690,P1005,2,160.22,320.44
T00939,P1005,2,160.22,320.44
T00948,P1005,2,160.22,320.44
T01442,P1005,2,160.22,320.44
T02759,P1005,2,160.22,320.44
T02979,P1005,2,160.22,320.44
T00557,P1005,3,160.22,480.66
T00659,P1005,3,160.22,480.66
T00805,P1005,3,160.22,480.66
T01012,P1005,3,160.22,480.66
T01393,P1005,3,160.22,480.66
T02081,P1005,3,160.22,480.66
T02589,P1005,3,160.22,480.66
T00343,P1005,4,160.22,640.88
T00493,P1005,4,160.22,640.88
T00597,P1005,4,160.22,640.88
T00607,P1005,4,160.22,640.88
T01390,P1005,4,160.22,640.88
T01476,P1005,4,160.22,640.88
T00329,P1006,1,362.96,362.96
T00421,P1006,1,362.96,362.96
T00566,P1006,1,362.96,362.96
T00668,P1006,1,362.96,362.96
T01371,P1006,1,362.96,362.96
T01383,P1006,1,362.96,362.96
T01606,P1006,1,362.96,362.96
T01757,P1006,1,362.96,362.96
T02707,P1006,1,362.96,362.96
T00308,P1006,2,362.96,725.92
T00579,P1006,2,362.96,725.92
T00740,P1006,2,362.96,725.92
T01780,P1006,2,362.96,725.92
T01953,P1006,2,362.96,725.92
T02392,P1006,2,362.96,725.92
T02566,P1006,2,362.96,725.92
T00745,P1006,3,362.96,1088.88
T01075,P1006,3,362.96,1088.88
T01464,P1006,3,362.96,1088.88
T01638,P1006,3,362.96,1088.88
T01946,P1006,3,362.96,1088.88
T02034,P1006,3,362.96,1088.88
T02154,P1006,3,362.96,1088.88
T02728,P1006,3,362.96,1088.88
T00211,P1006,4,362.96,1451.84
T00472,P1006,4,362.96,1451.84
T00762,P1006,4,362.96,1451.84
T01255,P1006,4,362.96,1451.84
T01520,P1006,4,362.96,1451.84
T01555,P1006,4,362.96,1451.84
T02037,P1006,4,362.96,1451.84
T02844,P1006,4,362.96,1451.84
T00798,P1007,1,433.99,433.99
T01404,P1007,1,433.99,433.99
T01891,P1007,1,433.99,433.99
T01892,P1007,1,433.99,433.99
T02084,P1007,1,433.99,433.99
T00074,P1007,2,433.99,867.98
T00183,P1007,2,433.99,867.98
T02033,P1007,2,433.99,867.98
T02766,P1007,2,433.99,867.98
T02904,P1007,2,433.99,867.98
T02984,P1007,2,433.99,867.98
T00958,P1007,3,433.99,1301.97
T01190,P1007,3,433.99,1301.97
T01237,P1007,3,433.99,1301.97
T00154,P1007,4,433.99,1735.96
T00937,P1007,4,433.99,1735.96
T01123,P1007,4,433.99,1735.96
T01340,P1007,4,433.99,1735.96
T01398,P1007,4,433.99,1735.96
T01987,P1007,4,433.99,1735.96
T02856,P1007,4,433.99,1735.96
T00067,P1008,1,104.93,104.93
T01521,P1008,1,104.93,104.93
T01662,P1008,1,104.93,104.93
T01785,P1008,1,104.93,104.93
T01888,P1008,1,104.93,104.93
T00184,P1008,2,104.93,209.86
T00458,P1008,2,104.93,209.86
T01164,P1008,2,104.93,209.86
T01324,P1008,2,104.93,209.86
T01502,P1008,2,104.93,209.86
T02962,P1008,2,104.93,209.86
T00271,P1008,3,104.93,314.79
T01013,P1008,3,104.93,314.79
T01202,P1008,3,104.93,314.79
T01447,P1008,3,104.93,314.79
T01716,P1008,3,104.93,314.79
T01897,P1008,3,104.93,314.79
T02135,P1008,3,104.93,314.79
T02200,P1008,3,104.93,314.79
T00948,P1008,4,104.93,419.72
T01026,P1008,4,104.93,419.72
T01210,P1008,4,104.93,419.72
T01829,P1008,4,104.93,419.72
T02275,P1008,4,104.93,419.72
T02322,P1008,4,104.93,419.72
T00713,P1009,1,377.74,377.74
T01589,P1009,1,377.74,377.74
T02151,P1009,1,377.74,377.74
T02759,P1009,1,377.74,377.74
T02918,P1009,1,377.74,377.74
T02929,P1009,1,377.74,377.74
T01353,P1009,2,377.74,755.48
T02980,P1009,2,377.74,755.48
T00469,P1009,3,377.74,1133.22
T02946,P1009,3,377.74,1133.22
T01211,P1009,4,377.74,1510.96
T01519,P1009,4,377.74,1510.96
T01943,P1009,4,377.74,1510.96
T02166,P1009,4,377.74,1510.96
T02289,P1009,4,377.74,1510.96
T02321,P1009,4,377.74,1510.96
T02490,P1009,4,377.74,1510.96
T02859,P1009,4,377.74,1510.96
T00013,P1010,1,133.13,133.13
T00054,P1010,1,133.13,133.13
T00802,P1010,1,133.13,133.13
T01141,P1010,1,133.13,133.13
T01464,P1010,1,133.13,133.13
T00197,P1010,2,133.13,266.26
T00329,P1010,2,133.13,266.26
T00874,P1010,2,133.13,266.26
T01691,P1010,2,133.13,266.26
T01922,P1010,2,133.13,266.26
T00603,P1010,3,133.13,399.39
T00781,P1010,3,133.13,399.39
T00915,P1010,3,133.13,399.39
T01709,P1010,3,133.13,399.39
T02202,P1010,3,133.13,399.39
T02416,P1010,3,133.13,399.39
T00518,P1010,4,133.13,532.52
T00813,P1010,4,133.13,532.52
T01097,P1010,4,133.13,532.52
T01829,P1010,4,133.13,532.52
T02287,P1010,4,133.13,532.52
T02352,P1010,4,133.13,532.52
T02793,P1010,4,133.13,532.52
T00799,P1011,1,352.29,352.29
T01086,P1011,1,352.29,352.29
T01461,P1011,1,352.29,352.29
T02191,P1011,1,352.29,352.29
T00473,P1011,2,352.29,704.58
T00548,P1011,2,352.29,704.58
T00683,P1011,2,352.29,704.58
T00965,P1011,2,352.29,704.58
T01158,P1011,2,352.29,704.58
T01280,P1011,2,352.29,704.58
T01393,P1011,2,352.29,704.58
T02536,P1011,2,352.29,704.58
T02547,P1011,2,352.29,704.58
T02559,P1011,2,352.29,704.58
T02575,P1011,2,352.29,704.58
T02931,P1011,2,352.29,704.58
T00957,P1011,3,352.29,1056.87
T01630,P1011,3,352.29,1056.87
T01684,P1011,3,352.29,1056.87
T01755,P1011,3,352.29,1056.87
T02318,P1011,3,352.29,1056.87
T02333,P1011,3,352.29,1056.87
T00178,P1011,4,352.29,1409.16
T00241,P1011,4,352.29,1409.16
T00351,P1011,4,352.29,1409.16
T00386,P1011,4,352.29,1409.16
T00387,P1011,4,352.29,1409.16
T00413,P1011,4,352.29,1409.16
T00521,P1011,4,352.29,1409.16
T01150,P1011,4,352.29,1409.16
T01606,P1011,4,352.29,1409.16
T02698,P1011,4,352.29,1409.16
T02979,P1011,4,352.29,1409.16
T00532,P1012,1,317.38,317.38
T01156,P1012,1,317.38,317.38
T02387,P1012,1,317.38,317.38
T02562,P1012,1,317.38,317.38
T02589,P1012,1,317.38,317.38
T02834,P1012,1,317.38,317.38
T01479,P1012,2,317.38,634.76
T01887,P1012,2,317.38,634.76
T02490,P1012,2,317.38,634.76
T00914,P1012,3,317.38,952.14
T01045,P1012,3,317.38,952.14
T02205,P1012,3,317.38,952.14
T02620,P1012,3,317.38,952.14
T00028,P1012,4,317.38,1269.52
T00189,P1012,4,317.38,1269.52
T00573,P1012,4,317.38,1269.52
T01448,P1012,4,317.38,1269.52
T01934,P1012,4,317.38,1269.52
T02165,P1012,4,317.38,1269.52
T02278,P1012,4,317.38,1269.52
T02555,P1012,4,317.38,1269.52
T01093,P1013,1,30.85,30.85
T01599,P1013,1,30.85,30.85
T01918,P1013,1,30.85,30.85
T00167,P1013,2,30.85,61.7
T00729,P1013,2,30.85,61.7
T00776,P1013,2,30.85,61.7
T01434,P1013,2,30.85,61.7
T01835,P1013,2,30.85,61.7
T00601,P1013,3,30.85,92.55
T00669,P1013,3,30.85,92.55
T01413,P1013,3,30.85,92.55
T00796,P1013,4,30.85,123.4
T01830,P1013,4,30.85,123.4
T01924,P1014,1,480.99,480.99
T02190,P1014,1,480.99,480.99
T02294,P1014,1,480.99,480.99
T02586,P1014,1,480.99,480.99
T02633,P1014,1,480.99,480.99
T02647,P1014,1,480.99,480.99
T02870,P1014,1,480.99,480.99
T00296,P1014,2,480.99,961.98
T00513,P1014,2,480.99,961.98
T02038,P1014,2,480.99,961.98
T02319,P1014,2,480.99,961.98
T02671,P1014,2,480.99,961.98
T02763,P1014,2,480.99,961.98
T00016,P1014,3,480.99,1442.97
T00616,P1014,3,480.99,1442.97
T00670,P1014,3,480.99,1442.97
T01975,P1014,3,480.99,1442.97
T02356,P1014,3,480.99,1442.97
T00109,P1014,4,480.99,1923.96
T00544,P1014,4,480.99,1923.96
T00675,P1014,4,480.99,1923.96
T01599,P1014,4,480.99,1923.96
T02520,P1014,4,480.99,1923.96
T02566,P1014,4,480.99,1923.96
T00196,P1015,1,466.2,466.2
T00550,P1015,1,466.2,466.2
T00019,P1015,2,466.2,932.4
T00276,P1015,2,466.2,932.4
T01634,P1015,2,466.2,932.4
T02011,P1015,2,466.2,932.4
T00272,P1015,3,466.2,1398.6
T00367,P1015,3,466.2,1398.6
T00575,P1015,3,466.2,1398.6
T01706,P1015,3,466.2,1398.6
T02204,P1015,3,466.2,1398.6
T00156,P1015,4,466.2,1864.8
T00871,P1015,4,466.2,1864.8
T02428,P1015,4,466.2,1864.8
T02836,P1015,4,466.2,1864.8
T00008,P1016,1,216.23,216.23
T00566,P1016,1,216.23,216.23
T00639,P1016,1,216.23,216.23
T00712,P1016,1,216.23,216.23
T01138,P1016,1,216.23,216.23
T00135,P1016,2,216.23,432.46
T00565,P1016,2,216.23,432.46
T01052,P1016,2,216.23,432.46
T01166,P1016,2,216.23,432.46
T01846,P1016,2,216.23,432.46
T02006,P1016,2,216.23,432.46
T02535,P1016,2,216.23,432.46
T02908,P1016,2,216.23,432.46
T02914,P1016,2,216.23,432.46
T00240,P1016,3,216.23,648.69
T01011,P1016,3,216.23,648.69
T01184,P1016,3,216.23,648.69
T01973,P1016,3,216.23,648.69
T02276,P1016,3,216.23,648.69
T00467,P1016,4,216.23,864.92
T00687,P1016,4,216.23,864.92
T00907,P1016,4,216.23,864.92
T00919,P1016,4,216.23,864.92
T01626,P1016,4,216.23,864.92
T02037,P1016,4,216.23,864.92
T02065,P1016,4,216.23,864.92
T02553,P1016,4,216.23,864.92
T02645,P1016,4,216.23,864.92
T00514,P1017,1,458.92,458.92
T00524,P1017,1,458.92,458.92
T00951,P1017,1,458.92,458.92
T01018,P1017,1,458.92,458.92
T01053,P1017,1,458.92,458.92
T01324,P1017,1,458.92,458.92
T02416,P1017,1,458.92,458.92
T02996,P1017,1,458.92,458.92
T00021,P1017,2,458.92,917.84
T00388,P1017,2,458.92,917.84
T00602,P1017,2,458.92,917.84
T00979,P1017,2,458.92,917.84
T01031,P1017,2,458.92,917.84
T01142,P1017,2,458.92,917.84
T01411,P1017,2,458.92,917.84
T01485,P1017,2,458.92,917.84
T01794,P1017,2,458.92,917.84
T01916,P1017,2,458.92,917.84
T02012,P1017,2,458.92,917.84
T02308,P1017,2,458.92,917.84
T02873,P1017,2,458.92,917.84
T00173,P1017,3,458.92,1376.76
T00602,P1017,3,458.92,1376.76
T01646,P1017,3,458.92,1376.76
T02153,P1017,3,458.92,1376.76
T02885,P1017,3,458.92,1376.76
T01108,P1017,4,458.92,1835.68
T01512,P1017,4,458.92,1835.68
T02378,P1017,4,458.92,1835.68
T01526,P1018,1,167.25,167.25
T02540,P1018,1,167.25,167.25
T02686,P1018,1,167.25,167.25
T00765,P1018,2,167.25,334.5
T01336,P1018,2,167.25,334.5
T01369,P1018,2,167.25,334.5
T02241,P1018,2,167.25,334.5
T00588,P1018,3,167.25,501.75
T01192,P1018,3,167.25,501.75
T02979,P1018,3,167.25,501.75
T02992,P1018,3,167.25,501.75
T01360,P1018,4,167.25,669.0
T01497,P1018,4,167.25,669.0
T01605,P1018,4,167.25,669.0
T01661,P1018,4,167.25,669.0
T01917,P1018,4,167.25,669.0
T02597,P1018,4,167.25,669.0
T02814,P1018,4,167.25,669.0
T00776,P1019,1,484.31,484.31
T01347,P1019,1,484.31,484.31
T02331,P1019,1,484.31,484.31
T02401,P1019,1,484.31,484.31
T02914,P1019,1,484.31,484.31
T02999,P1019,1,484.31,484.31
T00644,P1019,2,484.31,968.62
T00785,P1019,2,484.31,968.62
T00941,P1019,2,484.31,968.62
T01789,P1019,2,484.31,968.62
T01874,P1019,2,484.31,968.62
T02225,P1019,2,484.31,968.62
T02237,P1019,2,484.31,968.62
T02448,P1019,2,484.31,968.62
T00958,P1019,3,484.31,1452.93
T01098,P1019,3,484.31,1452.93
T01952,P1019,3,484.31,1452.93
T02220,P1019,3,484.31,1452.93
T02799,P1019,3,484.31,1452.93
T00271,P1019,4,484.31,1937.24
T01115,P1019,4,484.31,1937.24
T01370,P1019,4,484.31,1937.24
T01525,P1019,4,484.31,1937.24
T01773,P1019,4,484.31,1937.24
T00326,P1020,1,207.03,207.03
T00449,P1020,1,207.03,207.03
T00725,P1020,1,207.03,207.03
T01412,P1020,1,207.03,207.03
T02268,P1020,1,207.03,207.03
T02785,P1020,1,207.03,207.03
T02833,P1020,1,207.03,207.03
T01272,P1020,2,207.03,414.06
T01684,P1020,2,207.03,414.06
T01830,P1020,2,207.03,414.06
T02450,P1020,2,207.03,414.06
T00184,P1020,3,207.03,621.09
T00370,P1020,3,207.03,621.09
T00607,P1020,3,207.03,621.09
T01481,P1020,3,207.03,621.09
T02281,P1020,3,207.03,621.09
T02322,P1020,3,207.03,621.09
T00311,P1020,4,207.03,828.12
T00399,P1020,4,207.03,828.12
T00703,P1020,4,207.03,828.12
T00717,P1020,4,207.03,828.12
T00821,P1020,4,207.03,828.12
T00982,P1020,4,207.03,828.12
T01380,P1020,4,207.03,828.12
T01673,P1020,4,207.03,828.12
T01787,P1020,4,207.03,828.12
T02626,P1020,4,207.03,828.12
T02929,P1020,4,207.03,828.12
T00231,P1021,1,197.13,197.13
T00297,P1021,1,197.13,197.13
T00532,P1021,1,197.13,197.13
T00849,P1021,1,197.13,197.13
T01403,P1021,1,197.13,197.13
T02515,P1021,1,197.13,197.13
T02683,P1021,1,197.13,197.13
T00591,P1021,2,197.13,394.26
T00998,P1021,2,197.13,394.26
T01035,P1021,2,197.13,394.26
T01185,P1021,2,197.13,394.26
T01472,P1021,2,197.13,394.26
T02484,P1021,2,197.13,394.26
T00029,P1021,3,197.13,591.39
T00174,P1021,3,197.13,591.39
T00669,P1021,3,197.13,591.39
T01410,P1021,3,197.13,591.39
T01676,P1021,3,197.13,591.39
T02108,P1021,3,197.13,591.39
T02390,P1021,3,197.13,591.39
T02763,P1021,3,197.13,591.39
T02802,P1021,3,197.13,591.39
T00070,P1021,4,197.13,788.52
T00966,P1021,4,197.13,788.52
T01259,P1021,4,197.13,788.52
T01342,P1021,4,197.13,788.52
T02048,P1021,4,197.13,788.52
T01079,P1022,1,222.9,222.9
T01177,P1022,1,222.9,222.9
T01940,P1022,1,222.9,222.9
T01977,P1022,1,222.9,222.9
T02932,P1022,1,222.9,222.9
T00077,P1022,2,222.9,445.8
T00341,P1022,2,222.9,445.8
T00856,P1022,2,222.9,445.8
T01591,P1022,2,222.9,445.8
T02405,P1022,2,222.9,445.8
T00909,P1022,3,222.9,668.7
T01751,P1022,3,222.9,668.7
T02077,P1022,3,222.9,668.7
T02176,P1022,3,222.9,668.7
T02407,P1022,3,222.9,668.7
T00850,P1022,4,222.9,891.6
T01029,P1022,4,222.9,891.6
T01257,P1022,4,222.9,891.6
T01532,P1022,4,222.9,891.6
T01595,P1022,4,222.9,891.6
T02501,P1022,4,222.9,891.6
T02773,P1022,4,222.9,891.6
T00008,P1023,1,175.75,175.75
T00411,P1023,1,175.75,175.75
T00658,P1023,1,175.75,175.75
T01043,P1023,1,175.75,175.75
T02425,P1023,1,175.75,175.75
T00895,P1023,2,175.75,351.5
T01148,P1023,2,175.75,351.5
T01428,P1023,2,175.75,351.5
T01586,P1023,2,175.75,351.5
T02439,P1023,2,175.75,351.5
T02756,P1023,2,175.75,351.5
T02308,P1023,3,175.75,527.25
T02315,P1023,3,175.75,527.25
T02576,P1023,3,175.75,527.25
T00726,P1023,4,175.75,703.0
T00763,P1023,4,175.75,703.0
T01263,P1023,4,175.75,703.0
T02383,P1023,4,175.75,703.0
T02496,P1023,4,175.75,703.0
T00035,P1024,1,42.65,42.65
T00924,P1024,1,42.65,42.65
T00964,P1024,1,42.65,42.65
T01274,P1024,1,42.65,42.65
T01393,P1024,1,42.65,42.65
T01581,P1024,1,42.65,42.65
T01757,P1024,1,42.65,42.65
T01939,P1024,1,42.65,42.65
T02004,P1024,1,42.65,42.65
T02230,P1024,1,42.65,42.65
T02330,P1024,1,42.65,42.65
T00110,P1024,2,42.65,85.3
T00584,P1024,2,42.65,85.3
T00754,P1024,2,42.65,85.3
T01213,P1024,2,42.65,85.3
T01869,P1024,2,42.65,85.3
T02514,P1024,2,42.65,85.3
T02683,P1024,2,42.65,85.3
T00162,P1024,3,42.65,127.95
T00253,P1024,3,42.65,127.95
T00275,P1024,3,42.65,127.95
T00384,P1024,3,42.65,127.95
T00678,P1024,3,42.65,127.95
T00977,P1024,3,42.65,127.95
T01883,P1024,3,42.65,127.95
T02603,P1024,3,42.65,127.95
T02753,P1024,3,42.65,127.95
T00160,P1024,4,42.65,170.6
T00398,P1024,4,42.65,170.6
T00817,P1024,4,42.65,170.6
T01396,P1024,4,42.65,170.6
T01934,P1024,4,42.65,170.6
T02939,P1024,4,42.65,170.6
T00766,P1025,1,429.18,429.18
T00800,P1025,1,429.18,429.18
T01746,P1025,1,429.18,429.18
T02277,P1025,1,429.18,429.18
T02490,P1025,1,429.18,429.18
T02657,P1025,1,429.18,429.18
T00653,P1025,2,429.18,858.36
T01579,P1025,2,429.18,858.36
T00346,P1025,3,429.18,1287.54
T01186,P1025,3,429.18,1287.54
T02628,P1025,3,429.18,1287.54
T00415,P1025,4,429.18,1716.72
T01008,P1025,4,429.18,1716.72
T02661,P1025,4,429.18,1716.72
T02752,P1025,4,429.18,1716.72
T01087,P1026,1,416.94,416.94
T01855,P1026,1,416.94,416.94
T02433,P1026,1,416.94,416.94
T02604,P1026,1,416.94,416.94
T00389,P1026,2,416.94,833.88
T00538,P1026,2,416.94,833.88
T01102,P1026,2,416.94,833.88
T01219,P1026,2,416.94,833.88
T01554,P1026,2,416.94,833.88
T02580,P1026,2,416.94,833.88
T02916,P1026,2,416.94,833.88
T02941,P1026,2,416.94,833.88
T00080,P1026,3,416.94,1250.82
T01436,P1026,3,416.94,1250.82
T02821,P1026,3,416.94,1250.82
T02955,P1026,3,416.94,1250.82
T00015,P1026,4,416.94,1667.76
T00739,P1026,4,416.94,1667.76
T00787,P1026,4,416.94,1667.76
T01668,P1026,4,416.94,1667.76
T01885,P1026,4,416.94,1667.76
T01911,P1026,4,416.94,1667.76
T02226,P1026,4,416.94,1667.76
T02362,P1026,4,416.94,1667.76
T02848,P1026,4,416.94,1667.76
T02963,P1026,4,416.94,1667.76
T00457,P1027,1,190.85,190.85
T00574,P1027,1,190.85,190.85
T00994,P1027,1,190.85,190.85
T01198,P1027,1,190.85,190.85
T01486,P1027,1,190.85,190.85
T01539,P1027,1,190.85,190.85
T02622,P1027,1,190.85,190.85
T00547,P1027,2,190.85,381.7
T00715,P1027,2,190.85,381.7
T00868,P1027,2,190.85,381.7
T01138,P1027,2,190.85,381.7
T02823,P1027,2,190.85,381.7
T02837,P1027,2,190.85,381.7
T00093,P1027,3,190.85,572.55
T00254,P1027,3,190.85,572.55
T00423,P1027,3,190.85,572.55
T01130,P1027,3,190.85,572.55
T01251,P1027,3,190.85,572.55
T01578,P1027,3,190.85,572.55
T02365,P1027,3,190.85,572.55
T02666,P1027,3,190.85,572.55
T02868,P1027,3,190.85,572.55
T02955,P1027,3,190.85,572.55
T00102,P1027,4,190.85,763.4
T00124,P1027,4,190.85,763.4
T00130,P1027,4,190.85,763.4
T00224,P1027,4,190.85,763.4
T00269,P1027,4,190.85,763.4
T00349,P1027,4,190.85,763.4
T00558,P1027,4,190.85,763.4
T00612,P1027,4,190.85,763.4
T00767,P1027,4,190.85,763.4
T00923,P1027,4,190.85,763.4
T01299,P1027,4,190.85,763.4
T01527,P1027,4,190.85,763.4
T01687,P1027,4,190.85,763.4
T02222,P1027,4,190.85,763.4
T00061,P1028,1,238.29,238.29
T00451,P1028,1,238.29,238.29
T00592,P1028,1,238.29,238.29
T00750,P1028,1,238.29,238.29
T01240,P1028,1,238.29,238.29
T01796,P1028,1,238.29,238.29
T02198,P1028,1,238.29,238.29
T02577,P1028,1,238.29,238.29
T02890,P1028,1,238.29,238.29
T00316,P1028,2,238.29,476.58
T00422,P1028,2,238.29,476.58
T00653,P1028,2,238.29,476.58
T01864,P1028,2,238.29,476.58
T02809,P1028,2,238.29,476.58
T02924,P1028,2,238.29,476.58
T00161,P1028,3,238.29,714.87
T00908,P1028,3,238.29,714.87
T01621,P1028,3,238.29,714.87
T01683,P1028,3,238.29,714.87
T02530,P1028,3,238.29,714.87
T00486,P1028,4,238.29,953.16
T00561,P1028,4,238.29,953.16
T01296,P1028,4,238.29,953.16
T01638,P1028,4,238.29,953.16
T01910,P1028,4,238.29,953.16
T01956,P1028,4,238.29,953.16
T02005,P1028,4,238.29,953.16
T02544,P1028,4,238.29,953.16
T00132,P1029,1,139.33,139.33
T00641,P1029,1,139.33,139.33
T01247,P1029,1,139.33,139.33
T02395,P1029,1,139.33,139.33
T01302,P1029,2,139.33,278.66
T01884,P1029,2,139.33,278.66
T02148,P1029,2,139.33,278.66
T02303,P1029,2,139.33,278.66
T00025,P1029,3,139.33,417.99
T00194,P1029,3,139.33,417.99
T00609,P1029,3,139.33,417.99
T00895,P1029,3,139.33,417.99
T00921,P1029,3,139.33,417.99
T01014,P1029,3,139.33,417.99
T01054,P1029,3,139.33,417.99
T00113,P1029,4,139.33,557.32
T00811,P1029,4,139.33,557.32
T00883,P1029,4,139.33,557.32
T01326,P1029,4,139.33,557.32
T01388,P1029,4,139.33,557.32
T01821,P1029,4,139.33,557.32
T02683,P1029,4,139.33,557.32
T02766,P1029,4,139.33,557.32
T02907,P1029,4,139.33,557.32
T02990,P1029,4,139.33,557.32
T00487,P1030,1,451.86,451.86
T00676,P1030,1,451.86,451.86
T01648,P1030,1,451.86,451.86
T01918,P1030,1,451.86,451.86
T02367,P1030,1,451.86,451.86
T02459,P1030,1,451.86,451.86
T00540,P1030,2,451.86,903.72
T00627,P1030,2,451.86,903.72
T00899,P1030,2,451.86,903.72
T01177,P1030,2,451.86,903.72
T01484,P1030,2,451.86,903.72
T00142,P1030,3,451.86,1355.58
T01759,P1030,3,451.86,1355.58
T01830,P1030,3,451.86,1355.58
T02210,P1030,3,451.86,1355.58
T00332,P1030,4,451.86,1807.44
T00852,P1030,4,451.86,1807.44
T01649,P1030,4,451.86,1807.44
T01771,P1030,4,451.86,1807.44
T01901,P1030,4,451.86,1807.44
T01906,P1030,4,451.86,1807.44
T00447,P1031,1,161.83,161.83
T00847,P1031,1,161.83,161.83
T01243,P1031,1,161.83,161.83
T01355,P1031,1,161.83,161.83
T01443,P1031,1,161.83,161.83
T01616,P1031,1,161.83,161.83
T02661,P1031,1,161.83,161.83
T02795,P1031,1,161.83,161.83
T02951,P1031,1,161.83,161.83
T00770,P1031,2,161.83,323.66
T00936,P1031,2,161.83,323.66
T01072,P1031,2,161.83,323.66
T01140,P1031,2,161.83,323.66
T01460,P1031,2,161.83,323.66
T02014,P1031,2,161.83,323.66
T02539,P1031,2,161.83,323.66
T02962,P1031,2,161.83,323.66
T00193,P1031,3,161.83,485.49
T01656,P1031,3,161.83,485.49
T02522,P1031,3,161.83,485.49
T00841,P1031,4,161.83,647.32
T01883,P1031,4,161.83,647.32
