store_id,product_id,stock_level
S001,P1059,108
S001,P1192,108
S001,P1058,111
S001,P1183,111
S001,P1331,111
S001,P1079,112
S001,P1333,112
S001,P1357,112
S001,P1015,114
S001,P1281,114
S001,P1009,115
S001,P1064,115
S001,P1098,116
S001,P1310,116
S001,P1328,116
S001,P1027,118
S001,P1275,121
S001,P1248,123
S001,P1136,124
S001,P1160,124
S001,P1165,124
S001,P1003,125
S001,P1130,125
S001,P1167,125
S001,P1303,125
S001,P1210,126
S001,P1306,126
S001,P1350,127
S001,P1189,128
S001,P1229,128
S001,P1065,129
S001,P1270,129
S001,P1044,130
S001,P1074,130
S001,P1085,130
S001,P1206,130
S001,P1257,130
S001,P1292,130
S001,P1162,131
S001,P1329,131
S001,P1347,131
S001,P1143,134
S001,P1052,135
S001,P1133,135
S001,P1046,136
S001,P1076,136
S001,P1243,136
S001,P1256,136
S001,P1219,137
S001,P1140,138
S001,P1025,139
S001,P1354,140
S001,P1128,141
S001,P1131,141
S001,P1155,141
S001,P1249,141
S001,P1181,142
S001,P1182,143
S001,P1188,144
S001,P1030,146
S001,P1055,146
S001,P1205,146
S001,P1121,147
S001,P1154,148
S001,P1199,148
S001,P1319,149
S001,P1029,151
S001,P1053,151
S001,P1185,151
S001,P1241,151
S001,P1067,152
S001,P1138,152
S001,P1028,153
S001,P1142,154
S001,P1272,154
S001,P1359,154
S001,P1022,156
S001,P1191,156
S001,P1198,156
S001,P1203,156
S001,P1289,156
S001,P1110,157
S001,P1141,157
S001,P1283,157
S001,P1317,158
S001,P1254,159
S001,P1335,159
S001,P1088,160
S001,P1234,160
S001,P1132,163
S001,P1239,163
S001,P1261,163
S001,P1285,163
S001,P1284,164
S001,P1089,165
S001,P1026,166
S001,P1050,167
S001,P1054,168
S001,P1001,170
S001,P1077,170
S001,P1222,170
S001,P1226,171
S001,P1235,171
S001,P1353,171
S001,P1166,173
S001,P1253,174
S001,P1264,174
S001,P1008,175
S001,P1090,175
S001,P1202,175
S001,P1321,176
S001,P1024,177
S001,P1057,177
S001,P1084,177
S001,P1102,178
S001,P1147,178
S001,P1255,178
S001,P1093,179
S001,P1174,179
S001,P1325,179
S001,P1092,180
S001,P1290,180
S001,P1299,180
S001,P1356,180
S001,P1083,181
S001,P1153,182
S001,P1227,182
S001,P1327,183
S001,P1011,184
S001,P1094,185
S001,P1122,186
S001,P1164,186
S001,P1322,186
S001,P1041,187
S001,P1049,187
S001,P1201,187
S001,P1320,187
S001,P1126,188
S001,P1307,188
S001,P1316,188
S001,P1101,189
S001,P1103,190
S001,P1104,190
S001,P1032,191
S001,P1215,191
S001,P1332,191
S001,P1134,192
S001,P1304,192
S001,P1351,192
S001,P1268,194
S001,P1305,194
S001,P1056,195
S001,P1286,195
S001,P1216,196
S001,P1344,196
S001,P1002,199
S001,P1082,199
S001,P1245,199
S001,P1060,200
S002,P1067,1
S002,P1148,1
S002,P1143,2
S002,P1337,2
S002,P1086,3
S002,P1038,4
S002,P1313,4
S002,P1354,4
S002,P1173,6
S002,P1088,7
S002,P1194,7
S002,P1338,7
S002,P1306,8
S002,P1323,10
S002,P1015,11
S002,P1021,11
S002,P1215,11
S002,P1117,12
S002,P1211,12
S002,P1293,12
S002,P1272,14
S002,P1062,15
S002,P1066,15
S002,P1138,15
S002,P1350,15
S002,P1095,16
S002,P1116,16
S002,P1262,16
S002,P1087,17
S002,P1080,18
S002,P1149,18
S002,P1222,18
S002,P1281,19
S002,P1358,19
S002,P1189,20
S002,P1245,20
S002,P1048,21
S002,P1274,21
S002,P1055,22
S002,P1001,23
S002,P1139,23
S002,P1315,23
S002,P1003,24
S002,P1128,25
S002,P1045,27
S002,P1171,27
S002,P1187,27
S002,P1229,27
S002,P1264,27
S002,P1025,28
S002,P1157,29
S002,P1170,29
S002,P1028,30
S002,P1269,30
S002,P1137,31
S002,P1179,31
S002,P1069,32
S002,P1289,32
S002,P1295,32
S002,P1176,33
S002,P1000,34
S002,P1017,34
S002,P1018,35
S002,P1158,35
S002,P1270,35
S002,P1010,36
S002,P1074,36
S002,P1163,36
S002,P1253,36
S002,P1282,36
S002,P1022,38
S002,P1151,38
S002,P1208,38
S002,P1267,38
S002,P1308,38
S002,P1207,39
S002,P1298,39
S002,P1039,40
S002,P1178,40
S002,P1278,40
S002,P1181,41
S002,P1254,41
S002,P1046,43
S002,P1334,43
S002,P1026,44
S002,P1307,44
S002,P1261,45
S002,P1052,47
S002,P1304,47
S002,P1076,49
S002,P1155,49
S002,P1303,49
S002,P1002,51
S002,P1061,51
S002,P1235,51
S002,P1050,52
S002,P1093,52
S002,P1016,53
S002,P1238,53
S002,P1296,53
S002,P1212,54
S002,P1251,54
S002,P1201,55
S002,P1294,57
S002,P1300,58
S002,P1271,59
S002,P1072,62
S002,P1164,62
S002,P1243,62
S002,P1256,62
S002,P1346,62
S002,P1126,63
S002,P1160,63
S002,P1214,63
S002,P1075,64
S002,P1180,64
S002,P1218,65
S002,P1049,66
S002,P1331,66
S002,P1071,67
S002,P1113,67
S002,P1230,67
S002,P1005,69
S002,P1321,69
S002,P1203,70
S002,P1257,70
S002,P1345,70
S002,P1311,71
S002,P1348,71
S002,P1134,72
S002,P1224,72
S002,P1276,73
S002,P1079,76
S002,P1082,76
S002,P1320,76
S002,P1024,77
S002,P1108,77
S002,P1040,78
S002,P1196,78
S002,P1258,78
S002,P1186,80
S002,P1195,80
S002,P1059,83
S002,P1023,85
S002,P1119,86
S002,P1121,86
S002,P1125,87
S002,P1177,87
S002,P1236,87
S002,P1287,87
S002,P1305,87
S002,P1135,88
S002,P1168,90
S002,P1252,90
S002,P1206,91
S002,P1344,91
S002,P1029,92
S002,P1193,92
S002,P1073,93
S002,P1132,93
S002,P1283,93
S002,P1310,93
S002,P1312,93
S002,P1247,94
S002,P1332,94
S002,P1037,95
S002,P1265,95
S002,P1114,96
S002,P1020,97
S002,P1094,97
S002,P1324,97
S002,P1146,98
S002,P1266,99
S002,P1032,100
S002,P1034,100
S002,P1339,101
S002,P1359,101
S002,P1019,103
S002,P1198,103
S002,P1204,103
S002,P1166,104
S002,P1190,104
S002,P1209,104
S002,P1232,104
S002,P1260,104
S002,P1326,104
S002,P1060,105
S002,P1153,105
S002,P1352,105
S002,P1098,106
S002,P1342,106
S002,P1184,108
S002,P1273,108
S002,P1136,109
S002,P1318,109
S002,P1167,110
S002,P1077,111
S002,P1036,112
S002,P1268,112
S002,P1302,112
S002,P1051,113
S002,P1123,113
S002,P1144,113
S002,P1225,113
S002,P1227,113
S002,P1290,113
S002,P1357,113
S002,P1035,114
S002,P1237,114
S002,P1297,115
S002,P1130,116
S002,P1175,116
S002,P1333,116
S002,P1347,116
S002,P1120,117
S002,P1231,117
S002,P1239,117
S002,P1104,118
S002,P1054,119
S002,P1101,120
S002,P1013,121
S002,P1185,122
S002,P1089,123
S002,P1109,123
S002,P1356,123
S002,P1091,125
S002,P1219,125
S002,P1330,125
S002,P1140,126
S002,P1192,126
S002,P1042,127
S002,P1240,127
S002,P1255,127
S002,P1279,127
S002,P1085,128
S002,P1299,128
S002,P1329,128
S002,P1124,129
S002,P1174,129
S002,P1159,130
S002,P1355,130
S002,P1084,131
S002,P1115,131
S002,P1142,131
S002,P1161,131
S002,P1169,131
S002,P1301,131
S002,P1031,132
S002,P1131,132
S002,P1250,132
S002,P1033,133
S002,P1065,133
S002,P1103,133
S002,P1197,133
S002,P1213,134
S002,P1014,136
S002,P1145,136
S002,P1234,136
S002,P1309,136
S002,P1092,137
S002,P1172,137
S002,P1351,139
S002,P1162,140
S002,P1043,143
S002,P1141,143
S002,P1009,145
S002,P1106,145
S002,P1216,145
S002,P1110,146
S002,P1097,147
S002,P1341,147
S002,P1102,148
S002,P1322,149
S002,P1099,150
S002,P1129,150
S002,P1244,151
S002,P1007,152
S002,P1056,152
S002,P1127,153
S002,P1340,153
S002,P1188,154
S002,P1248,154
S002,P1335,154
S002,P1030,155
S002,P1047,156
S002,P1165,157
S002,P1275,157
S002,P1081,158
S002,P1100,158
S002,P1105,158
S002,P1285,158
S002,P1280,159
S002,P1325,159
S002,P1286,160
S002,P1314,161
S002,P1182,162
S002,P1343,162
S002,P1150,163
S002,P1183,163
S002,P1246,163
S002,P1242,164
S002,P1223,165
S002,P1068,166
S002,P1154,166
S002,P1291,166
S002,P1316,166
S002,P1044,168
S002,P1090,169
S002,P1205,169
S002,P1317,169
S002,P1027,170
S002,P1200,170
S002,P1349,171
S002,P1078,172
S002,P1112,173
S002,P1111,174
S002,P1319,174
S002,P1008,175
S002,P1041,175
S002,P1259,176
S002,P1327,176
S002,P1064,178
S002,P1011,179
S002,P1156,179
S002,P1199,179
S002,P1353,179
S002,P1012,180
S002,P1107,180
S002,P1063,181
S002,P1233,181
S002,P1122,182
S002,P1070,183
S002,P1083,183
S002,P1284,183
S002,P1288,183
S002,P1241,184
S002,P1328,184
S002,P1217,186
S002,P1292,186
S002,P1336,186
S002,P1210,187
S002,P1263,187
S002,P1133,188
S002,P1147,189
S002,P1053,190
S002,P1221,192
S002,P1202,193
S002,P1249,193
S002,P1057,194
S002,P1191,194
S002,P1220,194
S002,P1228,194
S002,P1006,195
S002,P1004,198
S002,P1152,198
S002,P1226,198
S002,P1277,198
S002,P1058,199
S002,P1096,199
S002,P1118,199
S003,P1261,1
S003,P1044,3
S003,P1136,3
S003,P1180,3
S003,P1193,3
S003,P1328,4
S003,P1198,5
S003,P1227,5
S003,P1242,5
S003,P1090,6
S003,P1275,6
S003,P1290,6
S003,P1054,7
S003,P1234,7
S003,P1030,8
S003,P1118,8
S003,P1185,8
S003,P1225,8
S003,P1219,9
S003,P1233,9
S003,P1276,10
S003,P1145,11
S003,P1150,11
S003,P1341,11
S003,P1006,14
S003,P1065,14
S003,P1158,14
S003,P1218,14
S003,P1014,15
S003,P1217,15
S003,P1125,16
S003,P1097,17
S003,P1272,17
S003,P1141,18
S003,P1020,19
S003,P1055,19
S003,P1060,19
S003,P1270,19
S003,P1335,20
S003,P1151,21
S003,P1262,21
S003,P1254,22
S003,P1356,22
S003,P1177,23
S003,P1184,23
S003,P1016,24
S003,P1075,24
S003,P1307,24
S003,P1312,24
S003,P1001,25
S003,P1216,26
S003,P1154,27
S003,P1265,27
S003,P1336,27
S003,P1107,28
S003,P1232,28
S003,P1357,28
S003,P1013,29
S003,P1326,30
S003,P1000,31
S003,P1033,32
S003,P1202,33
S003,P1309,33
S003,P1348,33
S003,P1066,34
S003,P1108,34
S003,P1172,34
S003,P1008,37
S003,P1095,38
S003,P1215,39
S003,P1228,40
S003,P1089,42
S003,P1147,42
S003,P1171,42
S003,P1052,43
S003,P1119,43
S003,P1222,43
S003,P1019,44
S003,P1291,44
S003,P1296,44
S003,P1324,44
S003,P1240,47
S003,P1126,48
S003,P1011,49
S003,P1093,49
S003,P1285,49
S003,P1028,50
S003,P1238,50
S003,P1345,50
S003,P1098,51
S003,P1204,51
S003,P1229,51
S003,P1250,52
S003,P1322,55
S003,P1068,56
S003,P1186,56
S003,P1255,56
S003,P1273,56
S003,P1027,57
S003,P1292,58
S003,P1304,58
S003,P1082,59
S003,P1015,61
S003,P1314,61
S003,P1220,62
S003,P1349,62
S003,P1159,64
S003,P1192,65
S003,P1200,65
S003,P1124,66
S003,P1157,66
S003,P1170,66
S003,P1176,66
S003,P1191,67
S003,P1235,68
S003,P1243,68
S003,P1038,69
S003,P1048,69
S003,P1203,69
S003,P1303,69
S003,P1323,69
S003,P1025,71
S003,P1252,74
S003,P1311,74
S003,P1251,77
S003,P1224,78
S003,P1214,79
S003,P1283,80
S003,P1201,81
S003,P1062,83
S003,P1103,83
S003,P1284,83
S003,P1122,85
S003,P1330,85
S003,P1002,86
S003,P1182,86
S003,P1114,88
S003,P1358,88
S003,P1059,89
S003,P1188,89
S003,P1212,89
S003,P1353,90
S003,P1036,91
S003,P1045,91
S003,P1057,91
S003,P1133,91
S003,P1183,91
S003,P1339,91
S003,P1135,92
S003,P1178,92
S003,P1104,93
S003,P1138,93
S003,P1209,93
S003,P1327,93
S003,P1295,94
S003,P1087,95
S003,P1162,95
S003,P1236,96
S003,P1334,96
S003,P1164,97
S003,P1064,98
S003,P1278,98
S003,P1301,98
S003,P1003,99
S003,P1310,99
S003,P1021,100
S003,P1115,100
S003,P1297,101
S003,P1354,103
S003,P1047,104
S003,P1160,104
S003,P1267,104
S003,P1289,104
S003,P1352,104
S003,P1146,105
S003,P1247,106
S003,P1331,106
S003,P1102,107
S003,P1246,108
S003,P1258,108
S003,P1299,108
S003,P1249,109
S003,P1294,109
S003,P1316,109
S003,P1069,110
S003,P1073,110
S003,P1051,111
S003,P1081,111
S003,P1194,111
S003,P1343,111
S003,P1277,112
S003,P1280,112
S003,P1355,112
S003,P1088,113
S003,P1129,113
S003,P1083,115
S003,P1264,115
S003,P1359,115
S003,P1012,117
S003,P1181,118
S003,P1248,118
S003,P1041,119
S003,P1022,121
S003,P1139,121
S003,P1168,121
S003,P1223,121
S003,P1347,122
S003,P1144,123
S003,P1111,124
S003,P1340,124
S003,P1206,125
S003,P1091,126
S003,P1112,126
S003,P1077,128
S003,P1137,128
S003,P1165,128
S003,P1105,129
S003,P1298,129
S003,P1237,130
S003,P1140,133
S003,P1210,133
S003,P1009,134
S003,P1099,134
S003,P1128,134
S003,P1166,135
S003,P1173,135
S003,P1153,137
S003,P1161,137
S003,P1123,138
S003,P1269,138
S003,P1315,138
S003,P1156,139
S003,P1067,140
S003,P1143,140
S003,P1155,140
S003,P1195,140
S003,P1287,140
S003,P1132,141
S003,P1199,141
S003,P1142,142
S003,P1208,142
S003,P1239,142
S003,P1256,142
S003,P1035,143
S003,P1109,144
S003,P1317,144
S003,P1337,144
S003,P1079,145
S003,P1231,145
S003,P1342,147
S003,P1110,148
S003,P1302,148
S003,P1329,148
S003,P1023,149
S003,P1040,149
S003,P1213,149
S003,P1286,149
S003,P1084,150
S003,P1187,150
S003,P1268,150
S003,P1350,150
S003,P1085,152
S003,P1207,152
S003,P1174,153
S003,P1244,153
S003,P1333,153
S003,P1071,154
S003,P1211,154
S003,P1346,154
S003,P1078,155
S003,P1043,156
S003,P1080,156
S003,P1196,157
S003,P1305,157
S003,P1032,158
S003,P1074,158
S003,P1308,158
S003,P1018,159
S003,P1039,159
S003,P1058,159
S003,P1106,159
S003,P1351,159
S003,P1167,160
S003,P1149,161
S003,P1259,161
S003,P1282,161
S003,P1037,162
S003,P1152,164
S003,P1300,164
S003,P1131,165
S003,P1271,165
S003,P1319,165
S003,P1004,168
S003,P1050,168
S003,P1092,168
S003,P1096,168
S003,P1260,168
S003,P1318,168
S003,P1024,170
S003,P1134,171
S003,P1029,172
S003,P1116,172
S003,P1120,172
S003,P1338,172
S003,P1094,173
S003,P1169,173
S003,P1321,173
S003,P1325,173
S003,P1113,174
S003,P1117,174
S003,P1121,174
S003,P1127,175
S003,P1257,175
S003,P1007,176
S003,P1031,176
S003,P1281,176
S003,P1005,177
S003,P1063,177
S003,P1179,177
S003,P1205,177
S003,P1253,177
S003,P1263,178
S003,P1072,179
S003,P1101,179
S003,P1245,180
S003,P1042,181
S003,P1175,182
S003,P1226,182
S003,P1274,182
S003,P1130,183
S003,P1266,183
S003,P1197,185
S003,P1221,185
S003,P1344,185
S003,P1017,186
S003,P1053,186
S003,P1288,187
S003,P1306,187
S003,P1332,188
S003,P1100,189
S003,P1293,189
S003,P1061,191
S003,P1190,191
S003,P1279,192
S003,P1026,193
S003,P1230,193
S003,P1241,193
S003,P1086,194
S003,P1010,195
S003,P1148,195
S003,P1049,196
S003,P1056,196
S003,P1163,196
S003,P1313,196
S003,P1076,197
S003,P1320,197
S003,P1046,198
S003,P1070,198
S003,P1034,199
S003,P1189,200
S004,P1178,0
S004,P1262,0
S004,P1331,0
S004,P1143,1
S004,P1154,2
S004,P1226,2
S004,P1247,2
S004,P1010,3
S004,P1093,3
S004,P1212,4
S004,P1264,4
S004,P1282,4
S004,P1311,5
S004,P1120,6
S004,P1266,6
S004,P1057,7
S004,P1106,7
S004,P1144,8
S004,P1314,8
S004,P1139,10
S004,P1155,10
S004,P1140,12
S004,P1171,12
S004,P1356,12
S004,P1127,13
S004,P1149,13
S004,P1169,13
S004,P1303,13
S004,P1305,13
S004,P1164,14
S004,P1215,14
S004,P1251,14
S004,P1272,14
S004,P1029,15
S004,P1117,15
S004,P1027,16
S004,P1260,16
S004,P1041,17
S004,P1067,17
S004,P1224,17
S004,P1019,18
S004,P1141,20
S004,P1158,20
S004,P1037,21
S004,P1150,22
S004,P1039,23
S004,P1208,23
S004,P1003,24
S004,P1172,24
S004,P1268,24
S004,P1296,25
S004,P1216,26
S004,P1046,27
S004,P1177,27
S004,P1130,29
S004,P1176,29
S004,P1239,29
S004,P1256,30
S004,P1269,30
S004,P1338,31
S004,P1270,32
S004,P1317,32
S004,P1333,32
S004,P1274,33
S004,P1204,34
S004,P1214,35
S004,P1153,37
S004,P1056,38
S004,P1225,38
S004,P1077,39
S004,P1055,40
S004,P1222,40
S004,P1156,41
S004,P1217,41
S004,P1340,41
S004,P1304,42
S004,P1327,42
S004,P1349,42
S004,P1346,43
S004,P1022,44
S004,P1051,44
S004,P1107,44
S004,P1122,45
S004,P1181,46
S004,P1228,47
S004,P1335,47
S004,P1230,48
S004,P1109,49
S004,P1129,49
S004,P1132,49
S004,P1062,50
S004,P1188,50
S004,P1309,51
S004,P1044,52
S004,P1052,53
S004,P1170,53
S004,P1263,53
S004,P1081,54
S004,P1082,54
S004,P1197,54
S004,P1235,56
S004,P1358,56
S004,P1285,57
S004,P1322,57
S004,P1236,58
S004,P1344,58
S004,P1006,59
S004,P1359,59
S004,P1084,61
S004,P1098,61
S004,P1179,61
S004,P1065,62
S004,P1152,64
S004,P1094,65
S004,P1261,65
S004,P1286,65
S004,P1018,66
S004,P1253,66
S004,P1207,67
S004,P1316,67
S004,P1024,68
S004,P1116,68
S004,P1341,68
S004,P1028,69
S004,P1187,69
S004,P1088,71
S004,P1163,72
S004,P1205,72
S004,P1218,72
S004,P1036,73
S004,P1257,74
S004,P1267,74
S004,P1198,75
S004,P1136,76
S004,P1281,76
S004,P1313,76
S004,P1087,77
S004,P1131,78
S004,P1002,79
S004,P1147,79
S004,P1005,80
S004,P1014,80
S004,P1229,80
S004,P1145,82
S004,P1189,82
S004,P1221,82
S004,P1295,82
S004,P1248,83
S004,P1040,85
S004,P1210,85
S004,P1258,85
S004,P1080,87
S004,P1355,87
S004,P1074,89
S004,P1026,91
S004,P1240,92
S004,P1353,92
S004,P1047,93
S004,P1090,93
S004,P1232,93
S004,P1339,94
S004,P1035,96
S004,P1184,97
S004,P1068,99
S004,P1000,100
S004,P1323,100
S004,P1332,101
S004,P1105,102
S004,P1283,102
S004,P1025,104
S004,P1186,104
S004,P1123,105
S004,P1119,106
S004,P1250,106
S004,P1013,107
S004,P1061,107
S004,P1100,109
S004,P1134,109
S004,P1180,109
S004,P1083,110
S004,P1104,110
S004,P1223,110
S004,P1329,111
S004,P1004,112
S004,P1233,113
S004,P1092,114
S004,P1195,116
S004,P1280,116
S004,P1348,116
S004,P1033,118
S004,P1124,118
S004,P1299,119
S004,P1137,120
S004,P1199,120
S004,P1097,121
S004,P1165,123
S004,P1211,123
S004,P1254,123
S004,P1049,124
S004,P1054,124
S004,P1166,124
S004,P1192,125
S004,P1168,126
S004,P1125,127
S004,P1161,127
S004,P1279,128
S004,P1325,128
S004,P1343,129
S004,P1066,130
S004,P1099,131
S004,P1128,131
S004,P1157,131
S004,P1203,131
S004,P1259,131
S004,P1306,132
S004,P1076,133
S004,P1138,133
S004,P1312,133
S004,P1284,134
S004,P1345,134
S004,P1246,135
S004,P1021,136
S004,P1196,136
S004,P1135,137
S004,P1159,137
S004,P1167,138
S004,P1191,138
S004,P1290,138
S004,P1071,139
S004,P1342,139
S004,P1031,140
S004,P1337,140
S004,P1182,142
S004,P1015,143
S004,P1206,143
S004,P1113,144
S004,P1034,145
S004,P1045,146
S004,P1291,146
S004,P1321,147
S004,P1326,147
S004,P1354,148
S004,P1053,149
S004,P1089,149
S004,P1095,149
S004,P1069,150
S004,P1070,150
S004,P1118,150
S004,P1174,150
S004,P1271,152
S004,P1294,153
S004,P1350,154
S004,P1058,155
S004,P1146,155
S004,P1336,156
S004,P1102,157
S004,P1103,157
S004,P1114,157
S004,P1048,158
S004,P1175,158
S004,P1213,158
S004,P1292,158
S004,P1352,158
S004,P1357,158
S004,P1234,159
S004,P1009,160
S004,P1244,160
S004,P1101,161
S004,P1300,161
S004,P1023,162
S004,P1042,163
S004,P1237,163
S004,P1347,163
S004,P1012,164
S004,P1142,164
S004,P1241,164
S004,P1273,164
S004,P1276,164
S004,P1059,166
S004,P1190,166
S004,P1297,166
S004,P1073,167
S004,P1202,167
S004,P1330,167
S004,P1001,168
S004,P1133,168
S004,P1148,168
S004,P1275,168
S004,P1085,169
S004,P1008,170
S004,P1151,170
S004,P1227,170
S004,P1115,171
S004,P1219,171
S004,P1043,172
S004,P1050,172
S004,P1277,172
S004,P1318,172
S004,P1011,173
S004,P1162,173
S004,P1030,174
S004,P1160,174
S004,P1238,174
S004,P1249,174
S004,P1209,175
S004,P1288,175
S004,P1351,175
S004,P1064,176
S004,P1185,176
S004,P1265,176
S004,P1289,176
S004,P1032,178
S004,P1108,178
S004,P1310,178
S004,P1110,180
S004,P1334,180
S004,P1038,181
S004,P1086,181
S004,P1016,182
S004,P1324,182
S004,P1075,183
S004,P1255,183
S004,P1315,183
S004,P1278,184
S004,P1193,185
S004,P1252,185
S004,P1293,186
S004,P1243,187
S004,P1301,187
S004,P1231,189
S004,P1245,189
S004,P1220,190
S004,P1096,191
S004,P1007,192
S004,P1020,193
S004,P1183,193
S004,P1302,193
S004,P1328,193
S004,P1126,194
S004,P1194,194
S004,P1298,194
S004,P1111,195
S004,P1173,195
S004,P1308,195
S004,P1319,195
S004,P1017,196
S004,P1079,196
S004,P1121,196
S004,P1200,196
S004,P1078,197
S004,P1091,197
S004,P1112,197
S004,P1307,197
S004,P1063,198
S004,P1242,198
S004,P1320,198
S004,P1060,199
S004,P1072,200
S004,P1201,200
S004,P1287,200
S005,P1045,2
S005,P1227,2
S005,P1323,3
S005,P1068,4
S005,P1118,4
S005,P1185,4
S005,P1352,4
S005,P1143,5
S005,P1153,5
S005,P1014,6
S005,P1208,6
S005,P1091,7
S005,P1177,7
S005,P1251,7
S005,P1092,8
S005,P1341,9
S005,P1133,10
S005,P1175,10
S005,P1204,10
S005,P1260,10
S005,P1319,10
S005,P1052,11
S005,P1171,11
S005,P1117,12
S005,P1008,13
S005,P1022,13
S005,P1282,13
S005,P1144,14
S005,P1232,14
S005,P1315,14
S005,P1244,15
S005,P1111,17
S005,P1217,17
S005,P1241,17
S005,P1130,18
S005,P1288,18
S005,P1333,18
S005,P1034,19
S005,P1165,20
S005,P1225,20
S005,P1248,20
S005,P1298,20
S005,P1196,21
S005,P1245,21
S005,P1249,21
S005,P1321,21
S005,P1173,22
S005,P1039,23
S005,P1013,24
S005,P1155,26
S005,P1166,27
S005,P1268,27
S005,P1167,29
S005,P1048,30
S005,P1325,30
S005,P1200,32
S005,P1339,32
S005,P1059,33
S005,P1037,34
S005,P1069,34
S005,P1129,34
S005,P1006,35
S005,P1194,35
S005,P1109,36
S005,P1285,36
S005,P1090,37
S005,P1047,38
S005,P1291,38
S005,P1314,38
S005,P1123,41
S005,P1238,41
S005,P1246,41
S005,P1287,41
S005,P1140,42
S005,P1193,42
S005,P1222,43
S005,P1195,44
S005,P1224,44
S005,P1264,44
S005,P1077,45
S005,P1110,45
S005,P1297,45
S005,P1292,46
S005,P1060,47
S005,P1097,47
S005,P1236,47
S005,P1347,48
S005,P1270,50
S005,P1004,52
S005,P1243,52
S005,P1046,53
S005,P1178,53
S005,P1058,54
S005,P1145,54
S005,P1359,54
S005,P1024,55
S005,P1139,55
S005,P1172,55
S005,P1295,55
S005,P1199,56
S005,P1202,56
S005,P1335,56
S005,P1212,57
S005,P1272,57
S005,P1049,58
S005,P1137,58
S005,P1215,58
S005,P1121,59
S005,P1228,60
S005,P1065,61
S005,P1239,61
S005,P1283,61
