ProductID1,ProductID2,AttributeScore
P1000,P1185,0.03163664839467502
P1000,P1186,0.1204550138070313
P1000,P1187,0.1364670485925071
P1000,P1188,0.04902114330462022
P1000,P1189,0.14055145695091292
P1000,P1190,0.03158306887029634
P1000,P1191,0.10160326422948525
P1000,P1192,0.06356592342249516
P1000,P1193,0.02157606231710836
P1000,P1194,0.04719119647199441
P1000,P1195,0.0007872068581791236
P1000,P1196,0.010299633186333113
P1000,P1197,0.03063512343898116
P1000,P1198,0.10193710588138319
P1000,P1199,0.05632032312574703
P1000,P1200,0.04433499567242303
P1000,P1201,0.07348225693442692
P1000,P1202,0.054140048633722154
P1000,P1203,0.04534064212999217
P1000,P1204,0.09806701562049212
P1000,P1205,0.040526727939661215
P1000,P1206,0.06405638214565389
P1000,P1207,0.04903350781024605
P1000,P1208,0.04508510901372462
P1000,P1209,0.08560359394963525
P1000,P1210,0.12191402547088159
P1000,P1211,0.12333594361785437
P1000,P1212,0.03533775707867948
P1000,P1213,0.0973292667848164
P1000,P1214,0.010448007253843317
P1000,P1215,0.07430655730948359
P1000,P1216,0.07501957713390761
P1000,P1217,0.05452334830812349
P1000,P1218,0.01878168404566625
P1000,P1219,0.0908461443349957
P1000,P1220,0.05933314099657917
P1000,P1221,0.10135185261509294
P1000,P1222,0.06788525738779212
P1000,P1223,0.12407781395540536
P1000,P1224,0.11796562667436016
P1000,P1225,0.08243828050941765
P1000,P1226,0.01471788319663685
P1000,P1227,0.0873511107447554
P1000,P1228,0.013052796439022397
P1000,P1229,0.1363021885174958
P1000,P1230,0.11012240860569592
P1000,P1231,0.05317973869678112
P1000,P1232,0.0147590982153897
P1000,P1233,0.0028520792976960865
P1000,P1234,0.029250298808885945
P1000,P1235,0.03966945554960229
P1000,P1236,0.1380620698182418
P1000,P1237,0.048085562378930906
P1000,P1238,0.13384989490170218
P1000,P1239,0.0018464328401269548
P1000,P1240,0.11313934797840336
P1000,P1241,0.01716605531055515
P1000,P1242,0.08057124015991429
P1000,P1243,0.0573177265795656
P1000,P1244,0.03719243292255699
P1000,P1245,0.050509005481597494
P1000,P1246,0.053241561224910375
P1000,P1247,0.05148992292791495
P1000,P1248,0.10477269917157815
P1000,P1249,0.11400898487408813
P1000,P1250,0.03953756748959321
P1000,P1251,0.1160944648229815
P1000,P1252,0.08936652516176896
P1000,P1253,0.053571281374933034
P1000,P1254,0.0368915632856613
P1000,P1255,0.058001895890862624
P1000,P1256,0.034632980258006034
P1000,P1257,0.06600585253266292
P1000,P1258,0.12068169641017189
P1000,P1259,0.11843135638626717
P1000,P1260,0.0785104892222726
P1000,P1261,0.021069117586448496
P1000,P1262,0.05755677368833204
P1000,P1263,0.115257799942299
P1000,P1264,0.010237810658203839
P1000,P1265,0.12838478341507648
P1000,P1266,0.06294769814120266
P1000,P1267,0.021695585871491563
P1000,P1268,0.12100729505831927
P1000,P1269,0.08389729217326795
P1000,P1270,0.016679718089271735
P1000,P1271,0.01690227919053702
P1000,P1272,0.020174751679512017
P1000,P1273,0.0056011210485100715
P1000,P1274,0.02826525986069324
P1000,P1275,0.0974776408523266
P1000,P1276,0.02061575238016733
P1000,P1277,0.04542719366937312
P1000,P1278,0.056279108106994206
P1000,P1279,0.14051024193216008
P1000,P1280,0.019902732555743333
P1000,P1281,0.0918600337963154
P1000,P1282,0.10774018052178214
P1000,P1283,0.11420681696410173
P1000,P1284,0.008988995589992999
P1000,P1285,0.09858632485677782
P1000,P1286,0.04905823682149777
P1000,P1287,0.02558216213988378
P1000,P1288,0.09798458558298645
P1000,P1289,0.051543502452293624
P1000,P1290,0.02702468779623295
P1000,P1291,0.047900094794543116
P1000,P1292,0.07330091085191445
P1000,P1293,0.08912335655112724
P1000,P1294,0.08633309978156041
P1000,P1295,0.033796315377323506
P1000,P1296,0.005139512838478355
P1000,P1297,0.07662696286526813
P1000,P1298,0.06760911676214813
P1000,P1299,0.029852038082677335
P1000,P1300,0.04244322631166797
P1000,P1301,0.1412727197790875
P1000,P1302,0.05116020277789227
P1000,P1303,0.018340683345010933
P1000,P1304,0.0367143387050241
P1000,P1305,0.044153649589910575
P1000,P1306,0.0383052384288835
P1000,P1307,0.09608869472035611
P1000,P1308,0.028603223014466474
P1000,P1309,0.04642459712319169
P1000,P1310,0.12315047603346661
P1000,P1311,0.013609199192185617
P1000,P1312,0.03761282611383587
P1000,P1313,0.022589951778428066
P1000,P1314,0.009846267980051927
P1000,P1315,0.03600544038247538
P1000,P1316,0.12443638461855502
P1000,P1317,0.11193174792894532
P1000,P1318,0.05492313399002598
P1000,P1319,0.0359724683674731
P1000,P1320,0.025507975106128677
P1000,P1321,0.058727280220912496
P1000,P1322,0.04524172608498539
P1000,P1323,0.029340971850142197
P1000,P1324,0.02832708238882249
P1000,P1325,0.02030663973952107
P1000,P1326,0.08310596381321356
P1000,P1327,0.03455879322425093
P1000,P1328,0.0711082718542637
P1000,P1329,0.09353336355768044
P1000,P1330,0.067839920867164
P1000,P1331,0.02269711082718542
P1000,P1332,0.10329307999835141
P1000,P1333,0.08916869307175536
P1000,P1334,0.03222190166096526
P1000,P1335,0.015958455261097137
P1000,P1336,0.041206775749082984
P1000,P1337,0.02318344804846886
P1000,P1338,0.1046572971190702
P1000,P1339,0.12885875613073405
P1000,P1340,0.008098751184931774
P1000,P1341,0.1068623006223468
P1000,P1342,0.024572394180439352
P1000,P1343,0.10134773111321767
P1000,P1344,0.06274986605118907
P1000,P1345,0.13259695833161605
P1000,P1346,0.1362486089931171
P1000,P1347,0.08052590363928618
P1000,P1348,0.05089230515599885
P1000,P1349,0.014952808803528006
P1000,P1350,0.015950212257346563
P1000,P1351,0.008535630383711813
P1000,P1352,0.02661665911057989
P1000,P1353,0.015364958991056344
P1000,P1354,0.05258212092486504
P1000,P1355,0.04381568643613734
P1000,P1356,0.042303095247908346
P1000,P1357,0.02291555042657545
P1000,P1358,0.01113217656514034
P1000,P1359,0.02341013065160944
P1001,P1002,0.769053703169435
P1001,P1003,0.6981350204014343
P1001,P1004,0.663877096814079
P1001,P1005,0.8973622387998187
P1001,P1006,0.813802909780324
P1001,P1007,0.6654721180398138
P1001,P1008,0.7701500226682604
P1001,P1009,0.8077113300086551
P1001,P1010,0.7585273873799613
P1001,P1011,0.6682005522812513
P1001,P1012,0.6825887153278655
P1001,P1013,0.8006821085603595
P1001,P1014,0.6848431768536455
P1001,P1015,0.6787474755801014
P1001,P1016,0.7242777067963566
P1001,P1017,0.6757470222148951
P1001,P1018,0.7444648229814945
P1001,P1019,0.6862115154762396
P1001,P1020,0.5780694885216173
P1001,P1021,0.5821497753781478
P1001,P1022,0.5715286650455426
P1001,P1023,0.7409615463875037
P1001,P1024,0.6458187363475251
P1001,P1025,0.6634896756378025
P1001,P1026,0.5084449573424557
P1001,P1027,0.7347380785558257
P1001,P1028,0.7151856736594815
P1001,P1029,0.6059720562172856
P1001,P1030,0.522837241890945
P1001,P1031,0.746698676997898
P1001,P1032,0.5061039442772947
P1001,P1033,0.5264517990355686
P1001,P1034,0.5438939949717677
P1001,P1035,0.692270123232906
P1001,P1036,0.5373861435106952
P1001,P1037,0.5169641017186662
P1001,P1038,0.6195153113794667
P1001,P1039,0.5240077484235255
P1001,P1040,0.53738202200882
P1001,P1041,0.5858302765527759
P1001,P1042,0.7761138358817954
P1001,P1043,0.5617236120842435
P1001,P1044,0.603985492313399
P1001,P1045,0.587969336026048
P1001,P1046,0.6447883608787042
P1001,P1047,0.6440341260355273
P1001,P1048,0.5115484482545439
P1001,P1049,0.6852388410336727
P1001,P1050,0.5082512467543173
P1001,P1051,0.7911408317190785
P1001,P1052,0.6784630919507069
P1001,P1053,0.5870955776284879
P1001,P1054,0.6853336355768043
P1001,P1055,0.6523966533404773
P1001,P1056,0.5401269422577587
P1001,P1057,0.5173350368874418
P1001,P1058,0.5022132465070271
P1001,P1059,0.5142274244734781
P1001,P1060,0.15535177018505544
P1001,P1061,0.07105057082800974
P1001,P1062,0.032621687342867745
P1001,P1063,0.10931871574001567
P1001,P1064,0.1177760375880971
P1001,P1065,0.06275810905493963
P1001,P1066,0.00430284795779583
P1001,P1067,0.13911717429831433
P1001,P1068,0.014346948027861363
P1001,P1069,0.13651650661501052
P1001,P1070,0.03466183077113301
P1001,P1071,0.032877220459135305
P1001,P1072,0.022078885545892924
P1001,P1073,0.01538144499855747
P1001,P1074,0.1225817087746775
P1001,P1075,0.06647570374644522
P1001,P1076,0.00979268845567325
P1001,P1077,0.03499567242303097
P1001,P1078,0.004170959897786752
P1001,P1079,0.08956435725178256
P1001,P1080,0.1015373201994807
P1001,P1081,0.01751638296995426
P1001,P1082,0.006664468532333179
P1001,P1083,0.019667806948852153
P1001,P1084,0.017219634834933873
P1001,P1085,0.14281828298231877
P1001,P1086,0.024477599637307824
P1001,P1087,0.10863042492684337
P1001,P1088,0.09392902773770763
P1001,P1089,0.02961711247578618
P1001,P1090,0.10679635659234227
P1001,P1091,0.1310472736265095
P1001,P1092,0.12221489510777728
P1001,P1093,0.03298850100976798
P1001,P1094,0.0950748052590364
P1001,P1095,0.10921567819313359
P1001,P1096,0.037270741458187366
P1001,P1097,0.004500680047809436
P1001,P1098,0.022223138111527853
P1001,P1099,0.0979969500886123
P1001,P1100,0.040333017351522886
P1001,P1101,0.09951366277871658
P1001,P1102,0.07633845773399828
P1001,P1103,0.11279314182087954
P1001,P1104,0.05020813584470181
P1001,P1105,0.0977496599760953
P1001,P1106,0.029353336355768048
P1001,P1107,0.014037835387215104
P1001,P1108,0.07378724807319789
P1001,P1109,0.035902402835593296
P1001,P1110,0.03407245600296749
P1001,P1111,0.07101759881300748
P1001,P1112,0.04010633474838232
P1001,P1113,0.13384577339982692
P1001,P1114,0.030016898157688668
P1001,P1115,0.12437868359230105
P1001,P1116,0.03744796603882455
P1001,P1117,0.0868318015084697
P1001,P1118,0.08688538103284839
P1001,P1119,0.02601491983678852
P1001,P1120,0.06872192226847464
P1001,P1121,0.12909780323950049
P1001,P1122,0.14215884268227344
P1001,P1123,0.008069900671804797
P1001,P1124,0.02900300869636896
P1001,P1125,0.03695750731566583
P1001,P1126,0.051428100399785674
P1001,P1127,0.08620121172155133
P1001,P1128,0.1454354366731237
P1001,P1129,0.028096278283806633
P1001,P1130,0.0408523265878086
P1001,P1131,0.04173844949099453
P1001,P1132,0.0735358364588056
P1001,P1133,0.09530148786217699
P1001,P1134,0.10089848740881179
P1001,P1135,0.06851996867658576
P1001,P1136,0.14353542430861807
P1001,P1137,0.10260891068705438
P1001,P1138,0.02933685034826692
P1001,P1139,0.08050529612990975
P1001,P1140,0.08369533858137906
P1001,P1141,0.15170424102542968
P1001,P1142,0.08570663149651735
P1001,P1143,0.003960763302147319
P1001,P1144,0.14498207146684253
P1001,P1145,0.1394881094670898
P1001,P1146,0.010431521246342168
P1001,P1147,0.1294151588838973
P1001,P1148,0.06096525573919137
P1001,P1149,0.07597164406709805
P1001,P1150,0.0669991344846062
P1001,P1151,0.15534352718130487
P1001,P1152,0.09980216790998642
P1001,P1153,0.13206940609157977
P1001,P1154,0.12675266867246426
P1001,P1155,0.06176482710299635
P1001,P1156,0.1240901784610312
P1001,P1157,0.023187569550344136
P1001,P1158,0.1210938465977002
P1001,P1159,0.016028520792976963
P1001,P1160,0.10361455714462352
P1001,P1161,0.04014754976713513
P1001,P1162,0.028755718583851952
P1001,P1163,0.03086592754399702
P1001,P1164,0.06163293904298727
P1001,P1165,0.04428141614804435
P1001,P1166,0.13512756048304003
P1001,P1167,0.07051065408234762
P1001,P1168,0.13876272513703994
P1001,P1169,0.04534476363186744
P1001,P1170,0.1531591311874047
P1001,P1171,0.047277748011375346
P1001,P1172,0.022297325145282956
P1001,P1173,0.047310720026377595
P1001,P1174,0.025874788773028914
P1001,P1175,0.006120430284795764
P1001,P1176,0.0725714050199893
P1001,P1177,0.021951118987759144
P1001,P1178,0.020623995383917904
P1001,P1179,0.07200675926307547
P1001,P1180,0.08677410048221573
P1001,P1181,0.01192350492519474
P1001,P1182,0.12648064954869556
P1001,P1183,0.09425050488397974
P1001,P1184,0.07834562914726127
P1001,P1185,0.048283394468944474
P1001,P1186,0.13710175988130077
P1001,P1187,0.15311379466677658
P1001,P1188,0.06566788937888968
P1001,P1189,0.1571982030251824
P1001,P1190,0.048229814944565796
P1001,P1191,0.1182500103037547
P1001,P1192,0.08021266949676463
P1001,P1193,0.0049293162428389
P1001,P1194,0.06383794254626386
P1001,P1195,0.015859539216090335
P1001,P1196,0.006347112887936346
P1001,P1197,0.013988377364711702
P1001,P1198,0.11858385195565264
P1001,P1199,0.07296706920001648
P1001,P1200,0.02768824959815357
P1001,P1201,0.09012900300869638
P1001,P1202,0.07078679470799161
P1001,P1203,0.06198738820426163
P1001,P1204,0.11471376169476158
P1001,P1205,0.023879981865391753
P1001,P1206,0.08070312821992336
P1001,P1207,0.03238676173597659
P1001,P1208,0.06173185508799407
P1001,P1209,0.10225034002390472
P1001,P1210,0.13856077154515106
P1001,P1211,0.13998268969212382
P1001,P1212,0.05198450315294894
P1001,P1213,0.11397601285908586
P1001,P1214,0.027094753328112776
P1001,P1215,0.09095330338375304
P1001,P1216,0.09166632320817708
P1001,P1217,0.07117009438239295
P1001,P1218,0.002134937971396789
P1001,P1219,0.10749289040926516
P1001,P1220,0.07597988707084863
P1001,P1221,0.11799859868936241
P1001,P1222,0.08453200346206158
P1001,P1223,0.14072456002967482
P1001,P1224,0.1346123727486296
P1001,P1225,0.09908502658368712
P1001,P1226,0.03136462927090631
P1001,P1227,0.10399785681902488
P1001,P1228,0.029699542513291856
P1001,P1229,0.15294893459176526
P1001,P1230,0.12676915467996538
P1001,P1231,0.06982648477105058
P1001,P1232,0.0018876478588797597
P1001,P1233,0.019498825371965546
P1001,P1234,0.012603552734616486
P1001,P1235,0.023022709475332827
P1001,P1236,0.15470881589251126
P1001,P1237,0.06473230845320037
P1001,P1238,0.15049664097597165
P1001,P1239,0.014800313234142505
P1001,P1240,0.1297860940526728
P1001,P1241,0.03381280138482461
P1001,P1242,0.09721798623418375
P1001,P1243,0.04067098050529614
P1001,P1244,0.05383917899682644
P1001,P1245,0.03386225940732803
P1001,P1246,0.06988830729917983
P1001,P1247,0.034843176853645484
P1001,P1248,0.12141944524584761
P1001,P1249,0.13065573094835758
P1001,P1250,0.056184313563862665
P1001,P1251,0.13274121089725097
P1001,P1252,0.10601327123603843
P1001,P1253,0.0702180274492025
P1001,P1254,0.05353830935993076
P1001,P1255,0.04135514981659316
P1001,P1256,0.05127972633227549
P1001,P1257,0.08265259860693237
P1001,P1258,0.13732844248444134
P1001,P1259,0.13507810246053661
P1001,P1260,0.09515723529654208
P1001,P1261,0.037715863660717955
P1001,P1262,0.0742035197626015
P1001,P1263,0.13190454601656845
P1001,P1264,0.0064089354160656205
P1001,P1265,0.14503152948934592
P1001,P1266,0.07959444421547213
P1001,P1267,0.038342331945761025
P1001,P1268,0.13765404113258872
P1001,P1269,0.10054403824753742
P1001,P1270,0.033326464163541195
P1001,P1271,0.03354902526480648
P1001,P1272,0.036821497753781476
P1001,P1273,0.011045625025759388
P1001,P1274,0.044912005934962695
P1001,P1275,0.11412438692659606
P1001,P1276,0.03726249845443679
P1001,P1277,0.028780447595103655
P1001,P1278,0.07292585418126367
P1001,P1279,0.15715698800642955
P1001,P1280,0.03654947863001279
P1001,P1281,0.10850677987058487
P1001,P1282,0.1243869265960516
P1001,P1283,0.1308535630383712
P1001,P1284,0.007657750484276461
P1001,P1285,0.11523307093104727
P1001,P1286,0.06570498289576723
P1001,P1287,0.008935416065614321
P1001,P1288,0.1146313316572559
P1001,P1289,0.03489675637802416
P1001,P1290,0.01037794172196349
P1001,P1291,0.03125334872027365
P1001,P1292,0.08994765692618391
P1001,P1293,0.10577010262539671
P1001,P1294,0.10297984585582987
P1001,P1295,0.05044306145159297
P1001,P1296,0.021786258912747814
P1001,P1297,0.09327370893953758
P1001,P1298,0.0842558628364176
P1001,P1299,0.013205292008407877
P1001,P1300,0.025796480237398514
P1001,P1301,0.15791946585335698
P1001,P1302,0.06780694885216174
P1001,P1303,0.0016939372707414748
P1001,P1304,0.053361084779293556
P1001,P1305,0.027506903515641112
P1001,P1306,0.05495198450315295
P1001,P1307,0.11273544079462557
P1001,P1308,0.045249969088735936
P1001,P1309,0.029777851048922235
P1001,P1310,0.13979722210773607
P1001,P1311,0.030255945266455076
P1001,P1312,0.020966080039566418
P1001,P1313,0.005943205704158606
P1001,P1314,0.026493014054321386
P1001,P1315,0.05265218645674483
P1001,P1316,0.1410831306928245
P1001,P1317,0.12857849400321478
P1001,P1318,0.07156988006429543
P1001,P1319,0.019325722293203642
P1001,P1320,0.00886122903185922
P1001,P1321,0.042080534146643034
P1001,P1322,0.06188847215925485
P1001,P1323,0.012694225775872738
P1001,P1324,0.04497382846309195
P1001,P1325,0.0036598936652516125
P1001,P1326,0.09975270988748301
P1001,P1327,0.05120553929852039
P1001,P1328,0.08775501792853317
P1001,P1329,0.1101801096319499
P1001,P1330,0.08448666694143347
P1001,P1331,0.03934385690145488
P1001,P1332,0.11993982607262087
P1001,P1333,0.10581543914602483
P1001,P1334,0.0155751555866958
P1001,P1335,0.000688290813172321
P1001,P1336,0.05785352182335244
P1001,P1337,0.03983019412273832
P1001,P1338,0.12130404319333965
P1001,P1339,0.14550550220500352
P1001,P1340,0.024745497259201235
P1001,P1341,0.12350904669661628
P1001,P1342,0.04121914025470881
P1001,P1343,0.11799447718748712
P1001,P1344,0.07939661212545852
P1001,P1345,0.1492437044058855
P1001,P1346,0.15289535506738658
P1001,P1347,0.09717264971355563
P1001,P1348,0.034245559081729396
P1001,P1349,0.0016939372707414524
P1001,P1350,0.0006965338169228953
P1001,P1351,0.008111115690557646
P1001,P1352,0.00996991303631043
P1001,P1353,0.0320117050653258
P1001,P1354,0.0692288669991345
P1001,P1355,0.02716894036186788
P1001,P1356,0.025656349173638883
P1001,P1357,0.00626880435230599
P1001,P1358,0.0055145695091291195
P1001,P1359,0.040056876725878904
P1002,P1003,0.7209186827680008
P1002,P1004,0.932930799983514
P1002,P1005,0.6716914643696164
P1002,P1006,0.755250793389111
P1002,P1007,0.7845258212092487
P1002,P1008,0.6510963194988254
P1002,P1009,0.7613423731607798
P1002,P1010,0.8105263157894738
P1002,P1011,0.9008531508881837
P1002,P1012,0.7364649878415694
P1002,P1013,0.6816284053909245
P1002,P1014,0.9538968800230805
P1002,P1015,0.7978011787495364
P1002,P1016,0.6947759963730784
P1002,P1017,0.9448007253843301
P1002,P1018,0.6745888801879405
P1002,P1019,0.8052652186456746
P1002,P1020,0.5409842146478177
P1002,P1021,0.6869039277912872
P1002,P1022,0.5475250381238923
P1002,P1023,0.5280921567819313
P1002,P1024,0.5267650331780901
P1002,P1025,0.6325433788072374
P1002,P1026,0.6274986605118905
P1002,P1027,0.5343156246136092
P1002,P1028,0.5538680295099534
P1002,P1029,0.5130816469521493
P1002,P1030,0.64189094506038
P1002,P1031,0.522355026171537
P1002,P1032,0.6251576474467295
P1002,P1033,0.5926019041338664
P1002,P1034,0.5751597081976673
P1002,P1035,0.5767835799365288
P1002,P1036,0.5816675596587396
P1002,P1037,0.6020896014507686
P1002,P1038,0.6504616082100317
P1002,P1039,0.5950459547459094
P1002,P1040,0.6564357251782549
P1002,P1041,0.5332234266166591
P1002,P1042,0.5070601327123604
P1002,P1043,0.5573300910851915
P1002,P1044,0.5150682108560359
P1002,P1045,0.681084367143387
P1002,P1046,0.5257346577092693
P1002,P1047,0.5249804228660924
P1002,P1048,0.6306021514239789
P1002,P1049,0.6542925442031076
P1002,P1050,0.6108024564151177
P1002,P1051,0.5220871285496435
P1002,P1052,0.6475167951201418
P1002,P1053,0.5319581255409471
P1002,P1054,0.6543873387462391
P1002,P1055,0.5333429501710423
P1002,P1056,0.5789267609116762
P1002,P1057,0.6363887400568767
P1002,P1058,0.7668404566624079
P1002,P1059,0.6332811276429131
P1002,P1060,0.036298067015620494
P1002,P1061,0.04800313234142522
P1002,P1062,0.1516753905123027
P1002,P1063,0.009734987429419285
P1002,P1064,0.001277665581337839
P1002,P1065,0.05629559411449532
P1002,P1066,0.11475085521163911
P1002,P1067,0.02006347112887937
P1002,P1068,0.1047067551415736
P1002,P1069,0.01746280344557557
P1002,P1070,0.15371553394056794
P1002,P1071,0.08617648271029965
P1002,P1072,0.14113258871532786
P1002,P1073,0.10367225817087747
P1002,P1074,0.003528005605242557
P1002,P1075,0.052577999422989734
P1002,P1076,0.1288463916251082
P1002,P1077,0.1540493755924659
P1002,P1078,0.11488274327164821
P1002,P1079,0.029489345917652388
P1002,P1080,0.01751638296995425
P1002,P1081,0.1015373201994807
P1002,P1082,0.11238923463710178
P1002,P1083,0.0993858962205828
P1002,P1084,0.1362733380043688
P1002,P1085,0.023764579812883817
P1002,P1086,0.09457610353212713
P1002,P1087,0.010423278242591594
P1002,P1088,0.02512467543172732
P1002,P1089,0.14867081564522114
P1002,P1090,0.012257346577092699
P1002,P1091,0.011993570457074566
P1002,P1092,0.0031611919383423338
P1002,P1093,0.15204220417920294
P1002,P1094,0.023978897910398547
P1002,P1095,0.009838024976301363
P1002,P1096,0.08178296171124759
P1002,P1097,0.1145530231216255
P1002,P1098,0.14127684128096282
P1002,P1099,0.021056753080822655
P1002,P1100,0.15938672052095781
P1002,P1101,0.019540040390718372
P1002,P1102,0.04271524543543667
P1002,P1103,0.006260561348555405
P1002,P1104,0.06884556732473314
P1002,P1105,0.02130404319333965
P1002,P1106,0.14840703952520298
