store_id,product_id,stock_date,stock_level
STR011,PRD0106,2025-09-02,2
STR011,PRD0107,2025-09-02,2
STR011,PRD0108,2025-09-02,2
STR012,PRD0002,2025-09-02,2
STR012,PRD0009,2025-09-02,2
STR012,PRD0057,2025-09-02,2
STR012,PRD0063,2025-09-02,2
STR012,PRD0089,2025-09-02,2
STR013,PRD0117,2025-09-02,2
STR013,PRD0118,2025-09-02,2
STR014,PRD0044,2025-09-02,2
STR001,PRD0073,2025-09-02,3
STR002,PRD0051,2025-09-02,3
STR003,PRD0008,2025-09-02,3
STR003,PRD0024,2025-09-02,3
STR003,PRD0059,2025-09-02,3
STR004,PRD0006,2025-09-02,3
STR004,PRD0037,2025-09-02,3
STR004,PRD0081,2025-09-02,3
STR005,PRD0055,2025-09-02,3
STR005,PRD0081,2025-09-02,3
STR005,PRD0085,2025-09-02,3
STR005,PRD0086,2025-09-02,3
STR005,PRD0101,2025-09-02,3
STR006,PRD0037,2025-09-02,3
STR006,PRD0082,2025-09-02,3
STR006,PRD0107,2025-09-02,3
STR007,PRD0037,2025-09-02,3
STR007,PRD0074,2025-09-02,3
STR009,PRD0027,2025-09-02,3
STR010,PRD0012,2025-09-02,3
STR010,PRD0089,2025-09-02,3
STR011,PRD0083,2025-09-02,3
STR012,PRD0049,2025-09-02,3
STR012,PRD0058,2025-09-02,3
STR012,PRD0084,2025-09-02,3
STR012,PRD0103,2025-09-02,3
STR013,PRD0034,2025-09-02,3
STR013,PRD0101,2025-09-02,3
STR015,PRD0050,2025-09-02,3
STR015,PRD0059,2025-09-02,3
STR015,PRD0068,2025-09-02,3
STR015,PRD0075,2025-09-02,3
STR002,PRD0052,2025-09-02,4
STR003,PRD0007,2025-09-02,4
STR003,PRD0025,2025-09-02,4
STR003,PRD0029,2025-09-02,4
STR004,PRD0001,2025-09-02,4
STR004,PRD0019,2025-09-02,4
STR004,PRD0085,2025-09-02,4
STR005,PRD0097,2025-09-02,4
STR005,PRD0103,2025-09-02,4
STR005,PRD0105,2025-09-02,4
STR006,PRD0084,2025-09-02,4
STR007,PRD0083,2025-09-02,4
STR007,PRD0100,2025-09-02,4
STR008,PRD0048,2025-09-02,4
STR009,PRD0008,2025-09-02,4
STR009,PRD0019,2025-09-02,4
STR009,PRD0113,2025-09-02,4
STR010,PRD0030,2025-09-02,4
STR010,PRD0097,2025-09-02,4
STR010,PRD0115,2025-09-02,4
STR011,PRD0089,2025-09-02,4
STR012,PRD0039,2025-09-02,4
STR013,PRD0033,2025-09-02,4
STR014,PRD0030,2025-09-02,4
STR014,PRD0033,2025-09-02,4
STR014,PRD0067,2025-09-02,4
STR014,PRD0085,2025-09-02,4
STR015,PRD0064,2025-09-02,4
STR001,PRD0014,2025-09-02,5
STR001,PRD0065,2025-09-02,5
STR001,PRD0082,2025-09-02,5
STR001,PRD0085,2025-09-02,5
STR002,PRD0023,2025-09-02,5
STR002,PRD0027,2025-09-02,5
STR002,PRD0028,2025-09-02,5
STR002,PRD0053,2025-09-02,5
STR002,PRD0058,2025-09-02,5
STR002,PRD0083,2025-09-02,5
STR002,PRD0113,2025-09-02,5
STR003,PRD0037,2025-09-02,5
STR003,PRD0100,2025-09-02,5
STR004,PRD0029,2025-09-02,5
STR005,PRD0011,2025-09-02,5
STR005,PRD0012,2025-09-02,5
STR005,PRD0022,2025-09-02,5
STR005,PRD0078,2025-09-02,5
STR006,PRD0014,2025-09-02,5
STR006,PRD0028,2025-09-02,5
STR007,PRD0011,2025-09-02,5
STR007,PRD0094,2025-09-02,5
STR008,PRD0010,2025-09-02,5
STR008,PRD0036,2025-09-02,5
STR008,PRD0059,2025-09-02,5
STR008,PRD0066,2025-09-02,5
STR008,PRD0076,2025-09-02,5
STR008,PRD0093,2025-09-02,5
STR009,PRD0051,2025-09-02,5
STR009,PRD0086,2025-09-02,5
STR011,PRD0007,2025-09-02,5
STR011,PRD0037,2025-09-02,5
STR011,PRD0052,2025-09-02,5
STR011,PRD0086,2025-09-02,5
STR013,PRD0030,2025-09-02,5
STR014,PRD0040,2025-09-02,5
STR014,PRD0062,2025-09-02,5
STR014,PRD0101,2025-09-02,5
STR015,PRD0005,2025-09-02,5
STR001,PRD0102,2025-09-02,6
STR002,PRD0065,2025-09-02,6
STR002,PRD0069,2025-09-02,6
STR002,PRD0071,2025-09-02,6
STR002,PRD0104,2025-09-02,6
STR003,PRD0070,2025-09-02,6
STR003,PRD0117,2025-09-02,6
STR003,PRD0119,2025-09-02,6
STR004,PRD0020,2025-09-02,6
STR004,PRD0056,2025-09-02,6
STR005,PRD0093,2025-09-02,6
STR006,PRD0005,2025-09-02,6
STR006,PRD0024,2025-09-02,6
STR006,PRD0032,2025-09-02,6
STR006,PRD0063,2025-09-02,6
STR006,PRD0067,2025-09-02,6
STR006,PRD0116,2025-09-02,6
STR007,PRD0025,2025-09-02,6
STR007,PRD0026,2025-09-02,6
STR007,PRD0079,2025-09-02,6
STR007,PRD0085,2025-09-02,6
STR007,PRD0108,2025-09-02,6
STR007,PRD0113,2025-09-02,6
STR008,PRD0015,2025-09-02,6
STR008,PRD0022,2025-09-02,6
STR008,PRD0075,2025-09-02,6
STR009,PRD0004,2025-09-02,6
STR009,PRD0023,2025-09-02,6
STR009,PRD0073,2025-09-02,6
STR009,PRD0077,2025-09-02,6
STR009,PRD0096,2025-09-02,6
STR009,PRD0105,2025-09-02,6
STR009,PRD0108,2025-09-02,6
STR011,PRD0085,2025-09-02,6
STR012,PRD0018,2025-09-02,6
STR012,PRD0036,2025-09-02,6
STR013,PRD0106,2025-09-02,6
STR013,PRD0119,2025-09-02,6
STR014,PRD0032,2025-09-02,6
STR014,PRD0103,2025-09-02,6
STR015,PRD0008,2025-09-02,6
STR015,PRD0023,2025-09-02,6
STR015,PRD0063,2025-09-02,6
STR015,PRD0080,2025-09-02,6
STR015,PRD0097,2025-09-02,6
STR001,PRD0022,2025-09-02,7
STR001,PRD0058,2025-09-02,7
STR001,PRD0077,2025-09-02,7
STR001,PRD0090,2025-09-02,7
STR002,PRD0032,2025-09-02,7
STR002,PRD0035,2025-09-02,7
STR003,PRD0054,2025-09-02,7
STR004,PRD0004,2025-09-02,7
STR004,PRD0041,2025-09-02,7
STR004,PRD0063,2025-09-02,7
STR005,PRD0025,2025-09-02,7
STR005,PRD0059,2025-09-02,7
STR006,PRD0031,2025-09-02,7
STR006,PRD0059,2025-09-02,7
STR006,PRD0076,2025-09-02,7
STR006,PRD0091,2025-09-02,7
STR007,PRD0057,2025-09-02,7
STR007,PRD0059,2025-09-02,7
STR007,PRD0070,2025-09-02,7
STR007,PRD0098,2025-09-02,7
STR008,PRD0018,2025-09-02,7
STR008,PRD0019,2025-09-02,7
STR008,PRD0065,2025-09-02,7
STR009,PRD0045,2025-09-02,7
STR009,PRD0062,2025-09-02,7
STR009,PRD0080,2025-09-02,7
STR009,PRD0097,2025-09-02,7
STR009,PRD0109,2025-09-02,7
STR010,PRD0050,2025-09-02,7
STR010,PRD0059,2025-09-02,7
STR010,PRD0077,2025-09-02,7
STR010,PRD0093,2025-09-02,7
STR010,PRD0103,2025-09-02,7
STR011,PRD0003,2025-09-02,7
STR011,PRD0019,2025-09-02,7
STR013,PRD0010,2025-09-02,7
STR013,PRD0012,2025-09-02,7
STR014,PRD0051,2025-09-02,7
STR014,PRD0071,2025-09-02,7
STR015,PRD0033,2025-09-02,7
STR015,PRD0054,2025-09-02,7
STR015,PRD0083,2025-09-02,7
STR015,PRD0086,2025-09-02,7
STR015,PRD0089,2025-09-02,7
STR015,PRD0098,2025-09-02,7
STR015,PRD0099,2025-09-02,7
STR001,PRD0008,2025-09-02,8
STR001,PRD0079,2025-09-02,8
STR001,PRD0099,2025-09-02,8
STR001,PRD0115,2025-09-02,8
STR002,PRD0057,2025-09-02,8
STR003,PRD0017,2025-09-02,8
STR003,PRD0060,2025-09-02,8
STR003,PRD0110,2025-09-02,8
STR004,PRD0089,2025-09-02,8
STR004,PRD0103,2025-09-02,8
STR004,PRD0119,2025-09-02,8
STR005,PRD0041,2025-09-02,8
STR005,PRD0053,2025-09-02,8
STR005,PRD0062,2025-09-02,8
STR005,PRD0113,2025-09-02,8
STR006,PRD0012,2025-09-02,8
STR006,PRD0071,2025-09-02,8
STR006,PRD0102,2025-09-02,8
STR006,PRD0112,2025-09-02,8
STR007,PRD0034,2025-09-02,8
STR008,PRD0025,2025-09-02,8
STR008,PRD0042,2025-09-02,8
STR009,PRD0048,2025-09-02,8
STR009,PRD0074,2025-09-02,8
STR010,PRD0114,2025-09-02,8
STR011,PRD0024,2025-09-02,8
STR011,PRD0034,2025-09-02,8
STR011,PRD0088,2025-09-02,8
STR012,PRD0007,2025-09-02,8
STR012,PRD0066,2025-09-02,8
STR012,PRD0096,2025-09-02,8
STR013,PRD0014,2025-09-02,8
STR013,PRD0022,2025-09-02,8
STR013,PRD0035,2025-09-02,8
STR013,PRD0046,2025-09-02,8
STR013,PRD0073,2025-09-02,8
STR014,PRD0086,2025-09-02,8
STR014,PRD0091,2025-09-02,8
STR015,PRD0017,2025-09-02,8
STR001,PRD0031,2025-09-02,9
STR002,PRD0001,2025-09-02,9
STR002,PRD0018,2025-09-02,9
STR002,PRD0025,2025-09-02,9
STR003,PRD0016,2025-09-02,9
STR003,PRD0057,2025-09-02,9
STR003,PRD0058,2025-09-02,9
STR005,PRD0029,2025-09-02,9
STR006,PRD0074,2025-09-02,9
STR006,PRD0079,2025-09-02,9
STR006,PRD0108,2025-09-02,9
STR007,PRD0008,2025-09-02,9
STR007,PRD0039,2025-09-02,9
STR007,PRD0060,2025-09-02,9
STR007,PRD0112,2025-09-02,9
STR008,PRD0034,2025-09-02,9
STR008,PRD0068,2025-09-02,9
STR008,PRD0087,2025-09-02,9
STR008,PRD0109,2025-09-02,9
STR009,PRD0098,2025-09-02,9
STR010,PRD0005,2025-09-02,9
STR010,PRD0090,2025-09-02,9
STR011,PRD0014,2025-09-02,9
STR011,PRD0031,2025-09-02,9
STR011,PRD0072,2025-09-02,9
STR011,PRD0079,2025-09-02,9
STR011,PRD0100,2025-09-02,9
STR011,PRD0101,2025-09-02,9
STR012,PRD0055,2025-09-02,9
STR012,PRD0079,2025-09-02,9
STR013,PRD0004,2025-09-02,9
STR013,PRD0048,2025-09-02,9
STR013,PRD0095,2025-09-02,9
STR013,PRD0110,2025-09-02,9
STR014,PRD0009,2025-09-02,9
STR014,PRD0020,2025-09-02,9
STR014,PRD0041,2025-09-02,9
STR014,PRD0102,2025-09-02,9
STR014,PRD0109,2025-09-02,9
STR014,PRD0111,2025-09-02,9
STR001,PRD0027,2025-09-02,10
STR001,PRD0059,2025-09-02,10
STR002,PRD0096,2025-09-02,10
STR004,PRD0057,2025-09-02,10
STR004,PRD0084,2025-09-02,10
STR005,PRD0007,2025-09-02,10
STR005,PRD0023,2025-09-02,10
STR005,PRD0026,2025-09-02,10
STR005,PRD0042,2025-09-02,10
STR006,PRD0027,2025-09-02,10
STR006,PRD0117,2025-09-02,10
STR007,PRD0002,2025-09-02,10
STR007,PRD0071,2025-09-02,10
STR008,PRD0058,2025-09-02,10
STR008,PRD0101,2025-09-02,10
STR008,PRD0117,2025-09-02,10
STR009,PRD0001,2025-09-02,10
STR009,PRD0071,2025-09-02,10
STR009,PRD0083,2025-09-02,10
STR010,PRD0032,2025-09-02,10
STR010,PRD0072,2025-09-02,10
STR011,PRD0009,2025-09-02,10
STR012,PRD0001,2025-09-02,10
STR012,PRD0061,2025-09-02,10
STR012,PRD0111,2025-09-02,10
STR013,PRD0017,2025-09-02,10
STR013,PRD0038,2025-09-02,10
STR013,PRD0105,2025-09-02,10
STR014,PRD0014,2025-09-02,10
STR014,PRD0018,2025-09-02,10
STR014,PRD0054,2025-09-02,10
STR014,PRD0064,2025-09-02,10
STR014,PRD0108,2025-09-02,10
STR015,PRD0051,2025-09-02,10
STR001,PRD0040,2025-09-02,11
STR001,PRD0071,2025-09-02,11
STR001,PRD0104,2025-09-02,11
STR002,PRD0019,2025-09-02,11
STR002,PRD0055,2025-09-02,11
STR002,PRD0109,2025-09-02,11
STR002,PRD0111,2025-09-02,11
STR003,PRD0049,2025-09-02,11
STR003,PRD0103,2025-09-02,11
STR004,PRD0010,2025-09-02,11
STR004,PRD0024,2025-09-02,11
STR005,PRD0107,2025-09-02,11
STR005,PRD0108,2025-09-02,11
STR005,PRD0120,2025-09-02,11
STR007,PRD0042,2025-09-02,11
STR007,PRD0066,2025-09-02,11
STR008,PRD0031,2025-09-02,11
STR009,PRD0111,2025-09-02,11
STR011,PRD0098,2025-09-02,11
STR012,PRD0108,2025-09-02,11
STR013,PRD0036,2025-09-02,11
STR013,PRD0052,2025-09-02,11
STR013,PRD0078,2025-09-02,11
STR014,PRD0037,2025-09-02,11
STR014,PRD0077,2025-09-02,11
STR014,PRD0100,2025-09-02,11
STR014,PRD0112,2025-09-02,11
STR015,PRD0013,2025-09-02,11
STR015,PRD0030,2025-09-02,11
STR015,PRD0048,2025-09-02,11
STR015,PRD0057,2025-09-02,11
STR015,PRD0116,2025-09-02,11
STR001,PRD0013,2025-09-02,12
STR001,PRD0021,2025-09-02,12
STR001,PRD0034,2025-09-02,12
STR002,PRD0034,2025-09-02,12
STR002,PRD0087,2025-09-02,12
STR002,PRD0091,2025-09-02,12
STR002,PRD0107,2025-09-02,12
STR003,PRD0012,2025-09-02,12
STR003,PRD0035,2025-09-02,12
STR004,PRD0058,2025-09-02,12
STR004,PRD0061,2025-09-02,12
STR004,PRD0095,2025-09-02,12
STR005,PRD0076,2025-09-02,12
STR006,PRD0044,2025-09-02,12
STR006,PRD0083,2025-09-02,12
STR006,PRD0094,2025-09-02,12
STR006,PRD0101,2025-09-02,12
STR007,PRD0016,2025-09-02,12
STR007,PRD0032,2025-09-02,12
STR007,PRD0053,2025-09-02,12
STR007,PRD0109,2025-09-02,12
STR009,PRD0011,2025-09-02,12
STR009,PRD0119,2025-09-02,12
STR010,PRD0094,2025-09-02,12
STR011,PRD0070,2025-09-02,12
STR012,PRD0044,2025-09-02,12
STR012,PRD0085,2025-09-02,12
STR014,PRD0007,2025-09-02,12
STR014,PRD0023,2025-09-02,12
STR014,PRD0080,2025-09-02,12
STR015,PRD0006,2025-09-02,12
STR015,PRD0105,2025-09-02,12
STR015,PRD0114,2025-09-02,12
STR001,PRD0024,2025-09-02,13
STR001,PRD0039,2025-09-02,13
STR001,PRD0112,2025-09-02,13
STR001,PRD0120,2025-09-02,13
STR002,PRD0008,2025-09-02,13
STR002,PRD0039,2025-09-02,13
STR002,PRD0062,2025-09-02,13
STR002,PRD0100,2025-09-02,13
STR003,PRD0075,2025-09-02,13
STR003,PRD0087,2025-09-02,13
STR003,PRD0116,2025-09-02,13
STR004,PRD0038,2025-09-02,13
STR004,PRD0080,2025-09-02,13
STR005,PRD0070,2025-09-02,13
STR006,PRD0002,2025-09-02,13
STR006,PRD0087,2025-09-02,13
STR006,PRD0105,2025-09-02,13
STR007,PRD0035,2025-09-02,13
STR007,PRD0081,2025-09-02,13
STR007,PRD0111,2025-09-02,13
STR008,PRD0095,2025-09-02,13
STR009,PRD0050,2025-09-02,13
STR009,PRD0104,2025-09-02,13
STR010,PRD0118,2025-09-02,13
STR011,PRD0061,2025-09-02,13
STR011,PRD0097,2025-09-02,13
STR011,PRD0119,2025-09-02,13
STR012,PRD0045,2025-09-02,13
STR012,PRD0051,2025-09-02,13
STR012,PRD0056,2025-09-02,13
STR013,PRD0020,2025-09-02,13
STR014,PRD0070,2025-09-02,13
STR015,PRD0002,2025-09-02,13
STR015,PRD0016,2025-09-02,13
STR015,PRD0084,2025-09-02,13
STR001,PRD0023,2025-09-02,14
STR001,PRD0054,2025-09-02,14
STR001,PRD0063,2025-09-02,14
STR001,PRD0114,2025-09-02,14
STR002,PRD0101,2025-09-02,14
STR003,PRD0006,2025-09-02,14
STR003,PRD0095,2025-09-02,14
STR004,PRD0065,2025-09-02,14
STR004,PRD0077,2025-09-02,14
STR004,PRD0087,2025-09-02,14
STR005,PRD0106,2025-09-02,14
STR006,PRD0023,2025-09-02,14
STR006,PRD0047,2025-09-02,14
STR006,PRD0081,2025-09-02,14
STR007,PRD0040,2025-09-02,14
STR007,PRD0052,2025-09-02,14
STR007,PRD0080,2025-09-02,14
STR009,PRD0017,2025-09-02,14
STR009,PRD0082,2025-09-02,14
STR009,PRD0092,2025-09-02,14
STR010,PRD0020,2025-09-02,14
STR011,PRD0005,2025-09-02,14
STR012,PRD0037,2025-09-02,14
STR012,PRD0082,2025-09-02,14
STR012,PRD0092,2025-09-02,14
STR012,PRD0118,2025-09-02,14
STR012,PRD0119,2025-09-02,14
STR013,PRD0031,2025-09-02,14
STR013,PRD0077,2025-09-02,14
STR013,PRD0086,2025-09-02,14
STR014,PRD0025,2025-09-02,14
STR014,PRD0053,2025-09-02,14
STR014,PRD0088,2025-09-02,14
STR014,PRD0097,2025-09-02,14
STR015,PRD0015,2025-09-02,14
STR015,PRD0102,2025-09-02,14
STR001,PRD0015,2025-09-02,15
STR001,PRD0056,2025-09-02,15
STR001,PRD0076,2025-09-02,15
STR001,PRD0119,2025-09-02,15
STR002,PRD0064,2025-09-02,15
STR002,PRD0093,2025-09-02,15
STR002,PRD0106,2025-09-02,15
STR002,PRD0112,2025-09-02,15
STR003,PRD0003,2025-09-02,15
STR003,PRD0015,2025-09-02,15
STR003,PRD0027,2025-09-02,15
STR003,PRD0066,2025-09-02,15
STR003,PRD0084,2025-09-02,15
STR003,PRD0115,2025-09-02,15
STR004,PRD0048,2025-09-02,15
STR004,PRD0086,2025-09-02,15
STR004,PRD0115,2025-09-02,15
STR006,PRD0052,2025-09-02,15
STR006,PRD0061,2025-09-02,15
STR006,PRD0086,2025-09-02,15
STR006,PRD0110,2025-09-02,15
STR007,PRD0019,2025-09-02,15
STR008,PRD0003,2025-09-02,15
STR009,PRD0007,2025-09-02,15
STR009,PRD0072,2025-09-02,15
STR009,PRD0076,2025-09-02,15
STR010,PRD0026,2025-09-02,15
STR010,PRD0113,2025-09-02,15
STR011,PRD0030,2025-09-02,15
STR011,PRD0038,2025-09-02,15
STR011,PRD0071,2025-09-02,15
STR011,PRD0080,2025-09-02,15
STR011,PRD0116,2025-09-02,15
STR012,PRD0020,2025-09-02,15
STR012,PRD0028,2025-09-02,15
STR012,PRD0053,2025-09-02,15
STR013,PRD0099,2025-09-02,15
STR014,PRD0046,2025-09-02,15
STR014,PRD0110,2025-09-02,15
STR014,PRD0118,2025-09-02,15
STR015,PRD0007,2025-09-02,15
STR001,PRD0041,2025-09-02,16
STR001,PRD0062,2025-09-02,16
STR001,PRD0068,2025-09-02,16
STR001,PRD0069,2025-09-02,16
STR002,PRD0041,2025-09-02,16
STR002,PRD0115,2025-09-02,16
STR002,PRD0118,2025-09-02,16
STR003,PRD0034,2025-09-02,16
STR003,PRD0042,2025-09-02,16
STR003,PRD0093,2025-09-02,16
STR004,PRD0009,2025-09-02,16
STR005,PRD0024,2025-09-02,16
STR006,PRD0062,2025-09-02,16
STR006,PRD0089,2025-09-02,16
STR006,PRD0118,2025-09-02,16
STR009,PRD0006,2025-09-02,16
STR009,PRD0010,2025-09-02,16
STR009,PRD0049,2025-09-02,16
STR009,PRD0114,2025-09-02,16
STR010,PRD0066,2025-09-02,16
STR010,PRD0083,2025-09-02,16
STR012,PRD0054,2025-09-02,16
STR012,PRD0077,2025-09-02,16
STR013,PRD0027,2025-09-02,16
STR014,PRD0092,2025-09-02,16
STR014,PRD0099,2025-09-02,16
STR002,PRD0085,2025-09-02,17
STR002,PRD0090,2025-09-02,17
STR003,PRD0001,2025-09-02,17
STR003,PRD0010,2025-09-02,17
STR003,PRD0022,2025-09-02,17
STR003,PRD0045,2025-09-02,17
STR003,PRD0052,2025-09-02,17
STR003,PRD0097,2025-09-02,17
STR003,PRD0112,2025-09-02,17
STR005,PRD0077,2025-09-02,17
STR006,PRD0030,2025-09-02,17
STR007,PRD0056,2025-09-02,17
STR007,PRD0101,2025-09-02,17
STR007,PRD0118,2025-09-02,17
STR008,PRD0097,2025-09-02,17
STR009,PRD0012,2025-09-02,17
STR009,PRD0014,2025-09-02,17
STR009,PRD0025,2025-09-02,17
STR009,PRD0038,2025-09-02,17
STR009,PRD0047,2025-09-02,17
STR009,PRD0110,2025-09-02,17
STR010,PRD0067,2025-09-02,17
STR010,PRD0084,2025-09-02,17
STR010,PRD0087,2025-09-02,17
STR010,PRD0105,2025-09-02,17
STR012,PRD0023,2025-09-02,17
STR012,PRD0026,2025-09-02,17
STR012,PRD0120,2025-09-02,17
STR013,PRD0001,2025-09-02,17
STR013,PRD0071,2025-09-02,17
STR013,PRD0072,2025-09-02,17
STR013,PRD0115,2025-09-02,17
STR014,PRD0005,2025-09-02,17
STR014,PRD0029,2025-09-02,17
STR014,PRD0061,2025-09-02,17
STR015,PRD0011,2025-09-02,17
STR015,PRD0046,2025-09-02,17
STR002,PRD0010,2025-09-02,18
STR002,PRD0095,2025-09-02,18
STR004,PRD0002,2025-09-02,18
STR004,PRD0017,2025-09-02,18
STR004,PRD0075,2025-09-02,18
STR004,PRD0108,2025-09-02,18
STR004,PRD0111,2025-09-02,18
STR005,PRD0032,2025-09-02,18
STR005,PRD0040,2025-09-02,18
STR005,PRD0079,2025-09-02,18
STR005,PRD0109,2025-09-02,18
STR006,PRD0051,2025-09-02,18
STR006,PRD0109,2025-09-02,18
STR007,PRD0047,2025-09-02,18
STR007,PRD0058,2025-09-02,18
STR007,PRD0075,2025-09-02,18
STR008,PRD0032,2025-09-02,18
STR010,PRD0024,2025-09-02,18
STR011,PRD0051,2025-09-02,18
STR012,PRD0005,2025-09-02,18
STR012,PRD0027,2025-09-02,18
STR012,PRD0112,2025-09-02,18
STR013,PRD0016,2025-09-02,18
STR013,PRD0032,2025-09-02,18
STR013,PRD0040,2025-09-02,18
STR013,PRD0042,2025-09-02,18
STR013,PRD0079,2025-09-02,18
STR014,PRD0008,2025-09-02,18
STR014,PRD0047,2025-09-02,18
STR014,PRD0079,2025-09-02,18
STR015,PRD0004,2025-09-02,18
STR015,PRD0103,2025-09-02,18
STR001,PRD0005,2025-09-02,19
STR001,PRD0045,2025-09-02,19
STR001,PRD0095,2025-09-02,19
STR001,PRD0113,2025-09-02,19
STR002,PRD0024,2025-09-02,19
STR002,PRD0067,2025-09-02,19
STR002,PRD0078,2025-09-02,19
STR003,PRD0036,2025-09-02,19
STR003,PRD0041,2025-09-02,19
STR003,PRD0078,2025-09-02,19
STR003,PRD0083,2025-09-02,19
STR003,PRD0108,2025-09-02,19
STR003,PRD0120,2025-09-02,19
STR004,PRD0032,2025-09-02,19
STR005,PRD0010,2025-09-02,19
STR005,PRD0045,2025-09-02,19
STR005,PRD0102,2025-09-02,19
STR006,PRD0040,2025-09-02,19
STR006,PRD0045,2025-09-02,19
STR006,PRD0072,2025-09-02,19
STR006,PRD0093,2025-09-02,19
STR006,PRD0104,2025-09-02,19
STR007,PRD0023,2025-09-02,19
STR007,PRD0045,2025-09-02,19
STR007,PRD0104,2025-09-02,19
STR007,PRD0106,2025-09-02,19
STR007,PRD0114,2025-09-02,19
STR008,PRD0016,2025-09-02,19
STR008,PRD0029,2025-09-02,19
STR008,PRD0103,2025-09-02,19
STR008,PRD0104,2025-09-02,19
STR009,PRD0075,2025-09-02,19
STR010,PRD0002,2025-09-02,19
STR010,PRD0014,2025-09-02,19
STR011,PRD0015,2025-09-02,19
STR011,PRD0023,2025-09-02,19
STR011,PRD0046,2025-09-02,19
STR011,PRD0063,2025-09-02,19
STR012,PRD0031,2025-09-02,19
STR012,PRD0041,2025-09-02,19
STR012,PRD0042,2025-09-02,19
STR013,PRD0025,2025-09-02,19
STR013,PRD0059,2025-09-02,19
STR013,PRD0083,2025-09-02,19
STR013,PRD0096,2025-09-02,19
STR013,PRD0111,2025-09-02,19
STR014,PRD0001,2025-09-02,19
STR014,PRD0015,2025-09-02,19
STR014,PRD0016,2025-09-02,19
STR014,PRD0048,2025-09-02,19
STR014,PRD0087,2025-09-02,19
STR014,PRD0093,2025-09-02,19
STR014,PRD0096,2025-09-02,19
STR015,PRD0100,2025-09-02,19
STR001,PRD0088,2025-09-02,20
