transaction_id,transaction_date,store_id,customer_id,product_id,quantity,unit_price,total_price
TRX002093,2025-01-28,STR002,CUST0018,PRD0012,2,12900.0,25800.0
TRX002327,2025-08-13,STR014,CUST0127,PRD0012,2,12900.0,25800.0
TRX002420,2025-05-31,STR011,CUST0071,PRD0012,2,12900.0,25800.0
TRX002454,2025-01-30,STR001,CUST0309,PRD0012,2,12900.0,25800.0
TRX002504,2024-10-05,STR002,CUST0049,PRD0012,2,12900.0,25800.0
TRX002835,2025-02-06,STR002,CUST0293,PRD0012,2,12900.0,25800.0
TRX000075,2024-11-20,STR008,CUST0212,PRD0012,3,12900.0,38700.0
TRX000103,2024-10-22,STR013,CUST0229,PRD0012,3,12900.0,38700.0
TRX000128,2024-09-25,STR011,CUST0240,PRD0012,3,12900.0,38700.0
TRX000229,2024-09-11,STR010,CUST0164,PRD0012,3,12900.0,38700.0
TRX000292,2025-04-20,STR010,CUST0285,PRD0012,3,12900.0,38700.0
TRX000309,2024-12-12,STR011,CUST0357,PRD0012,3,12900.0,38700.0
TRX000409,2024-12-08,STR012,CUST0084,PRD0012,3,12900.0,38700.0
TRX000943,2025-01-07,STR003,CUST0191,PRD0012,3,12900.0,38700.0
TRX000967,2024-11-27,STR002,CUST0288,PRD0012,3,12900.0,38700.0
TRX000997,2025-02-06,STR002,CUST0152,PRD0012,3,12900.0,38700.0
TRX001000,2024-12-28,STR014,CUST0079,PRD0012,3,12900.0,38700.0
TRX001170,2025-02-07,STR006,CUST0021,PRD0012,3,12900.0,38700.0
TRX001175,2025-07-15,STR013,CUST0090,PRD0012,3,12900.0,38700.0
TRX001278,2025-02-01,STR015,CUST0207,PRD0012,3,12900.0,38700.0
TRX001337,2025-07-05,STR001,CUST0002,PRD0012,3,12900.0,38700.0
TRX001365,2025-06-03,STR009,CUST0358,PRD0012,3,12900.0,38700.0
TRX001577,2025-01-02,STR011,CUST0074,PRD0012,3,12900.0,38700.0
TRX001671,2025-05-20,STR015,CUST0373,PRD0012,3,12900.0,38700.0
TRX001812,2025-05-08,STR005,CUST0391,PRD0012,3,12900.0,38700.0
TRX001839,2025-02-04,STR015,CUST0333,PRD0012,3,12900.0,38700.0
TRX001951,2025-08-09,STR013,CUST0061,PRD0012,3,12900.0,38700.0
TRX002042,2024-10-05,STR014,CUST0152,PRD0012,3,12900.0,38700.0
TRX002119,2025-03-08,STR007,CUST0007,PRD0012,3,12900.0,38700.0
TRX002423,2025-03-22,STR008,CUST0216,PRD0012,3,12900.0,38700.0
TRX002490,2024-11-21,STR013,CUST0042,PRD0012,3,12900.0,38700.0
TRX002566,2025-04-15,STR003,CUST0311,PRD0012,3,12900.0,38700.0
TRX002636,2024-12-11,STR013,CUST0256,PRD0012,3,12900.0,38700.0
TRX002644,2025-04-01,STR008,CUST0241,PRD0012,3,12900.0,38700.0
TRX002726,2025-01-12,STR001,CUST0282,PRD0012,3,12900.0,38700.0
TRX002727,2024-09-04,STR002,CUST0161,PRD0012,3,12900.0,38700.0
TRX002932,2024-10-20,STR010,CUST0051,PRD0012,3,12900.0,38700.0
TRX002975,2025-05-08,STR013,CUST0087,PRD0012,3,12900.0,38700.0
TRX002983,2025-05-25,STR014,CUST0316,PRD0012,3,12900.0,38700.0
TRX000038,2024-09-10,STR004,CUST0005,PRD0120,1,13420.0,13420.0
TRX000049,2025-04-22,STR011,CUST0086,PRD0120,1,13420.0,13420.0
TRX000093,2025-03-05,STR012,CUST0192,PRD0120,1,13420.0,13420.0
TRX000222,2024-09-12,STR001,CUST0099,PRD0120,1,13420.0,13420.0
TRX000252,2025-01-21,STR013,CUST0394,PRD0120,1,13420.0,13420.0
TRX000348,2025-08-23,STR011,CUST0204,PRD0120,1,13420.0,13420.0
TRX000406,2024-12-25,STR013,CUST0251,PRD0120,1,13420.0,13420.0
TRX000560,2024-12-30,STR006,CUST0285,PRD0120,1,13420.0,13420.0
TRX000743,2025-04-04,STR013,CUST0333,PRD0120,1,13420.0,13420.0
TRX001064,2025-04-06,STR010,CUST0361,PRD0120,1,13420.0,13420.0
TRX001137,2025-08-30,STR011,CUST0185,PRD0120,1,13420.0,13420.0
TRX001171,2025-01-27,STR005,CUST0121,PRD0120,1,13420.0,13420.0
TRX001270,2024-10-18,STR001,CUST0126,PRD0120,1,13420.0,13420.0
TRX001452,2025-06-13,STR008,CUST0104,PRD0120,1,13420.0,13420.0
TRX001454,2024-12-29,STR002,CUST0361,PRD0120,1,13420.0,13420.0
TRX001899,2025-01-29,STR009,CUST0061,PRD0120,1,13420.0,13420.0
TRX001907,2025-02-18,STR002,CUST0243,PRD0120,1,13420.0,13420.0
TRX001943,2025-05-27,STR006,CUST0294,PRD0120,1,13420.0,13420.0
TRX002015,2024-12-01,STR001,CUST0168,PRD0120,1,13420.0,13420.0
TRX002053,2024-09-13,STR006,CUST0350,PRD0120,1,13420.0,13420.0
TRX002139,2025-07-09,STR001,CUST0338,PRD0120,1,13420.0,13420.0
TRX002152,2025-08-20,STR013,CUST0005,PRD0120,1,13420.0,13420.0
TRX002250,2024-10-19,STR007,CUST0368,PRD0120,1,13420.0,13420.0
TRX002430,2024-09-26,STR013,CUST0335,PRD0120,1,13420.0,13420.0
TRX002537,2024-11-07,STR002,CUST0135,PRD0120,1,13420.0,13420.0
TRX002611,2025-02-22,STR010,CUST0371,PRD0120,1,13420.0,13420.0
TRX002786,2025-03-17,STR002,CUST0036,PRD0120,1,13420.0,13420.0
TRX000020,2025-05-06,STR008,CUST0032,PRD0120,2,13420.0,26840.0
TRX000042,2024-12-19,STR002,CUST0243,PRD0120,2,13420.0,26840.0
TRX000071,2025-06-25,STR011,CUST0125,PRD0120,2,13420.0,26840.0
TRX000122,2024-09-04,STR005,CUST0388,PRD0120,2,13420.0,26840.0
TRX000285,2025-01-28,STR007,CUST0294,PRD0120,2,13420.0,26840.0
TRX000408,2025-08-29,STR007,CUST0107,PRD0120,2,13420.0,26840.0
TRX000443,2025-05-03,STR002,CUST0216,PRD0120,2,13420.0,26840.0
TRX000460,2024-10-11,STR013,CUST0038,PRD0120,2,13420.0,26840.0
TRX000485,2024-09-25,STR009,CUST0027,PRD0120,2,13420.0,26840.0
TRX000486,2025-04-02,STR001,CUST0161,PRD0120,2,13420.0,26840.0
TRX000610,2025-03-25,STR007,CUST0140,PRD0120,2,13420.0,26840.0
TRX000643,2025-06-13,STR001,CUST0317,PRD0120,2,13420.0,26840.0
TRX000931,2025-05-22,STR004,CUST0128,PRD0120,2,13420.0,26840.0
TRX000969,2024-10-16,STR007,CUST0237,PRD0120,2,13420.0,26840.0
TRX001148,2025-04-21,STR010,CUST0340,PRD0120,2,13420.0,26840.0
TRX001423,2024-10-18,STR007,CUST0380,PRD0120,2,13420.0,26840.0
TRX001481,2025-07-06,STR010,CUST0122,PRD0120,2,13420.0,26840.0
TRX001493,2024-09-13,STR004,CUST0106,PRD0120,2,13420.0,26840.0
TRX001606,2025-04-02,STR011,CUST0116,PRD0120,2,13420.0,26840.0
TRX001612,2024-09-09,STR015,CUST0097,PRD0120,2,13420.0,26840.0
TRX001702,2025-03-04,STR006,CUST0344,PRD0120,2,13420.0,26840.0
TRX001705,2025-08-01,STR012,CUST0077,PRD0120,2,13420.0,26840.0
TRX001797,2025-07-14,STR009,CUST0110,PRD0120,2,13420.0,26840.0
TRX001845,2025-07-27,STR007,CUST0014,PRD0120,2,13420.0,26840.0
TRX001885,2025-02-13,STR004,CUST0244,PRD0120,2,13420.0,26840.0
TRX001992,2024-11-28,STR003,CUST0292,PRD0120,2,13420.0,26840.0
TRX002004,2024-10-01,STR015,CUST0233,PRD0120,2,13420.0,26840.0
TRX002014,2025-02-06,STR003,CUST0053,PRD0120,2,13420.0,26840.0
TRX002207,2024-10-08,STR004,CUST0271,PRD0120,2,13420.0,26840.0
TRX002356,2025-03-16,STR005,CUST0243,PRD0120,2,13420.0,26840.0
TRX002380,2025-08-12,STR012,CUST0281,PRD0120,2,13420.0,26840.0
TRX002434,2025-01-09,STR015,CUST0309,PRD0120,2,13420.0,26840.0
TRX002458,2025-08-31,STR007,CUST0237,PRD0120,2,13420.0,26840.0
TRX002465,2025-07-22,STR012,CUST0286,PRD0120,2,13420.0,26840.0
TRX002530,2024-11-17,STR001,CUST0037,PRD0120,2,13420.0,26840.0
TRX002602,2025-06-20,STR006,CUST0357,PRD0120,2,13420.0,26840.0
TRX002631,2024-11-04,STR012,CUST0042,PRD0120,2,13420.0,26840.0
TRX002712,2024-09-05,STR002,CUST0177,PRD0120,2,13420.0,26840.0
TRX002774,2024-10-30,STR015,CUST0189,PRD0120,2,13420.0,26840.0
TRX002788,2025-04-19,STR003,CUST0052,PRD0120,2,13420.0,26840.0
TRX002811,2025-05-27,STR014,CUST0163,PRD0120,2,13420.0,26840.0
TRX000390,2025-05-24,STR009,CUST0040,PRD0120,3,13420.0,40260.0
TRX000532,2025-06-21,STR005,CUST0211,PRD0120,3,13420.0,40260.0
TRX000538,2024-09-08,STR006,CUST0399,PRD0120,3,13420.0,40260.0
TRX000656,2025-01-06,STR009,CUST0356,PRD0120,3,13420.0,40260.0
TRX000849,2025-01-07,STR014,CUST0277,PRD0120,3,13420.0,40260.0
TRX000939,2024-11-05,STR010,CUST0134,PRD0120,3,13420.0,40260.0
TRX000982,2025-03-02,STR010,CUST0188,PRD0120,3,13420.0,40260.0
TRX001003,2025-04-29,STR006,CUST0255,PRD0120,3,13420.0,40260.0
TRX001013,2024-09-17,STR014,CUST0264,PRD0120,3,13420.0,40260.0
TRX001075,2025-04-03,STR002,CUST0161,PRD0120,3,13420.0,40260.0
TRX001130,2024-09-17,STR001,CUST0165,PRD0120,3,13420.0,40260.0
TRX001221,2025-01-24,STR015,CUST0054,PRD0120,3,13420.0,40260.0
TRX001448,2025-07-06,STR003,CUST0297,PRD0120,3,13420.0,40260.0
TRX001575,2025-03-31,STR008,CUST0341,PRD0120,3,13420.0,40260.0
TRX001631,2025-03-29,STR013,CUST0146,PRD0120,3,13420.0,40260.0
TRX001798,2025-02-24,STR011,CUST0164,PRD0120,3,13420.0,40260.0
TRX001863,2024-09-24,STR004,CUST0144,PRD0120,3,13420.0,40260.0
TRX001867,2025-08-31,STR007,CUST0202,PRD0120,3,13420.0,40260.0
TRX001902,2025-07-23,STR001,CUST0251,PRD0120,3,13420.0,40260.0
TRX002010,2025-07-28,STR012,CUST0258,PRD0120,3,13420.0,40260.0
TRX002088,2024-10-20,STR014,CUST0038,PRD0120,3,13420.0,40260.0
TRX002163,2024-10-22,STR003,CUST0237,PRD0120,3,13420.0,40260.0
TRX002185,2025-02-11,STR011,CUST0251,PRD0120,3,13420.0,40260.0
TRX002281,2025-02-02,STR007,CUST0023,PRD0120,3,13420.0,40260.0
TRX002415,2025-05-01,STR007,CUST0127,PRD0120,3,13420.0,40260.0
TRX002600,2025-04-08,STR003,CUST0038,PRD0120,3,13420.0,40260.0
TRX002790,2025-01-26,STR001,CUST0068,PRD0120,3,13420.0,40260.0
TRX000073,2025-05-02,STR008,CUST0355,PRD0112,1,19100.0,19100.0
TRX000184,2025-05-13,STR005,CUST0364,PRD0112,1,19100.0,19100.0
TRX000241,2025-06-10,STR006,CUST0349,PRD0112,1,19100.0,19100.0
TRX000303,2025-03-25,STR014,CUST0266,PRD0112,1,19100.0,19100.0
TRX000383,2024-10-17,STR003,CUST0093,PRD0112,1,19100.0,19100.0
TRX000390,2025-05-24,STR009,CUST0040,PRD0112,1,19100.0,19100.0
TRX000531,2025-08-04,STR009,CUST0127,PRD0112,1,19100.0,19100.0
TRX000720,2025-07-04,STR006,CUST0002,PRD0112,1,19100.0,19100.0
TRX000839,2025-08-31,STR001,CUST0334,PRD0112,1,19100.0,19100.0
TRX001271,2025-08-07,STR010,CUST0072,PRD0112,1,19100.0,19100.0
TRX001310,2024-12-19,STR011,CUST0292,PRD0112,1,19100.0,19100.0
TRX001440,2024-12-28,STR014,CUST0040,PRD0112,1,19100.0,19100.0
TRX001676,2025-03-08,STR006,CUST0196,PRD0112,1,19100.0,19100.0
TRX001873,2025-03-14,STR014,CUST0037,PRD0112,1,19100.0,19100.0
TRX001987,2024-09-07,STR005,CUST0327,PRD0112,1,19100.0,19100.0
TRX002013,2025-03-12,STR008,CUST0176,PRD0112,1,19100.0,19100.0
TRX002133,2025-03-22,STR006,CUST0147,PRD0112,1,19100.0,19100.0
TRX002192,2025-05-06,STR015,CUST0124,PRD0112,1,19100.0,19100.0
TRX002218,2025-07-18,STR012,CUST0031,PRD0112,1,19100.0,19100.0
TRX002279,2025-06-08,STR013,CUST0045,PRD0112,1,19100.0,19100.0
TRX002381,2025-02-09,STR008,CUST0199,PRD0112,1,19100.0,19100.0
TRX002504,2024-10-05,STR002,CUST0049,PRD0112,1,19100.0,19100.0
TRX002602,2025-06-20,STR006,CUST0357,PRD0112,1,19100.0,19100.0
TRX002804,2024-11-15,STR008,CUST0017,PRD0112,1,19100.0,19100.0
TRX002841,2025-03-07,STR005,CUST0084,PRD0112,1,19100.0,19100.0
TRX002981,2025-01-08,STR008,CUST0347,PRD0112,1,19100.0,19100.0
TRX000249,2024-09-02,STR011,CUST0027,PRD0112,2,19100.0,38200.0
TRX000342,2025-05-03,STR008,CUST0362,PRD0112,2,19100.0,38200.0
TRX000435,2025-04-22,STR014,CUST0060,PRD0112,2,19100.0,38200.0
TRX000480,2025-01-20,STR007,CUST0254,PRD0112,2,19100.0,38200.0
TRX000598,2024-10-09,STR007,CUST0203,PRD0112,2,19100.0,38200.0
TRX000615,2024-11-11,STR003,CUST0029,PRD0112,2,19100.0,38200.0
TRX000752,2025-02-24,STR004,CUST0233,PRD0112,2,19100.0,38200.0
TRX000927,2025-04-12,STR007,CUST0186,PRD0112,2,19100.0,38200.0
TRX000951,2025-05-27,STR004,CUST0158,PRD0112,2,19100.0,38200.0
TRX001025,2024-11-17,STR010,CUST0172,PRD0112,2,19100.0,38200.0
TRX001528,2025-04-22,STR010,CUST0149,PRD0112,2,19100.0,38200.0
TRX001897,2025-05-03,STR009,CUST0072,PRD0112,2,19100.0,38200.0
TRX002065,2024-12-28,STR015,CUST0057,PRD0112,2,19100.0,38200.0
TRX002094,2024-09-10,STR011,CUST0176,PRD0112,2,19100.0,38200.0
TRX002179,2024-09-11,STR003,CUST0080,PRD0112,2,19100.0,38200.0
TRX002221,2025-05-09,STR004,CUST0368,PRD0112,2,19100.0,38200.0
TRX002271,2024-09-25,STR008,CUST0137,PRD0112,2,19100.0,38200.0
TRX002322,2025-01-19,STR013,CUST0099,PRD0112,2,19100.0,38200.0
TRX002473,2025-06-07,STR001,CUST0043,PRD0112,2,19100.0,38200.0
TRX002484,2025-07-28,STR012,CUST0144,PRD0112,2,19100.0,38200.0
TRX002700,2025-08-17,STR001,CUST0144,PRD0112,2,19100.0,38200.0
TRX000018,2024-10-06,STR014,CUST0272,PRD0112,3,19100.0,57300.0
TRX000048,2025-02-27,STR006,CUST0112,PRD0112,3,19100.0,57300.0
TRX000114,2024-09-30,STR008,CUST0153,PRD0112,3,19100.0,57300.0
TRX000155,2025-08-28,STR002,CUST0251,PRD0112,3,19100.0,57300.0
TRX000228,2025-02-21,STR011,CUST0069,PRD0112,3,19100.0,57300.0
TRX000385,2025-05-22,STR013,CUST0247,PRD0112,3,19100.0,57300.0
TRX000522,2025-04-03,STR009,CUST0109,PRD0112,3,19100.0,57300.0
TRX000527,2025-06-04,STR006,CUST0074,PRD0112,3,19100.0,57300.0
TRX000755,2025-08-04,STR015,CUST0118,PRD0112,3,19100.0,57300.0
TRX000843,2025-09-02,STR004,CUST0018,PRD0112,3,19100.0,57300.0
TRX000943,2025-01-07,STR003,CUST0191,PRD0112,3,19100.0,57300.0
TRX000958,2024-12-10,STR010,CUST0123,PRD0112,3,19100.0,57300.0
TRX001316,2025-07-08,STR010,CUST0116,PRD0112,3,19100.0,57300.0
TRX001392,2025-02-19,STR007,CUST0149,PRD0112,3,19100.0,57300.0
TRX001513,2025-01-26,STR003,CUST0244,PRD0112,3,19100.0,57300.0
TRX001652,2024-11-18,STR001,CUST0145,PRD0112,3,19100.0,57300.0
TRX001942,2025-08-16,STR002,CUST0260,PRD0112,3,19100.0,57300.0
TRX002054,2025-03-10,STR013,CUST0090,PRD0112,3,19100.0,57300.0
TRX002208,2024-09-02,STR015,CUST0361,PRD0112,3,19100.0,57300.0
TRX002431,2025-07-21,STR011,CUST0037,PRD0112,3,19100.0,57300.0
TRX002444,2024-10-14,STR015,CUST0057,PRD0112,3,19100.0,57300.0
TRX002829,2025-05-09,STR015,CUST0171,PRD0112,3,19100.0,57300.0
TRX002857,2024-12-08,STR015,CUST0221,PRD0112,3,19100.0,57300.0
TRX002866,2025-04-26,STR002,CUST0387,PRD0112,3,19100.0,57300.0
TRX002886,2025-03-06,STR001,CUST0019,PRD0112,3,19100.0,57300.0
TRX002901,2025-02-05,STR015,CUST0357,PRD0112,3,19100.0,57300.0
TRX000186,2024-12-03,STR004,CUST0294,PRD0117,1,27250.0,27250.0
TRX000286,2025-06-29,STR013,CUST0005,PRD0117,1,27250.0,27250.0
TRX000371,2024-11-16,STR015,CUST0160,PRD0117,1,27250.0,27250.0
TRX000462,2025-02-12,STR002,CUST0138,PRD0117,1,27250.0,27250.0
TRX000705,2024-11-17,STR015,CUST0331,PRD0117,1,27250.0,27250.0
TRX000715,2024-09-28,STR006,CUST0163,PRD0117,1,27250.0,27250.0
TRX000760,2024-09-16,STR007,CUST0016,PRD0117,1,27250.0,27250.0
TRX001101,2025-03-02,STR014,CUST0320,PRD0117,1,27250.0,27250.0
TRX001320,2024-10-10,STR005,CUST0388,PRD0117,1,27250.0,27250.0
TRX001374,2025-02-11,STR005,CUST0365,PRD0117,1,27250.0,27250.0
TRX001444,2024-11-26,STR012,CUST0102,PRD0117,1,27250.0,27250.0
TRX001465,2025-08-27,STR015,CUST0280,PRD0117,1,27250.0,27250.0
TRX001494,2024-11-06,STR014,CUST0056,PRD0117,1,27250.0,27250.0
TRX001507,2025-03-26,STR004,CUST0273,PRD0117,1,27250.0,27250.0
TRX001541,2025-06-23,STR004,CUST0075,PRD0117,1,27250.0,27250.0
TRX001584,2024-11-23,STR001,CUST0162,PRD0117,1,27250.0,27250.0
TRX001620,2025-06-01,STR014,CUST0063,PRD0117,1,27250.0,27250.0
TRX001632,2025-04-09,STR004,CUST0236,PRD0117,1,27250.0,27250.0
TRX001883,2025-08-29,STR005,CUST0076,PRD0117,1,27250.0,27250.0
TRX002007,2025-05-07,STR013,CUST0296,PRD0117,1,27250.0,27250.0
TRX002208,2024-09-02,STR015,CUST0361,PRD0117,1,27250.0,27250.0
TRX002249,2025-06-04,STR015,CUST0143,PRD0117,1,27250.0,27250.0
TRX002312,2025-08-25,STR002,CUST0156,PRD0117,1,27250.0,27250.0
TRX002478,2024-11-25,STR005,CUST0367,PRD0117,1,27250.0,27250.0
TRX002594,2025-06-11,STR006,CUST0376,PRD0117,1,27250.0,27250.0
TRX002598,2025-01-02,STR004,CUST0122,PRD0117,1,27250.0,27250.0
TRX002624,2024-12-14,STR014,CUST0249,PRD0117,1,27250.0,27250.0
TRX002956,2025-05-24,STR011,CUST0316,PRD0117,1,27250.0,27250.0
TRX000208,2024-10-06,STR013,CUST0281,PRD0117,2,27250.0,54500.0
TRX000229,2024-09-11,STR010,CUST0164,PRD0117,2,27250.0,54500.0
TRX000414,2025-05-05,STR001,CUST0153,PRD0117,2,27250.0,54500.0
TRX000547,2025-08-23,STR003,CUST0307,PRD0117,2,27250.0,54500.0
TRX000897,2025-08-27,STR004,CUST0323,PRD0117,2,27250.0,54500.0
TRX000919,2024-09-13,STR004,CUST0145,PRD0117,2,27250.0,54500.0
TRX001030,2024-10-03,STR010,CUST0363,PRD0117,2,27250.0,54500.0
TRX001623,2025-02-21,STR009,CUST0130,PRD0117,2,27250.0,54500.0
TRX001650,2025-05-18,STR002,CUST0373,PRD0117,2,27250.0,54500.0
TRX001951,2025-08-09,STR013,CUST0061,PRD0117,2,27250.0,54500.0
TRX002015,2024-12-01,STR001,CUST0168,PRD0117,2,27250.0,54500.0
TRX002310,2025-06-02,STR006,CUST0029,PRD0117,2,27250.0,54500.0
TRX002395,2025-02-01,STR006,CUST0026,PRD0117,2,27250.0,54500.0
TRX002511,2025-08-07,STR004,CUST0035,PRD0117,2,27250.0,54500.0
TRX002644,2025-04-01,STR008,CUST0241,PRD0117,2,27250.0,54500.0
TRX002653,2025-08-15,STR008,CUST0225,PRD0117,2,27250.0,54500.0
TRX002906,2025-01-11,STR013,CUST0081,PRD0117,2,27250.0,54500.0
TRX000104,2025-03-05,STR004,CUST0041,PRD0117,3,27250.0,81750.0
TRX000227,2025-04-05,STR015,CUST0346,PRD0117,3,27250.0,81750.0
TRX000291,2025-01-12,STR015,CUST0079,PRD0117,3,27250.0,81750.0
TRX000295,2025-02-09,STR011,CUST0066,PRD0117,3,27250.0,81750.0
TRX000429,2024-10-29,STR013,CUST0329,PRD0117,3,27250.0,81750.0
TRX000530,2025-02-14,STR006,CUST0382,PRD0117,3,27250.0,81750.0
TRX000538,2024-09-08,STR006,CUST0399,PRD0117,3,27250.0,81750.0
TRX000733,2025-03-29,STR010,CUST0373,PRD0117,3,27250.0,81750.0
TRX000860,2025-08-31,STR003,CUST0332,PRD0117,3,27250.0,81750.0
TRX001000,2024-12-28,STR014,CUST0079,PRD0117,3,27250.0,81750.0
TRX001011,2025-08-19,STR003,CUST0164,PRD0117,3,27250.0,81750.0
TRX001191,2025-07-09,STR007,CUST0194,PRD0117,3,27250.0,81750.0
TRX001288,2025-02-20,STR008,CUST0363,PRD0117,3,27250.0,81750.0
TRX001329,2024-12-06,STR009,CUST0094,PRD0117,3,27250.0,81750.0
TRX001473,2024-09-25,STR005,CUST0295,PRD0117,3,27250.0,81750.0
TRX001547,2024-11-03,STR013,CUST0283,PRD0117,3,27250.0,81750.0
TRX001559,2024-10-13,STR010,CUST0008,PRD0117,3,27250.0,81750.0
TRX001675,2025-05-31,STR009,CUST0137,PRD0117,3,27250.0,81750.0
TRX001889,2025-08-20,STR012,CUST0130,PRD0117,3,27250.0,81750.0
TRX002157,2025-05-10,STR013,CUST0202,PRD0117,3,27250.0,81750.0
TRX002160,2024-11-23,STR004,CUST0066,PRD0117,3,27250.0,81750.0
TRX002185,2025-02-11,STR011,CUST0251,PRD0117,3,27250.0,81750.0
TRX002295,2024-12-02,STR002,CUST0271,PRD0117,3,27250.0,81750.0
TRX002353,2025-02-12,STR009,CUST0338,PRD0117,3,27250.0,81750.0
TRX002355,2025-01-01,STR015,CUST0158,PRD0117,3,27250.0,81750.0
TRX002888,2025-04-30,STR006,CUST0082,PRD0117,3,27250.0,81750.0
TRX000070,2025-07-31,STR014,CUST0149,PRD0054,1,27340.0,27340.0
TRX000137,2024-11-25,STR004,CUST0268,PRD0054,1,27340.0,27340.0
TRX000174,2024-11-21,STR014,CUST0295,PRD0054,1,27340.0,27340.0
TRX000440,2025-06-21,STR012,CUST0213,PRD0054,1,27340.0,27340.0
TRX000725,2024-12-05,STR014,CUST0180,PRD0054,1,27340.0,27340.0
TRX000866,2024-11-30,STR006,CUST0040,PRD0054,1,27340.0,27340.0
TRX000918,2025-06-22,STR015,CUST0276,PRD0054,1,27340.0,27340.0
TRX000927,2025-04-12,STR007,CUST0186,PRD0054,1,27340.0,27340.0
TRX000998,2025-02-28,STR011,CUST0006,PRD0054,1,27340.0,27340.0
TRX001089,2025-08-01,STR011,CUST0211,PRD0054,1,27340.0,27340.0
TRX001090,2024-09-27,STR006,CUST0222,PRD0054,1,27340.0,27340.0
TRX001098,2024-09-10,STR005,CUST0126,PRD0054,1,27340.0,27340.0
TRX001201,2024-12-30,STR009,CUST0042,PRD0054,1,27340.0,27340.0
TRX001270,2024-10-18,STR001,CUST0126,PRD0054,1,27340.0,27340.0
TRX001271,2025-08-07,STR010,CUST0072,PRD0054,1,27340.0,27340.0
TRX001301,2024-12-04,STR004,CUST0332,PRD0054,1,27340.0,27340.0
TRX001494,2024-11-06,STR014,CUST0056,PRD0054,1,27340.0,27340.0
TRX001611,2025-04-07,STR015,CUST0365,PRD0054,1,27340.0,27340.0
TRX001776,2024-10-29,STR013,CUST0261,PRD0054,1,27340.0,27340.0
TRX001810,2024-09-14,STR015,CUST0376,PRD0054,1,27340.0,27340.0
TRX001830,2025-02-23,STR006,CUST0262,PRD0054,1,27340.0,27340.0
TRX001996,2025-03-07,STR009,CUST0255,PRD0054,1,27340.0,27340.0
TRX002251,2025-07-18,STR002,CUST0279,PRD0054,1,27340.0,27340.0
TRX002286,2025-07-01,STR011,CUST0202,PRD0054,1,27340.0,27340.0
TRX002382,2025-07-24,STR014,CUST0027,PRD0054,1,27340.0,27340.0
TRX002508,2025-08-03,STR010,CUST0047,PRD0054,1,27340.0,27340.0
